fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Vilket av märkena är äldst?;Office Depot;Bath & Body Works;40;36;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Ibis;Novotel;52;59;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Screwfix;Argos;47;54;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Baskin-Robbins;Victoria's Secret;81;49;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Big Lots;Staples;59;40;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Burlington;PetSmart;54;40;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Dollar Tree;Rite Aid;40;64;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Crowne Plaza;Best Western;43;80;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;B&Q;Leroy Merlin;57;103;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Bauhaus;Premier Inn;66;39;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Action;Del Taco;33;62;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;SoFi;Barilla;15;149;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;TGI Fridays;Wegmans;61;110;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Affirm;Babbel;14;19;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Hormel;Chime;135;14;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Superdrug;Klook;62;12;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;GetYourGuide;Best Western;17;80;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Premier Inn;Klook;39;12;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Ritz-Carlton;Affirm;43;14;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;GetYourGuide;Bauhaus;17;66;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Coursera;Argos;14;54;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Vacasa;Leroy Merlin;17;103;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Sprouts;Don Julio;24;84;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Douglas;SoFi;116;15;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Morrisons;Afterpay;127;12;år;Hur många år skiljer dem åt?
