fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Vilket av märkena är äldst?;Sainsbury's;Marks & Spencer;157;142;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Waitrose;Lidl;122;53;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Barilla;Knorr;149;188;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Tetley;La Croix;189;46;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Hankook;Continental;85;155;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Belkin;Klipsch;43;80;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Netgear;Bowers & Wilkins;30;60;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Ricoh;Brother;90;118;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Ryanair;Singapore Airlines;42;79;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;KLM;Qatar Airways;107;33;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Abercrombie & Fitch;American Eagle;134;49;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;ASOS;Forever 21;26;42;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Lufthansa;Weekday;73;24;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Finnair;Norwegian;103;33;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Knorr;Dasani;188;27;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Patrón;Moët & Chandon;37;283;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Glenlivet;Monzo;202;11;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Chivas Regal;Maker's Mark;225;68;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Bolt;Glenfiddich;13;140;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;The Macallan;N26;202;13;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Deliveroo;Hormel;13;135;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Durex;Oral-B;97;76;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Rowenta;TP-Link;142;30;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Miele;D-Link;127;40;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;COS;Harman Kardon;19;73;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Monki;Conagra;20;107;år;Hur många år skiljer dem åt?
