fråga;källa;år
Tencent vs Take-Two;https://en.wikipedia.org/wiki/Tencent (Tencent 1998); https://en.wikipedia.org/wiki/Take-Two_Interactive (Take-Two 1993);2026
Khan Academy vs Skillshare;https://en.wikipedia.org/wiki/Khan_Academy (2008); https://en.wikipedia.org/wiki/Skillshare (2010);2026
Chelsea vs Manchester United;https://en.wikipedia.org/wiki/Chelsea_F.C. (1905); https://en.wikipedia.org/wiki/Manchester_United_F.C. (1878);2026
Capital One vs Geico;https://www.fundinguniverse.com/company-histories/capital-one-financial-corporation-history/ (1988); https://en.wikipedia.org/wiki/GEICO (1936);2026
Annas Pepparkakor vs Bregott;https://www.annas.se/en/about-annas (1929); https://sv.wikipedia.org/wiki/Bregott (1969);2026
Paris Saint-Germain vs AIK;https://en.wikipedia.org/wiki/Paris_Saint-Germain_FC (1970); https://sv.wikipedia.org/wiki/AIK (1891);2026
Dolce & Gabbana vs Acne Studios;https://en.wikipedia.org/wiki/Dolce_%26_Gabbana (1985); https://en.wikipedia.org/wiki/Acne_Studios (1996);2026
DAZN vs Dailymotion;https://en.wikipedia.org/wiki/DAZN (2016); https://en.wikipedia.org/wiki/Dailymotion (2005);2026
Biltema vs Cervera;https://en.wikipedia.org/wiki/Biltema (1963); https://www.linkedin.com/company/cervera (1987);2026
Adlibris vs BabyBjörn;https://sv.wikipedia.org/wiki/Adlibris (1997); https://sv.wikipedia.org/wiki/BabyBjörn (1961);2026
El Corte Inglés vs Bambuser;https://en.wikipedia.org/wiki/El_Corte_Inglés (1940); https://en.wikipedia.org/wiki/Bambuser (2007);2026
Care of Carl vs BK Häcken;https://www.careofcarl.com/en/about-care-of-carl (2010); https://sv.wikipedia.org/wiki/BK_Häcken (1940);2026
Jersey Mike's vs Boxer;https://en.wikipedia.org/wiki/Jersey_Mike's_Subs (1956); https://sv.wikipedia.org/wiki/Boxer_TV-Access (1999);2026
Apoteket vs Babyshop;https://en.wikipedia.org/wiki/Apoteket (1970); https://www.babyshop.se (2006);2026
BookBeat vs Byggmax;https://sv.wikipedia.org/wiki/BookBeat (2015); https://sv.wikipedia.org/wiki/Byggmax (1993);2026
Bahnhof vs Bahco;https://sv.wikipedia.org/wiki/Bahnhof (1994); https://en.wikipedia.org/wiki/Bahco (1886);2026
Blåkläder vs Bubbleroom;https://sv.wikipedia.org/wiki/Blåkläder (1959); https://sv.wikipedia.org/wiki/Bubbleroom (2005);2026
Hornbach vs Apohem;https://www.hornbach-holding.de/en/company/history (1877); https://sv.wikipedia.org/wiki/Apohem (2017);2026
Anyfin vs Roche;https://anyfin.com/en_SE/about (2017); https://en.wikipedia.org/wiki/Hoffmann-La_Roche (1896);2026
Mack Trucks vs Casumo;https://en.wikipedia.org/wiki/Mack_Trucks (1900); https://www.casumo.com (2012);2026
Apotea vs Brynäs IF;https://sv.wikipedia.org/wiki/Apotea (2011); https://sv.wikipedia.org/wiki/Brynäs_IF (1912);2026
Kenworth vs Acast;https://en.wikipedia.org/wiki/Kenworth (1923); https://sv.wikipedia.org/wiki/Acast (2014);2026
