fråga;källa;år
Vilket av märkena är äldst?;Sennheiser grundat 1945 (ålder 81) — en.wikipedia.org/wiki/Sennheiser; JBL grundat 1946 (ålder 80) — en.wikipedia.org/wiki/JBL;2026
Vilket av märkena är äldst?;Williams-Sonoma grundat 1956 (ålder 70) — en.wikipedia.org/wiki/Williams_Sonoma; Pottery Barn grundat 1949 (ålder 77) — en.wikipedia.org/wiki/Pottery_Barn;2026
Vilket av märkena är äldst?;Tata Motors grundat 1945 (ålder 81) — tatamotors.com/organisation/our-history; Tropicana grundat 1947 (ålder 79) — en.wikipedia.org/wiki/Anthony_T._Rossi;2026
Vilket av märkena är äldst?;Jolly Rancher grundat 1949 (ålder 77) — en.wikipedia.org/wiki/Jolly_Rancher; Twizzlers/Y&S Candies grundat 1845 (ålder 181) — en.wikipedia.org/wiki/Twizzlers;2026
Vilket av märkena är äldst?;Vitamix grundat 1921 (ålder 105) — en.wikipedia.org/wiki/Vitamix; Cuisinart grundat 1971 (ålder 55) — en.wikipedia.org/wiki/Cuisinart;2026
Vilket av märkena är äldst?;Special K lanserad 1955 (ålder 71) — en.wikipedia.org/wiki/Special_K; Cheez-It lanserad 1921 (ålder 105) — en.wikipedia.org/wiki/Cheez-It;2026
Vilket av märkena är äldst?;Capri-Sun lanserad 1969 (ålder 57) — en.wikipedia.org/wiki/Capri-Sun; Powerade lanserad 1988 (ålder 38) — en.wikipedia.org/wiki/Powerade;2026
Vilket av märkena är äldst?;Sun Chips lanserad 1991 (ålder 35) — en.wikipedia.org/wiki/Sun_Chips; Ruffles (Frito-förvärv) 1958 (ålder 68) — en.wikipedia.org/wiki/Ruffles_(potato_chips);2026
Vilket av märkena är äldst?;Tefal grundat 1956 (ålder 70) — en.wikipedia.org/wiki/Marc_Gr%C3%A9goire; Moulinex grundat 1937 (ålder 89) — en.wikipedia.org/wiki/Moulinex (grundningsår mångtydigt 1929/1932/1937; riktning robust);2026
Vilket av märkena är äldst?;SoundCloud grundat 2007 (ålder 19) — en.wikipedia.org/wiki/SoundCloud; Tidal lanserad 2014 (ålder 12) — en.wikipedia.org/wiki/Tidal_(service);2026
Vilket av märkena är äldst?;Vodafone (självständig demerger) 1991 (ålder 35) — en.wikipedia.org/wiki/Vodafone; Verizon grundat 2000 (ålder 26) — en.wikipedia.org/wiki/Verizon;2026
