fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är ett vanligt ärtstort hagelkorn större eller mindre än det största hagelkorn som någonsin uppmätts?;Vanligt ärtstort hagel;Största uppmätta hagelkornet;1;20;centimeter;Hur många centimeter skiljer det?
Sträcker sig den längsta blixt som uppmätts längre eller kortare än en vanlig blixt på himlen?;Längsta uppmätta blixten;Vanlig blixt;768;5;kilometer;Hur många kilometer skiljer det?
Faller det mer eller mindre snö vid ett vanligt snöfall på en dag än ett rekorddygn?;Vanligt snöfall på en dag;Snörekord på ett dygn;8;192;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare en het svensk sommardag än på jordens hetaste uppmätta plats?;Het svensk sommardag;Hetaste uppmätta platsen;28;57;°C;Hur många grader skiljer det?
Når ett högt åskmoln högre eller lägre upp i luften än ett vanligt vackervädersmoln?;Högt åskmoln;Vanligt vackerväders-moln;12000;3500;meter;Hur många meter skiljer det?
Blåser det mer eller mindre i en kraftig tromb än i en frisk vind?;Kraftig tromb;Frisk vind;150;45;km/h;Hur många km/h skiljer det?
Är ett vanligt regnhagel större eller mindre än ett knytnävsstort hagel?;Vanligt regnhagel;Knytnävsstort hagel;1;9;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i en tornado än i en orkan?;Tornado;Orkan;480;250;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar om året i regniga Tromsö än i soliga Aten?;Tromsö;Aten;1200;2770;timmar;Hur många timmar skiljer det?
Faller det mer eller mindre regn på ett år i världens regnigaste by än i världens torraste öken?;Världens regnigaste by;Världens torraste öken;11800;1;millimeter;Hur många millimeter skiljer det?
Är det varmare eller kallare en kvav sommardag i Aten än en het sommardag i Rom?;Aten en kvav sommardag;Rom en het sommardag;34;30;°C;Hur många grader skiljer det?
Blåser det mer eller mindre i en lätt bris än i en frisk bris?;Lätt bris;Frisk bris;15;30;km/h;Hur många km/h skiljer det?
Är temperaturen i en blixt högre eller lägre än temperaturen på en het sommardag?;Blixt;Het sommardag;30000;30;°C;Hur många grader skiljer det?
Faller det mer eller mindre regn under ett kraftigt åskskur på en timme än under ett lätt duggregn på en timme?;Kraftigt åskskur;Lätt duggregn;30;1;millimeter;Hur många millimeter skiljer det?
Är luften varmare eller kallare en mild vinterdag i Spanien än en frostig vintermorgon i Sverige?;Mild vinterdag i Spanien;Frostig vintermorgon i Sverige;15;1;°C;Hur många grader skiljer det?
Ser man längre eller kortare bort en klar solig dag än i ett lätt dis?;Klar solig dag;Lätt dis;30000;8000;meter;Hur många meter skiljer det?
Är snödjupet en vanlig vinter i Spanien större eller mindre än i norra Norge?;Spanien en vanlig vinter;Norra Norge en vanlig vinter;2;90;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i en lätt bris än i en frisk kuling?;Lätt bris;Frisk kuling;15;65;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar en sommardag i norra Sverige än en vinterdag i norra Sverige?;Sommardag i norra Sverige;Vinterdag i norra Sverige;20;4;timmar;Hur många timmar skiljer det?
Är det varmare eller kallare en kylig svensk höstdag än en het ökendag?;Kylig svensk höstdag;Het ökendag;10;45;°C;Hur många grader skiljer det?
Faller det mer eller mindre regn på ett år i en svensk stad än i en regnskog?;Svensk stad;Regnskog;600;3500;millimeter;Hur många millimeter skiljer det?
Bär ett vanligt regnmoln mer eller mindre vatten än ett litet sommarmoln?;Vanligt regnmoln;Litet sommarmoln;500000;500;kilo;Hur många kilo skiljer det?
Blåser det mer eller mindre i en svag vind än i en måttlig vind?;Svag vind;Måttlig vind;8;28;km/h;Hur många km/h skiljer det?
Åskar det fler eller färre dagar om året i åskrika Centralafrika än i soliga Florida?;Centralafrika;Florida;240;90;dagar;Hur många dagar skiljer det?
Är det varmare eller kallare en kall vinterdag i fjällen än i ögat på en orkan?;Kall vinterdag i fjällen;Öga på en orkan;8;28;°C;Hur många grader skiljer det?
Faller det mer eller mindre regn under en hel vanlig regnig dag än under ett skyfall på en timme?;Vanlig regnig dag;Skyfall på en timme;12;50;millimeter;Hur många millimeter skiljer det?
Innehåller ett helt snötäcke i en trädgård fler eller färre snöflingor än en enda snöflinga?;Helt snötäcke i en trädgård;Vanlig snöflinga;1000000;1;antal;Hur många snöflingor skiljer det?
