fråga;källa;år
Väger en laxfilé mer eller mindre än en torskfilé?;Livsmedelsverket livsmedelsdatabas;2024
Har kvarg fler eller färre kalorier än naturell yoghurt per 100 gram?;Livsmedelsverket livsmedelsdatabas;2024
Har ett wienerbröd fler eller färre kalorier än en mazarin?;Livsmedelsverket livsmedelsdatabas;2024
Väger en cashewnöt mer eller mindre än en pistagenöt?;USDA FoodData Central;2024
Väger en vetebulle mer eller mindre än en semla?;Livsmedelsverket / receptfavoriter.se mått och vikt;2024
Har en pannkaka fler eller färre kalorier än en våffla?;Livsmedelsverket livsmedelsdatabas;2024
Har cheddarost fler eller färre kalorier än camembert per 100 gram?;Livsmedelsverket livsmedelsdatabas;2024
Väger ett hallon mer eller mindre än ett krusbär?;kreativperiodare.wordpress.com vikt på bär & frukt;2024
Väger en chokladboll mer eller mindre än en dammsugare?;Livsmedelsverket / konditori standardvikt;2024
Väger en skål popcorn mer eller mindre än en skål chips?;Livsmedelsverket / portionsvikt;2024
Har en bit fudge fler eller färre kalorier än en skiva rågbröd?;Livsmedelsverket livsmedelsdatabas;2024
Väger en halloumi mer eller mindre än en mozzarellaboll?;tillverkarförpackning standardvikt;2024
Väger en cocktailtomat mer eller mindre än en rabarberstjälk?;receptfavoriter.se mått och vikt;2024
Väger en chilifrukt mer eller mindre än en bit färsk ingefära?;receptfavoriter.se mått och vikt;2024
Väger ett paket köttfärs mer eller mindre än en hel kyckling?;ICA / dagligvaruförpackning standardvikt;2024
Har sorbet fler eller färre kalorier än vaniljglass per 100 gram?;Livsmedelsverket livsmedelsdatabas;2024
Väger ett smörpaket mer eller mindre än ett helt stycke lagrad ost?;Arla / dagligvaruförpackning standardvikt;2024
Väger en färskpotatis mer eller mindre än ett enda kumminfrö?;receptfavoriter.se mått och vikt;2024
Väger ett baconpaket mer eller mindre än ett paket rökt skinka?;ICA / dagligvaruförpackning standardvikt;2024
Väger en kringla mer eller mindre än ett enda riskorn?;Livsmedelsverket / kornvikt;2024
Väger en köttbulle mer eller mindre än en falafelbiff?;Livsmedelsverket / portionsvikt;2024
Väger ett tortillabröd mer eller mindre än en bit hårt tunnbröd?;tillverkarförpackning standardvikt;2024
Väger en burrataboll mer eller mindre än ett enda saltkorn?;tillverkarförpackning / saltkornsvikt;2024
Har en kopp buljong fler eller färre kalorier än en portion risgrynsgröt?;Livsmedelsverket livsmedelsdatabas;2024
Väger en cocktailkorv mer eller mindre än en hel rökt korv?;ICA / charkförpackning standardvikt;2024
Väger en hel kålrabbi mer eller mindre än ett kokt makaronirör?;receptfavoriter.se mått och vikt;2024
Väger en sockerbit mer eller mindre än en tärnad ostbit?;Dansukker / standardvikt sockerbit;2024
