fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är en nagelsax längre eller kortare än en pincett?;Nagelsax;Pincett;9;8;centimeter;Hur många centimeter skiljer det?
Väger en tandkrämstub mer eller mindre än en hårtork?;Tandkrämstub;Hårtork;130;600;gram;Hur många gram skiljer det?
Är en tratt högre eller lägre än ett durkslag?;Tratt;Durkslag;14;12;centimeter;Hur många centimeter skiljer det?
Väger en badrumsvåg mer eller mindre än en borrmaskin?;Badrumsvåg;Borrmaskin;2000;1100;gram;Hur många gram skiljer det?
Väger ett plåster mer eller mindre än en näsduk?;Plåster;Näsduk;2;3;gram;Hur många gram skiljer det?
Är en toarulle högre eller lägre än en hushållspappersrulle?;Toarulle;Hushållspappersrulle;10;24;centimeter;Hur många centimeter skiljer det?
Väger en diskhandske mer eller mindre än en diskborste?;Diskhandske;Diskborste;40;60;gram;Hur många gram skiljer det?
Väger en hårtork mer eller mindre än ett plåster?;Hårtork;Plåster;600;2;gram;Hur många gram skiljer det?
Väger ett rivjärn mer eller mindre än en potatisskalare?;Rivjärn;Potatisskalare;200;40;gram;Hur många gram skiljer det?
Är en tändsticka längre eller kortare än en tändare?;Tändsticka;Tändare;4;8;centimeter;Hur många centimeter skiljer det?
Väger ett hänglås mer eller mindre än en magnet?;Hänglås;Magnet;120;15;gram;Hur många gram skiljer det?
Är ett vattenpass längre eller kortare än en borrmaskin?;Vattenpass;Borrmaskin;40;25;centimeter;Hur många centimeter skiljer det?
Väger en mutter mer eller mindre än en skruv?;Mutter;Skruv;8;6;gram;Hur många gram skiljer det?
Väger ett batteri mer eller mindre än ett grenuttag?;Batteri;Grenuttag;24;250;gram;Hur många gram skiljer det?
Är en förlängningssladd längre eller kortare än ett måttband?;Förlängningssladd;Måttband;500;300;centimeter;Hur många centimeter skiljer det?
Väger ett gångjärn mer eller mindre än ett dörrhandtag?;Gångjärn;Dörrhandtag;80;250;gram;Hur många gram skiljer det?
Är en ljusstake högre eller lägre än en vas?;Ljusstake;Vas;20;28;centimeter;Hur många centimeter skiljer det?
Väger en fotoram mer eller mindre än en febertermometer?;Fotoram;Febertermometer;300;30;gram;Hur många gram skiljer det?
Är ett kuvert längre eller kortare än ett vykort?;Kuvert;Vykort;22;15;centimeter;Hur många centimeter skiljer det?
Väger ett häftstift mer eller mindre än ett gummiband?;Häftstift;Gummiband;1;2;gram;Hur många gram skiljer det?
Är en tejprulle bredare eller smalare än ett limstift?;Tejprulle;Limstift;8;2;centimeter;Hur många centimeter skiljer det?
Väger en låda kritor mer eller mindre än en burk modellera?;Låda kritor;Burk modellera;90;450;gram;Hur många gram skiljer det?
Är en tärning längre eller kortare än ett spelkorts längsta sida?;Tärning;Spelkort;2;9;centimeter;Hur många centimeter skiljer det?
Väger ett frimärke mer eller mindre än ett vykort?;Frimärke;Vykort;1;6;gram;Hur många gram skiljer det?
Väger ett gångjärn mer eller mindre än ett häftstift?;Gångjärn;Häftstift;80;1;gram;Hur många gram skiljer det?
Väger en burk modellera mer eller mindre än en badrumsvåg?;Burk modellera;Badrumsvåg;450;2000;gram;Hur många gram skiljer det?
Väger en magnet mer eller mindre än ett dörrhandtag?;Magnet;Dörrhandtag;15;250;gram;Hur många gram skiljer det?
