fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en vattenmelon mer eller mindre än en apelsin?;Vattenmelon;Apelsin;3000;175;gram;Hur många gram skiljer det?
Väger en vindruva mer eller mindre än en jordgubbe?;Vindruva;Jordgubbe;6;12;gram;Hur många gram skiljer det?
Väger en ananas mer eller mindre än en citron?;Ananas;Citron;1000;100;gram;Hur många gram skiljer det?
Väger en morot mer eller mindre än en gurka?;Morot;Gurka;60;300;gram;Hur många gram skiljer det?
Har en banan fler eller färre kalorier än ett äpple?;Banan;Äpple;105;80;kalorier;Hur många kalorier skiljer det?
Har en glasspinne fler eller färre kalorier än en kexchoklad?;Glasspinne;Kexchoklad;120;300;kalorier;Hur många kalorier skiljer det?
Har en hamburgare fler eller färre kalorier än en korv med bröd?;Hamburgare;Korv med bröd;250;300;kalorier;Hur många kalorier skiljer det?
Har ett Mariekex fler eller färre kalorier än en kanelbulle?;Mariekex;Kanelbulle;30;240;kalorier;Hur många kalorier skiljer det?
Har en morot fler eller färre kalorier än en avokado?;Morot;Avokado;25;240;kalorier;Hur många kalorier skiljer det?
Är en sockerkaka högre eller lägre än en muffin?;Sockerkaka;Muffin;7;5;centimeter;Hur många centimeter skiljer det?
Är en baguette längre eller kortare än en grillkorv?;Baguette;Grillkorv;65;20;centimeter;Hur många centimeter skiljer det?
Är ett knäckebröd längre eller kortare än en kanelbulle?;Knäckebröd;Kanelbulle;25;8;centimeter;Hur många centimeter skiljer det?
Väger en kokosnöt mer eller mindre än en citron?;Kokosnöt;Citron;1400;100;gram;Hur många gram skiljer det?
Väger en lök mer eller mindre än en potatis?;Lök;Potatis;110;150;gram;Hur många gram skiljer det?
Väger en brödlimpa mer eller mindre än en frukostfralla?;Brödlimpa;Frukostfralla;800;60;gram;Hur många gram skiljer det?
Väger en champinjon mer eller mindre än en tomat?;Champinjon;Tomat;18;120;gram;Hur många gram skiljer det?
Väger ett plommon mer eller mindre än ett päron?;Plommon;Päron;60;170;gram;Hur många gram skiljer det?
Väger en kiwi mer eller mindre än en mango?;Kiwi;Mango;90;350;gram;Hur många gram skiljer det?
Väger ett salladshuvud mer eller mindre än en paprika?;Salladshuvud;Paprika;400;150;gram;Hur många gram skiljer det?
Är en pizza i ugnen varmare eller kallare än kokande vatten?;Pizza i ugnen;Kokande vatten;250;100;°C;Hur många grader skiljer det?
Väger en pumpa mer eller mindre än en kålrot?;Pumpa;Kålrot;4000;800;gram;Hur många gram skiljer det?
Väger en smörgåstårta mer eller mindre än en prinsesstårta?;Smörgåstårta;Prinsesstårta;2000;1200;gram;Hur många gram skiljer det?
Har en isglass fler eller färre kalorier än en glasstrut?;Isglass;Glasstrut;50;200;kalorier;Hur många kalorier skiljer det?
Har en chokladkaka fler eller färre kalorier än ett knäckebröd?;Chokladkaka;Knäckebröd;550;30;kalorier;Hur många kalorier skiljer det?
Väger en honungsmelon mer eller mindre än en grapefrukt?;Honungsmelon;Grapefrukt;1800;300;gram;Hur många gram skiljer det?
