fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en fotboll mer eller mindre än en basketboll?;Fotboll;Basketboll;430;620;gram;Hur många gram skiljer det?
Väger ett mjölkpaket mer eller mindre än en halvliters vattenflaska?;Mjölkpaket;Halvliters vattenflaska;1000;500;gram;Hur många gram skiljer det?
Väger en mobiltelefon mer eller mindre än en bok?;Mobiltelefon;Bok;180;400;gram;Hur många gram skiljer det?
Är en tvättmaskin högre eller lägre än ett kylskåp?;Tvättmaskin;Kylskåp;85;180;centimeter;Hur många centimeter skiljer det?
Väger ett strykjärn mer eller mindre än en kaffekopp?;Strykjärn;Kaffekopp;1200;300;gram;Hur många gram skiljer det?
Väger en sparkcykel mer eller mindre än en cykel?;Sparkcykel;Cykel;4;14;kilo;Hur många kilo skiljer det?
Är ett kylskåp högre eller lägre än en köksstol?;Kylskåp;Köksstol;180;90;centimeter;Hur många centimeter skiljer det?
Väger en tegelsten mer eller mindre än ett mjölkpaket?;Tegelsten;Mjölkpaket;3500;1000;gram;Hur många gram skiljer det?
Är en gitarr längre eller kortare än en tandborste?;Gitarr;Tandborste;100;19;centimeter;Hur många centimeter skiljer det?
Väger en tvättmaskin mer eller mindre än en mikrovågsugn?;Tvättmaskin;Mikrovågsugn;70;12;kilo;Hur många kilo skiljer det?
Väger en tallrik mer eller mindre än en stekpanna?;Tallrik;Stekpanna;250;1000;gram;Hur många gram skiljer det?
Väger en vattenmelon mer eller mindre än ett päron?;Vattenmelon;Päron;7000;170;gram;Hur många gram skiljer det?
Är en vante längre eller kortare än en halsduk?;Vante;Halsduk;25;150;centimeter;Hur många centimeter skiljer det?
Är en lyktstolpe högre eller lägre än en dörr?;Lyktstolpe;Dörr;800;200;centimeter;Hur många centimeter skiljer det?
Väger en volleyboll mer eller mindre än ett bowlingklot?;Volleyboll;Bowlingklot;270;6000;gram;Hur många gram skiljer det?
Är en sparkcykel högre eller lägre än en lyktstolpe?;Sparkcykel;Lyktstolpe;90;800;centimeter;Hur många centimeter skiljer det?
Väger ett äpple mer eller mindre än en vattenflaska?;Äpple;Vattenflaska;180;530;gram;Hur många gram skiljer det?
Väger en cykel mer eller mindre än en gås?;Cykel;Gås;14000;5000;gram;Hur många gram skiljer det?
Väger en mikrovågsugn mer eller mindre än en mobiltelefon?;Mikrovågsugn;Mobiltelefon;12000;180;gram;Hur många gram skiljer det?
Är en dörr högre eller lägre än en köksstol?;Dörr;Köksstol;200;90;centimeter;Hur många centimeter skiljer det?
Väger en bok mer eller mindre än en tegelsten?;Bok;Tegelsten;400;3500;gram;Hur många gram skiljer det?
Väger en resväska mer eller mindre än en necessär?;Resväska;Necessär;3500;300;gram;Hur många gram skiljer det?
Väger ett kylskåp mer eller mindre än ett suddgummi?;Kylskåp;Suddgummi;60000;4;gram;Hur många gram skiljer det?
