fråga;källa;år
Väger en curlingsten mer eller mindre än en ishockeypuck?;WCF (sten 17,24–19,96 kg, ~19 kg) + IIHF regelbok (puck 156–170 g);2024
Väger en diskus mer eller mindre än en stötkula (herr)?;World Athletics tekniska regler (herr: diskus 2 kg, kula 7,26 kg);2024
Väger ett spjut mer eller mindre än en diskus?;World Athletics tekniska regler (herr: spjut 800 g, diskus 2 kg);2024
Väger en bowlingkägla mer eller mindre än en boxningshandske?;USBC/Swebowl (kägla 1,53 kg / 3 lb 6 oz) + boxningshandske 10 oz ~284 g;2024
Väger ett basebollträ mer eller mindre än en tennisracket?;MLB regler (träklubba ~1 kg) + ITF/racket ~300 g med strängar;2024
Slår en badmintonsmash fortare eller långsammare än en galopphäst springer?;Badmintonsmash i tävling ~400 km/h (GWR-rekord 565 km/h, Rankireddy 2023) + galopphäst topp ~65–70 km/h (GWR 70,35 km/h);2023
Kör en Formel 1-bil fortare eller långsammare än en skridskoåkare åker?;FIA F1 topphastigheter ~350 km/h + skridsko tävlingstopp ~60 km/h (long track sprint);2024
Springer en maratonlöpare fortare eller långsammare än en travhäst?;Standardbred/travare ~50–56 km/h på sträcka + maratonlöpare elit ~20 km/h;2024
Åker en alpin störtloppsåkare fortare eller långsammare än en skridskoåkare?;FIS störtlopp toppfart ~130 km/h + skridsko tävlingstopp ~60 km/h;2024
Sitter en basketkorg högre eller lägre än ett volleybollnät är högt?;FIBA (korg 3,05 m) + FIVB (herrnät 2,43 m);2024
Är ett tennisnät högre eller lägre än ett volleybollnät?;ITF (tennisnät vid stolpe 0,914 m) + FIVB (herrnät 2,43 m);2024
Är en bandyplan längre eller kortare än en curlingbana?;Svenska Bandyförbundet (plan ~110 m) + WCF (curlingbana ~45,72 m);2024
Är en bowlingbana längre eller kortare än en curlingbana?;Swebowl (bana ~18,29 m) + WCF (curlingbana ~45,72 m);2024
Är en basketring större eller mindre i diameter än ett golfhål?;FIBA (ring 45 cm) + R&A/USGA golfregler (hål 10,8 cm / 4,25 tum);2024
Är en ishockeypuck större eller mindre i diameter än en frisbee?;IIHF (puck 7,62 cm) + WFDF ultimate-frisbee (~27 cm);2024
Är ett cykelhjul större eller mindre i diameter än en skateboard är lång?;Standard 28-tums cykelhjul ~70 cm + vanlig skateboard ~80 cm lång;2024
Är det fler eller färre bowlingkäglor än biljardbollar i ett spel?;Swebowl (10 käglor) + WPA pool (15 objekt + 1 vit = 16 bollar);2024
Är det fler eller färre ringar i den olympiska flaggan än spelare på plan i ett innebandylag?;IOK (5 ringar) + IFF innebandyregler (6 spelare på plan inkl. målvakt);2024
Är det fler eller färre pjäser än rutor på ett schackbräde vid spelets start?;FIDE schackregler (64 rutor, 32 pjäser);2024
Bränner en timmes simning fler eller färre kalorier än en timmes promenad?;Harvard Health (simning lugnt-måttligt ~500 kcal/h, promenad måttlig ~300 kcal/h, ~70 kg person);2024
Bränner en timmes löpning fler eller färre kalorier än en timmes yoga?;Harvard Health energiåtgång (löpning ~700 kcal/h, yoga ~180 kcal/h, medelperson);2024
Bränner en timmes styrketräning fler eller färre kalorier än en timmes dans?;Harvard Health (styrketräning måttlig ~220 kcal/h, dans allmän ~330 kcal/h, ~70 kg person);2024
Är ett fotbollsmål bredare eller smalare än ett handbollsmål?;IFAB fotbollsregler (mål 7,32 m brett) + IHF handbollsregler (mål 3 m brett);2024
Är ett handbollsmål högre eller lägre än ett fotbollsmål?;IFAB fotbollsregler (mål 2,44 m högt) + IHF handbollsregler (mål 2 m högt);2024
Är en golfbana längre eller kortare än ett 400-meterslopp på en löparbana?;Typisk 18-håls golfbana ~6000 m + World Athletics löparbana 400 m;2024
Tar fler eller färre åskådare plats på fotbollsarenan Camp Nou än i Globen?;FC Barcelona (Camp Nou historisk kapacitet ~99 354) + Avicii Arena/Globen (~16 000 vid event);2024
Är en bandyboll större eller mindre i diameter än en basketboll?;FIBA (basketboll storlek 7 ~24 cm) + Svenska Bandyförbundet (bandyboll ~6 cm);2024
