fråga;källa;år
Väger en rugbyboll mer eller mindre än en fotboll?;Wikipedia rugbyboll (410-460 g) / Fifa fotbollsregler (410-450 g);2025
Är en fotbolls omkrets större eller mindre än en handbolls omkrets?;Fifa fotbollsregel (omkrets 68-70 cm) / IHF handboll strl 3 (58-60 cm);2025
Är ett maratonlopp längre eller kortare än ett halvmaraton?;World Athletics (maraton 42,195 km, halvmaraton 21,0975 km);2025
Väger en volleyboll mer eller mindre än en handboll?;FIVB volleyboll (260-280 g) / IHF handboll strl 3 (425-475 g);2025
Är en volleybollplan längre eller kortare än en badmintonbana?;FIVB plan 18 m / BWF dubbelbana 13,4 m;2025
Är en biljardboll större eller mindre i diameter än en squashboll?;WPA pool (57,15 mm) / WSF squashboll (40 mm);2025
Är en tävlingsbassäng bredare eller längre, alltså är bredden mer eller mindre än längden?;World Aquatics (OS-bassäng 50 x 25 m);2025
Sitter en basketkorg högre eller lägre än en dartavlas mitt?;FIBA korg 3,05 m / WDF dartavla mitt 1,73 m;2025
Är en ishockeyrink längre eller kortare än en fotbollsplan?;IIHF rink 60 m / Fifa fotbollsplan ca 105 m;2025
Väger en boulekula mer eller mindre än en biljardboll?;FIPJP petanquekula (650-800 g) / WPA poolboll (170 g);2025
Är ett halvmaraton längre eller kortare än ett tiokilometerslopp?;World Athletics (halvmaraton 21,0975 km; 10 km-lopp 10 km);2025
Är en basketplan längre eller kortare än en boxningsring är bred?;FIBA basketplan 28 m + AIBA/boxningsring ~6,1 m sida;2025
Är ett basebollträ längre eller kortare än en stafettpinne?;MLB slagträ max 42 tum (ca 84 cm) / World Athletics stafettpinne 28-30 cm;2025
Är en etapp i Tour de France längre eller kortare än ett maratonlopp?;ASO Tour de France (etapper ca 150-230 km, snitt ca 200 km);2024
Är ett tennisnät högre eller lägre än ett bordtennisnät?;ITF nät vid stolpe 91,4 cm / ITTF bordtennisnät 15,25 cm;2025
Är ett varv på en galoppbana längre eller kortare än ett varv på en löparbana?;Svensk Galopp (varv ca 2000-2400 m) / World Athletics löparbana 400 m;2025
Är en stavhoppsstav längre eller kortare än ett par längdskidor?;World Athletics (stavhoppsstav ca 4,9-5,2 m) / FIS längdskidor ca 2 m;2025
Är en surfingbräda längre eller kortare än en snowboard?;Longboard-surfbräda ~2,7 m + vuxensnowboard ~1,5 m (145-165 cm-spann, evo);2025
Sitter en basketkorg högre eller lägre än ett bordtennisbord är högt?;FIBA korg 3,05 m / ITTF bord 76 cm;2025
Väger en boxningssäck mer eller mindre än en boxningshandske?;Branschstandard tung säck ca 30 kg / AIBA tävlingshandske ca 280 g (10 oz);2025
Är en bobsleighbana längre eller kortare än ett hundrameterslopp?;IBSF bana ca 1300-1700 m / World Athletics 100 m;2025
Flyger ett spjut i ett långt kast längre eller kortare än en kula i kulstötning?;World Athletics världsrekord (spjut 98,48 m, kula 23,37 m);2025
Är hela Tour de France-loppet längre eller kortare än ett maratonlopp?;ASO Tour de France totallängd ca 3300-3500 km / maraton 42 km;2024
Är en ishockeyklubba längre eller kortare i diameter än en ishockeypuck?;IIHF klubba max ca 163-190 cm / puck diameter 7,62 cm;2025
Är ett tiotusenmeterslopp längre eller kortare än ett hundrameterslopp?;World Athletics (10 000 m, 100 m);2025
Är Vasaloppet längre eller kortare än ett maratonlopp?;Vasaloppet (90 km) / World Athletics maraton 42,195 km;2025
Flyger en slägga i ett långt kast längre eller kortare än ett höjdhoppsrekord är högt?;World Athletics världsrekord (slägga 86,74 m, höjdhopp 2,45 m);2025
