fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en persika mer eller mindre än en nektarin?;Persika;Nektarin;150;140;gram;Hur många gram skiljer det?
Väger en lime mer eller mindre än en clementin?;Lime;Clementin;70;75;gram;Hur många gram skiljer det?
Väger en aubergine mer eller mindre än en purjolök?;Aubergine;Purjolök;400;250;gram;Hur många gram skiljer det?
Väger en broccolibukett mer eller mindre än ett blomkålshuvud?;Broccolibukett;Blomkålshuvud;300;500;gram;Hur många gram skiljer det?
Väger en hasselnöt mer eller mindre än en valnöt?;Hasselnöt;Valnöt;2;5;gram;Hur många gram skiljer det?
Har en pepparkaka fler eller färre kalorier än ett digestivekex?;Pepparkaka;Digestivekex;35;70;kalorier;Hur många kalorier skiljer det?
Väger en zucchini mer eller mindre än en rödbeta?;Zucchini;Rödbeta;300;130;gram;Hur många gram skiljer det?
Väger en majskolv mer eller mindre än en rädisa?;Majskolv;Rädisa;300;15;gram;Hur många gram skiljer det?
Har en munk fler eller färre kalorier än en skorpa?;Munk;Skorpa;200;50;kalorier;Hur många kalorier skiljer det?
Väger en marshmallow mer eller mindre än en kolabit?;Marshmallow;Kolabit;8;3;gram;Hur många gram skiljer det?
Väger en lakritsrem mer eller mindre än en klubba?;Lakritsrem;Klubba;10;30;gram;Hur många gram skiljer det?
Är en croissant längre eller kortare än en skorpa?;Croissant;Skorpa;18;6;centimeter;Hur många centimeter skiljer det?
Är en majskolv längre eller kortare än en rädisa?;Majskolv;Rädisa;20;3;centimeter;Hur många centimeter skiljer det?
Har ett granatäpple fler eller färre kalorier än en persika?;Granatäpple;Persika;250;60;kalorier;Hur många kalorier skiljer det?
Väger en selleristjälk mer eller mindre än en rödbeta?;Selleristjälk;Rödbeta;40;130;gram;Hur många gram skiljer det?
Väger ett russin mer eller mindre än en dadel?;Russin;Dadel;0,5;8;gram;Hur många gram skiljer det?
Väger ett björnbär mer eller mindre än ett färskt fikon?;Björnbär;Fikon;5;50;gram;Hur många gram skiljer det?
Väger ett blåbär mer eller mindre än ett granatäpple?;Blåbär;Granatäpple;1;300;gram;Hur många gram skiljer det?
Väger en valnöt mer eller mindre än en mandel?;Valnöt;Mandel;5;1;gram;Hur många gram skiljer det?
Väger en vitlöksklyfta mer eller mindre än ett vitkålshuvud?;Vitlöksklyfta;Vitkålshuvud;5;1200;gram;Hur många gram skiljer det?
Väger ett lingon mer eller mindre än en majskolv?;Lingon;Majskolv;0,3;300;gram;Hur många gram skiljer det?
Väger en jordnöt mer eller mindre än ett granatäpple?;Jordnöt;Granatäpple;1;300;gram;Hur många gram skiljer det?
Har en kladdkaka fler eller färre kalorier än ett blåbär?;Kladdkaka;Blåbär;450;1;kalorier;Hur många kalorier skiljer det?
Väger en zucchini mer eller mindre än en persika?;Zucchini;Persika;300;150;gram;Hur många gram skiljer det?
