fråga;källa;år
Är en penna längre eller kortare än en sked?;Standardmått skrivpenna ~15 cm / matsked ~19 cm (allmän produktdata);2026
Är en gaffel längre eller kortare än en kniv?;Standardmått bordsbestick (IKEA/produktdata);2026
Är en säng längre eller kortare än en penna?;Standardsäng 200 cm / penna ~15 cm (allmän produktdata);2026
Är en soffa längre eller kortare än ett suddgummi?;Standard 3-sitssoffa ~200 cm / suddgummi ~4 cm (allmän produktdata);2026
Väger en dammsugare mer eller mindre än en hårborste?;Dammsugare ~6 kg / hårborste ~80 g (produktdata);2026
Är ett paraply längre eller kortare än en linjal?;Standardparaply ~90 cm / skollinjal 30 cm (produktdata);2026
Väger en hammare mer eller mindre än en spik?;Snickarhammare ~500 g / spik ~5 g (verktygsdata);2026
Väger en kudde mer eller mindre än en madrass?;Huvudkudde ~0,8 kg / 90x200 madrass ~15 kg (produktdata);2026
Väger en tvål mer eller mindre än en schampoflaska?;Tvålbit ~100 g / schampoflaska 400 ml (produktdata);2026
Väger en mugg mer eller mindre än en hink?;Keramikmugg ~300 g / 10-liters plasthink ~1,2 kg (produktdata);2026
Är en kam längre eller kortare än en handduk?;Hårkam ~18 cm / badhandduk ~100 cm (produktdata);2026
Är ett bord längre eller kortare än en fjärrkontroll?;Matbord ~120 cm / tv-fjärr ~18 cm (produktdata);2026
Väger en laptop mer eller mindre än en surfplatta?;Bärbar dator ~1,5 kg / surfplatta ~0,5 kg (produktdata);2026
Väger ett par hörlurar mer eller mindre än en ryggsäck?;Over-ear-hörlurar ~250 g / ryggsäck ~0,8 kg (produktdata);2026
Väger en skolväska mer eller mindre än en pennvässare?;Skolväska ~1,2 kg / pennvässare ~20 g (produktdata);2026
Väger en vattenkokare mer eller mindre än en brödrost?;Vattenkokare ~1 kg / brödrost ~1,5 kg (produktdata);2026
Väger ett glas mer eller mindre än en kastrull?;Dricksglas ~200 g / kastrull ~0,9 kg (produktdata);2026
Är en fåtölj högre eller lägre än en pall?;Fåtölj ~90 cm / pall ~45 cm (möbeldata);2026
Är en bokhylla högre eller lägre än en spegel?;Bokhylla ~200 cm / väggspegel ~120 cm (möbeldata);2026
Är en matta längre eller kortare än en gardin?;Matta ~200 cm / gardin ~280 cm (textildata);2026
Är en blomkruka högre eller lägre än en mugg?;Blomkruka ~25 cm / mugg ~12 cm (produktdata);2026
Är en pulka längre eller kortare än en kälke?;Pulka ~90 cm / kälke ~100 cm (produktdata);2026
Väger ett par skridskor mer eller mindre än en spik?;Skridskor ~800 g / spik ~5 g (produktdata);2026
Är en linjal längre eller kortare än en kvast?;Skollinjal 30 cm / kvast ~130 cm (produktdata);2026
Väger en väggklocka mer eller mindre än ett armbandsur?;Väggklocka ~800 g / armbandsur ~50 g (produktdata);2026
Väger en nyckel mer eller mindre än en plånbok?;Nyckel ~15 g / fylld plånbok ~150 g (produktdata);2026
