fråga;källa;år
Väger en nallebjörn mer eller mindre än en docka?;Typiska leksaksvikter, återförsäljarspecar (nallebjörn ~250 g, docka ~400 g);2024
Väger en tegelsten mer eller mindre än en tvål?;Standardtegelsten ~2-2,5 kg; tvål 90-100 g;2024
Väger en hammare mer eller mindre än en skruvmejsel?;Snickarhammare ~450-600 g; skruvmejsel ~60-90 g;2024
Är en barnvagn längre eller kortare än en sparkcykel?;Tillverkarmått barnvagn ~100 cm; sparkcykel styrhöjd ~90 cm;2024
Väger en stövel mer eller mindre än en sandal?;Skotillverkares vikter (stövel ~600 g, sandal ~200 g);2024
Är en kökskniv längre eller kortare än en brödkniv?;Knivtillverkares längdspec (kockkniv ~20 cm, brödkniv ~25 cm);2024
Väger en grilltång mer eller mindre än en sopskyffel?;Husgerådsvikter återförsäljare (grilltång ~200 g, sopskyffel ~250 g);2024
Är ett badlakan längre eller kortare än en kökshandduk?;Textilmått (badlakan ~140 cm, kökshandduk ~50 cm);2024
Väger en stekspade mer eller mindre än en grytlapp?;Köksredskapsvikter (stekspade ~90 g, grytlapp ~25 g);2024
Är en blomvas högre eller lägre än en blompinne är lång?;Trädgårds- och inredningsmått (blompinne ~40 cm, vas ~25 cm);2024
Väger en yllemössa mer eller mindre än ett par tumvantar?;Klädvikter återförsäljare (yllemössa ~80 g, tumvantar par ~60 g);2024
Är en saltströare högre eller lägre än en pepparkvarn?;Husgerådsmått (saltströare ~9 cm, pepparkvarn ~18 cm);2024
Väger en kaffebryggare mer eller mindre än en vattenkokare?;Vitvaruspecar (kaffebryggare ~2,2 kg, vattenkokare ~1 kg);2024
Är en sopborste längre eller kortare än en mopp?;Städredskapsmått (sopborste handtag ~30 cm, mopp ~130 cm);2024
Väger en bowlingboll mer eller mindre än en kägla?;Bowlingstandard (klot ~6 kg, kägla ~1,5 kg);2024
Är ett dricksglas högre eller lägre än en termosmugg?;Husgerådsmått (dricksglas ~12 cm, termosmugg ~18 cm);2024
Väger en skottkärra mer eller mindre än en hink?;Trädgårdsredskapsvikter (tom stålskottkärra ~15-23 kg, satt till 18 kg; hink ~1,2 kg);2024
Är ett tangentbord längre eller kortare än en datormus?;Tillverkarspecar (fullt tangentbord ~44 cm, mus ~11 cm);2024
Väger en kudde mer eller mindre än en yogamatta?;Sport- och sängvikter (yogamatta ~1,2 kg, kudde ~0,8 kg);2024
Är ett örngott längre eller kortare än ett påslakan?;Sängtextilmått (örngott ~65 cm, påslakan ~210 cm);2024
Väger en konservburk mer eller mindre än en saftflaska?;Förpackningsvikter (konservburk ~400 g, saftflaska 1 l ~1000 g);2024
Är en gummistövel längre eller kortare än en innetoffla?;Skomått (gummistövel ~30 cm, innetoffla ~26 cm);2024
Väger en målarpensel mer eller mindre än en färgburk?;Måleriprodukter (pensel ~50 g, färgburk ~1,5 kg);2024
Är en strykbräda längre eller kortare än ett strykjärn?;Husgerådsmått (strykbräda ~120 cm, strykjärn ~28 cm);2024
Väger en flyttkartong mer eller mindre än en plastback?;Förvaringsvikter (fylld plastback ~1,5 kg, tom flyttkartong ~0,9 kg);2024
Väger en sockerskål mer eller mindre än en tekanna?;Husgerådsvikter (tekanna ~600 g, sockerskål ~200 g);2024
