fråga;källa;år
Har en vuxen fler eller färre tänder än ett barn med bara mjölktänder?;1177 Vårdguiden — tänder hos barn och vuxna;2024
Slår en vuxens hjärta fler eller färre slag per minut än ett spädbarns?;1177 Vårdguiden — normal puls barn/vuxen;2024
Har en vuxen fler eller färre ben i skelettet än ett nyfött barn?;Karolinska/allmän anatomi — skelettet (ca 300 vid födseln, 206 som vuxen);2024
Väger hjärnan mer eller mindre än hjärtat hos en vuxen människa?;https://pubmed.ncbi.nlm.nih.gov/22182983/ (hjärta ~300 g, hjärna ~1300-1400 g);2012
Är ett sexårigt barn längre eller kortare än en vuxen?;Tillväxtkurva pojkar/flickor 6 år ~115 cm; vuxen ~175 cm;2024
Är en giraffs hals längre eller kortare än en människas hals?;Giraffe Conservation Foundation — halslängd ~2 m;2023
Väger ett nyfött barn mer eller mindre än ett femårigt barn?;1177/WHO tillväxtkurva — nyfödd ~3,5 kg, 5 år ~18 kg;2024
Är det minsta benet i örat längre eller kortare än lårbenet?;Anatomisk standard — stigbygeln ~3 mm, lårben ~45 cm;2024
Har vi fler eller färre hårstrån på huvudet än ögonfransar?;Allmän dermatologi — ~100 000 hårstrån, ~150-250 ögonfransar;2024
Har en människa fler eller färre ögon än tår?;Allmän anatomi;2024
Är en människas arm längre eller kortare än en elefants snabel?;WWF/elefantfakta — snabel ~2 m;2023
Slår hjärtat fler eller färre slag per minut när man springer än när man vilar?;1177 Vårdguiden — vilopuls ~60-70, puls vid löpning ~180;2024
Är en vuxen man längre eller kortare än en vuxen kvinna?;SCB — medellängd man ~180 cm, kvinna ~167 cm;2024
Är en människas kroppstemperatur högre eller lägre än en hunds?;AniCura/veterinärfakta — hund 38-39 °C, människa 37 °C;2024
Väger en människas hjärta mer eller mindre än en blåvals hjärta?;National Geographic — blåvalshjärta ~180 kg, människohjärta ~0,3 kg;2015
Väger en giraffs hjärta mer eller mindre än en människas hjärta?;National Geographic — giraffhjärta ~11 kg;2016
Är handen längre eller kortare än en vuxens fot?;Allmän antropometri — fot ~26 cm, hand ~19 cm;2024
Är tungan längre eller kortare än näsan?;Allmän anatomi — tunga ~10 cm, näsa ~5 cm;2024
Är en människas öra större eller mindre på längden än en elefants öra?;WWF — afrikansk elefant öra ~1,5-2 m;2023
Väger ett ettårigt barn mer eller mindre än ett nyfött barn?;1177/WHO tillväxtkurva — nyfödd ~3,5 kg, 1 år ~10 kg;2024
Blev den äldsta guldfisken någonsin äldre eller yngre än den äldsta människan någonsin?;Guinness World Records — äldsta människa Jeanne Calment 122 år, äldsta guldfisk Tish 43 år;2024
Har vi fler eller färre fingrar än revben?;Allmän anatomi — 24 revben (12 par), 10 fingrar;2024
Har en hund fler eller färre tänder än en vuxen människa?;AniCura — hund 42 tänder, människa 32;2024
Slår en människas hjärta fler eller färre slag per minut än en kolibris?;Allmän zoologi — kolibri ~1200 slag/min, människa ~70;2023
Är en vuxen längre eller kortare än ett nyfött barn?;1177 — vuxen ~1,8 m, nyfödd ~0,5 m;2024
Väger en vuxen människa mer eller mindre än ett femårigt barn?;1177/WHO — vuxen ~75 kg, 5 år ~18 kg;2024
