fråga;källa;år
Väger en tesked mer eller mindre än en matsked?;"Tesked ~5 g, matsked ~15 g (måttsked, koket.se/godare.se)";2024
Väger en strumpa mer eller mindre än en gummistövel?;"Bomullsstrumpa ~50 g; gummistövel (vuxen, ett par ~1,4 kg → en ~700 g) tillverkarspec";2024
Väger en mössa mer eller mindre än en ryggsäck?;"Stickad mössa ~100-150 g; tom ryggsäck ~400-500 g (tillverkarspec)";2024
Väger en pappersservett mer eller mindre än en kökshandduk?;"Pappersservett ~2-4 g; bomullskökshandduk ~60-80 g (tillverkarspec)";2024
Väger ett sugrör mer eller mindre än ett dricksglas?;"Plastsugrör ~0,5-1 g; dricksglas ~200 g (tillverkarspec)";2024
Väger en vinkork mer eller mindre än en tom vinflaska?;"Naturkork ~3-6 g; tom standardvinflaska 0,75 l ~400-450 g (ledomduvin.com)";2024
Väger en nalle mer eller mindre än en soffkudde?;"Mjukisnalle ~150-250 g; soffkudde ~700-900 g (tillverkarspec)";2024
Väger en t-shirt mer eller mindre än en morgonrock?;"Bomulls-t-shirt ~130-170 g; frottémorgonrock ~600-800 g (tillverkarspec)";2024
Väger en pannlampa mer eller mindre än en cykelhjälm?;"Pannlampa ~70-90 g; cykelhjälm vuxen ~280-320 g (tillverkarspec)";2024
Väger en knappnål mer eller mindre än en hammare?;"Knappnål ~0,5-1 g; snickarhammare ~400-500 g (tillverkarspec)";2024
Väger en vante mer eller mindre än en gymnastiksko?;"Stickad vante ~50-70 g; gymnastiksko vuxen ~300-400 g (tillverkarspec)";2024
Är en äggkopp högre eller lägre än en saftkanna?;"Äggkopp ~5 cm; saftkanna/tillbringare ~20-24 cm (tillverkarspec)";2024
Är ett snöre längre eller kortare än en trädgårdsslang?;"Pakettrådssnöre ~4 m; trädgårdsslang ~15 m (tillverkarspec)";2024
Väger en tesked mer eller mindre än en dessertsked?;"Tesked ~5 g; dessertsked ~10 g (måttsked, koket.se)";2024
Är en kaffemugg högre eller lägre än ett ölglas?;"Kaffemugg ~9-10 cm; ölglas/sejdel ~15-17 cm (tillverkarspec)";2024
Är en bordskniv längre eller kortare än en brödkniv?;"Bordskniv totallängd ~21-23 cm; brödkniv totallängd ~32-35 cm (blad 20-26 cm, kulinagroup.se/vassaknivar.se)";2024
Är en diskborste längre eller kortare än en toalettborste?;"Diskborste ~28 cm; toalettborste med skaft ~38-42 cm (tillverkarspec)";2024
Väger en sportbag mer eller mindre än en necessär?;"Sportbag/duffel tom ~800-1000 g; necessär ~250-350 g (tillverkarspec)";2024
Är ett handfat längre eller kortare än ett badkar?;"Handfat bredd ~50-60 cm; badkar längd vanligast 170 cm (totalbyggarna.se/langenfeld.se)";2024
Väger ett vinglas mer eller mindre än en tallrik?;"Vinglas ~150-200 g; porslinstallrik ~250-300 g (tillverkarspec)";2024
Är en grytlapp längre eller kortare än en grillvante?;"Grytlapp ~18 cm; grillvante/grillhandske ~32-35 cm (tillverkarspec)";2024
Väger en grilltång mer eller mindre än ett suddgummi?;"Grilltång ~150-200 g; suddgummi ~3-5 g (tillverkarspec)";2024
Väger en cykelhjälm mer eller mindre än ett sugrör?;"Cykelhjälm vuxen ~300 g; plastsugrör ~0,5-1 g (tillverkarspec)";2024
Är en trädgårdsslang längre eller kortare än en bordskniv?;"Trädgårdsslang ~15 m; bordskniv ~22 cm (tillverkarspec)";2024
Väger en vinterjacka mer eller mindre än en knappnål?;"Vinterjacka ~800-1000 g; knappnål ~0,5-1 g (tillverkarspec)";2024
Väger ett badkar mer eller mindre än ett handfat?;"Tomt gjutet/akryl-badkar ~35-45 kg; keramiskt handfat ~10-14 kg (tillverkarspec)";2024
Är en saftkanna högre eller lägre än en kaffemugg?;"Saftkanna/tillbringare ~20-24 cm; kaffemugg ~9-10 cm (tillverkarspec)";2024
