fråga;källa;år
Är ett vanligt ärtstort hagel större eller mindre än det största hagel som uppmätts?;NOAA / NWS – largest US hailstone (Vivian, South Dakota, 20,3 cm diameter / 8 tum);2010
Når den längsta blixt som uppmätts längre eller kortare än en vanlig blixt på himlen?;WMO / NOAA megaflash record 768 km (29 april 2020);2020
Faller det mer eller mindre snö vid ett vanligt snöfall på en dag än ett rekorddygn?;NOAA – 24h snöfallsrekord Silver Lake, Colorado (192 cm);1921
Är det varmare eller kallare en het svensk sommardag än på den hetaste plats som uppmätts på jorden?;WMO – Death Valley 56,7 °C (Furnace Creek);1913
Når ett högt åskmoln högre eller lägre upp i luften än ett vanligt vackerväders-moln?;SMHI / NOAA – cumulonimbus topphöjd ~12 km vs cumulus ~3,5 km;2024
"Blåser det mer eller mindre i en kraftig tromb än i en frisk vind?";"NOAA – tornado/tromb vindstyrka; SMHI Beaufortskalan frisk vind";2024
Är ett vanligt regnhagel större eller mindre än ett knytnävsstort hagel?;NOAA – hagelstorleksskala (knytnäve ~9 cm);2024
Blåser det mer eller mindre i en tornado än i en orkan?;NOAA – EF5-tornado ~480 km/h vs orkan kategori (Saffir–Simpson);2024
Lyser solen fler eller färre timmar om året i regniga Tromsö än i soliga Aten?;Klimatnormaler – Aten ~2770 h, Tromsö ~1200 h soltimmar;2024
Faller det mer eller mindre regn på ett år i världens regnigaste by än i världens torraste öken?;WMO – Mawsynram/Cherrapunji ~11800 mm vs Atacama nära 0 mm;2024
Är det varmare eller kallare en kvav sommardag i Aten än en het sommardag i Rom?;Hellenic National Meteorological Service / Servizio Meteorologico – sommartemperaturer;2024
Blåser det mer eller mindre i en lätt bris än i en frisk bris?;SMHI – Beaufortskalan (lätt bris ~15 km/h, frisk bris ~30 km/h);2024
Är temperaturen i en blixt högre eller lägre än temperaturen på en het sommardag?;NOAA – blixtens kanal ~30000 °C;2024
Faller det mer eller mindre regn under ett kraftigt åskskur på en timme än under ett lätt duggregn på en timme?;SMHI – nederbördsintensitet, regnklasser;2024
Är luften varmare eller kallare en frostig vintermorgon i Sverige än en mild vinterdag i Spanien?;SMHI / AEMET – vintertemperaturer;2024
Ser man längre eller kortare en klar solig dag än i ett lätt dis?;SMHI – siktförhållanden (klar sikt vs dis);2024
Är snödjupet en vanlig vinter i Spanien större eller mindre än i norra Norge?;SMHI / Meteorologisk institutt (Norge) / AEMET – snödjup;2024
Blåser det mer eller mindre i en lätt bris än i en frisk kuling?;SMHI – vindskala/Beaufort (kuling Beaufort 8 ~62-74 km/h, lätt bris ~15 km/h);2024
Lyser solen fler eller färre timmar en sommardag i norra Sverige än en vinterdag i norra Sverige?;SMHI – dagslängd Kiruna/norra Sverige (midnattssol vs polarnatt);2024
Är det varmare eller kallare en kylig svensk höstdag än en het ökendag?;SMHI – öken vs svensk höst dagstemperatur;2024
Faller det mer eller mindre regn på ett år i en svensk stad än i en regnskog?;WMO / SMHI – tropisk regnskog ~3500 mm vs svensk stad ~600 mm;2024
Är ett vanligt regnmoln tyngre eller lättare i mängd vatten än ett litet sommarmoln?;USGS – vattenmängd i cumulus vs litet moln;2024
Blåser det mer eller mindre i en svag vind än i en måttlig vind?;SMHI – vindskala (svag vind Beaufort 1-2 ~1-11 km/h, måttlig vind ~12-28 km/h);2024
Åskar det fler eller färre dagar om året i åskrika Centralafrika än i soliga Florida?;NASA / WMO – åskdagar Kampala-regionen ~240 vs Florida ~90;2024
Är det varmare eller kallare en kall vinterdag i fjällen än i ögat på en orkan?;NOAA / SMHI – orkanöga lugn/temperatur vs fjällvinter;2024
Faller det mer eller mindre regn under en hel vanlig regnig dag än under ett skyfall på en timme?;SMHI – nederbördsintensitet (skyfall ≥50 mm/h);2024
Är en vanlig snöflinga större eller mindre i mängd än ett helt snötäcke i en trädgård?;SMHI – snöflingor per snötäcke (uppskattning);2024
