fråga;källa;år
Väger en vattenmelon mer eller mindre än en apelsin?;Livsmedelsverket/Receptfavoriter medelvikt frukt (liten vattenmelon ~3 kg, apelsin ~175 g);2024
Väger en vindruva mer eller mindre än en jordgubbe?;USDA/Livsmedelsverket medelvikt bär (jordgubbe ~12 g, vindruva ~6 g);2024
Väger en ananas mer eller mindre än en citron?;Weigh School/USDA medelvikt frukt (ananas ~900-1100 g, citron ~100 g);2024
Väger en morot mer eller mindre än en gurka?;Livsmedelsverket medelvikt grönsaker (morot ~60 g, gurka ~300 g);2024
Har en banan fler eller färre kalorier än ett äpple?;USDA FoodData Central / Livsmedelsverket (banan ~105 kcal, äpple ~80-95 kcal);2024
Har en glasspinne fler eller färre kalorier än en Kexchoklad?;Tillverkardeklaration (gräddglasspinne ~120 kcal, Cloetta Kexchoklad 60 g ~300 kcal);2024
Har en hamburgare fler eller färre kalorier än en korv med bröd?;Kalorier.se/Sibylla näringstabell (hamburgare ~250 kcal, grillad korv med bröd ~295 kcal);2024
Har ett Mariekex fler eller färre kalorier än en kanelbulle?;Tillverkardeklaration (Marie-kex ~30 kcal/st, kanelbulle ~223-240 kcal);2024
Har en morot fler eller färre kalorier än en avokado?;Livsmedelsverket/Matkalkylen (morot ~25 kcal, avokado ~240 kcal);2024
Är en sockerkaka högre eller lägre än en muffins?;Konditorinorm (sockerkaka ~7 cm hög, muffins ~5 cm);2024
Är en baguette längre eller kortare än en grillkorv?;Wikipedia baguette (standard ~55-65 cm) / grillkorv ~20 cm;2024
Är ett knäckebröd bredare eller smalare än en kanelbulle?;Wasa runt knäckebröd (~24-30 cm diameter), kanelbulle ~8 cm;2024
Väger en kokosnöt mer eller mindre än en citron?;USDA medelvikt (kokosnöt ~1,4 kg, citron ~100 g);2024
Väger en lök mer eller mindre än en potatis?;Livsmedelsverket/onions-potatoes.com (potatis ~150 g, lök ~110 g);2024
Väger en brödlimpa mer eller mindre än en frukostfralla?;Bagerinorm (formfranska/limpa ~800 g, fralla ~60 g);2024
Väger en champinjon mer eller mindre än en tomat?;Weigh School/Livsmedelsverket (tomat ~120 g, champinjon ~18 g);2024
Väger ett plommon mer eller mindre än ett päron?;Weigh School/USDA medelvikt frukt (päron ~170 g, plommon ~55-60 g);2024
Väger en kiwi mer eller mindre än en mango?;Weigh School/USDA medelvikt frukt (mango ~350 g, kiwi ~90 g);2024
Väger ett salladshuvud mer eller mindre än en paprika?;Hannaone/Weigh School (isbergssallad ~400 g, paprika ~120-150 g);2024
Är en pizza i ugnen varmare eller kallare än kokande vatten?;Köksfakta (hemmaugn pizza ~250 °C, kokande vatten 100 °C vid havsnivå);2024
Väger en pumpa mer eller mindre än en kålrot?;Wikipedia/odlarnorm (matpumpa ~3-8 kg, kålrot ~800-1000 g);2024
Väger en smörgåstårta mer eller mindre än en prinsesstårta?;Konditorinorm (smörgåstårta ~2 kg, prinsesstårta ~1,0-1,2 kg);2024
Har en isglass fler eller färre kalorier än en glasstrut?;Tillverkardeklaration (glasstrut ~170-200 kcal, isglass/Piggelin ~50 kcal);2024
Har en chokladkaka fler eller färre kalorier än ett knäckebröd?;Fatsecret/tillverkardeklaration (Marabou 100 g ~550 kcal, 1 knäckebröd ~30 kcal);2024
Väger en honungsmelon mer eller mindre än en grapefrukt?;Hannaone/USDA medelvikt frukt (honungsmelon ~1,8 kg, grapefrukt ~300 g);2024
