fråga;källa;år
Är ett simhoppstorn högre eller lägre än en svikt i simhopp?;World Aquatics simhoppsregler (plattform 10 m, svikt 3 m);2024
Åker en längdskidåkare fortare eller långsammare än en alpin störtloppsåkare?;Typiska toppvärden: längdåkning ~25 km/h + alpint störtlopp ~110 km/h (FIS);2024
Väger ett skidskyttegevär mer eller mindre än en tennisracket?;IBU skidskytteregler (gevär min 3,5 kg, typiskt ~4,5 kg) + ITF tennisracket ~300 g;2024
Är en vilopaus i boxning längre eller kortare än en boxningsrond?;AIBA/proffsboxningsregler (rond 3 min, vilopaus 1 min);2024
Studsar en gymnast på trampolin högre eller lägre upp än ett basketmål sitter?;FIG trampolinhöjd upp till ~8 m + FIBA basketkorg 3,05 m;2024
Väger en fotbollssko mer eller mindre än en bowlingkägla?;Typisk fotbollssko ~200 g + USBC/World Bowling kägla ~1,53 kg;2024
Springer en gepard fortare eller långsammare än en sprinter i 100 meter?;Gepard topp ~110 km/h + Usain Bolt medelfart 100 m ~37 km/h;2024
Är en golfklubba längre eller kortare än en längdskidåkares stav?;Typisk driver ~115 cm + längdskidstav (skate) ~160 cm;2024
Väger en stötkula för herrar mer eller mindre än en bowlingkägla?;World Athletics stötkula herr 7,26 kg + World Bowling kägla ~1,53 kg;2024
Är ett bordtennisbord längre eller kortare än en badmintonbana?;ITTF bord 2,74 m + BWF badmintonbana (dubbel) 13,4 m;2024
Är ett tennisnät bredare eller smalare än ett badmintonnät?;ITF tennisnät 12,8 m brett + BWF badmintonnät 6,1 m brett;2024
Bränner en timmes bowling fler eller färre kalorier än en timmes skidåkning?;Typiska kaloriuppskattningar (bowling ~220 kcal/h + längdskidåkning ~600 kcal/h);2024
Bränner en timmes boxning fler eller färre kalorier än en timmes ridning?;Typiska kaloriuppskattningar (boxning ~800 kcal/h + ridning ~350 kcal/h);2024
Bränner en timmes cykling fler eller färre kalorier än en timmes promenad?;Typiska kaloriuppskattningar (cykling ~500 kcal/h + rask promenad ~300 kcal/h);2024
Är en golfbana varmare eller svalare i luften en sommardag än inne i en ishall?;Typisk sommardag ~22 °C + ishall lufttemperatur ~6 °C;2024
Är isen i en ishockeyrink kallare eller varmare än vattnet i en tävlingsbassäng?;Ishockeyis-yta ca -6 °C (NHL/branschnorm -4 till -7 °C) + World Aquatics bassängvatten 25–28 °C (~27);2024
Är det fler eller färre hål på en full golfbana än rutor på en sida av schackbrädet?;R&A golfbana 18 hål + schackbräde 8 rutor per sida;2024
Är det fler eller färre spelare i ett basketlag på planen än i ett vattenpololag?;FIBA basket 5 på planen + FINA vattenpolo 7 inkl. målvakt;2024
Är det fler eller färre ringar i en olympisk flagga än hål på en golfbana?;IOK olympiska flaggan 5 ringar + R&A golfbana 18 hål;2024
Flyger ett långt spjutkast längre eller kortare än ett långt diskuskast?;Världsrekord spjut herr 98,48 m (Zelezny 1996) + diskus herr 74,08 m (Schult 1986);2024
Är en hoppbacke i backhoppning högre eller lägre än ett tiovåningshus?;FIS stor backe (HS ~120 m fallhöjd) + tiovåningshus ~30 m;2024
Är en löparbana runt en arena längre eller kortare än en simbassäng i OS?;World Athletics löparbana 400 m + World Aquatics OS-bassäng 50 m;2024
Är en cykel i landsvägslopp lättare eller tyngre än en motocrossmotorcykel?;UCI minvikt landsvägscykel 6,8 kg (~7 kg) + typisk motocrossmotorcykel ~100 kg;2024
Är en frisbee i discgolf större eller mindre i diameter än en golfboll?;PDGA discgolffrisbee diameter ~21 cm + USGA golfboll 4,27 cm;2024
Är ett par längdskidor kortare eller längre än en backhoppares skidor?;Typiska längdskidor ~200 cm + FIS hoppskidor upp till ~260 cm;2024
Är en tennisbana kortare eller längre än en handbollsplan?;ITF tennisbana 23,77 m + IHF handbollsplan 40 m;2024
Väger en cykelhjälm mer eller mindre än ett par fotbollsskor?;Typisk cykelhjälm ~300 g + par fotbollsskor ~400 g;2024
