fråga;källa;år
Är floden Nilen längre eller kortare än Amazonasfloden?;https://www.britannica.com/story/how-long-is-the-amazon-river + https://www.guinnessworldrecords.com/world-records/longest-river (vedertagna referensvärden: Nilen 6650, Amazonas 6400);2026
Är Kebnekaise högre eller lägre än Norges högsta berg Galdhøpiggen?;https://sv.wikipedia.org/wiki/Kebnekaise + https://sv.wikipedia.org/wiki/Galdh%C3%B8piggen;2026
Är Mont Blanc högre eller lägre än Mount Everest?;https://sv.wikipedia.org/wiki/Mont_Blanc + https://sv.wikipedia.org/wiki/Mount_Everest;2026
Är berget Fuji i Japan högre eller lägre än Kebnekaise?;https://sv.wikipedia.org/wiki/Fuji + https://sv.wikipedia.org/wiki/Kebnekaise;2026
Är Mälaren större eller mindre än Vättern till ytan?;https://www.smhi.se/kunskapsbanken/hydrologi/de-stora-sjoarna/fakta-om-malaren + https://www.smhi.se/kunskapsbanken/hydrologi/de-stora-sjoarna/fakta-om-vattern (SMHI medelarea);2026
Är Gotland större eller mindre än Öland till ytan?;https://sv.wikipedia.org/wiki/Gotland + https://sv.wikipedia.org/wiki/%C3%96land;2026
Gränsar Brasilien till fler eller färre länder än Ryssland?;https://sv.wikipedia.org/wiki/Brasilien + https://sv.wikipedia.org/wiki/Ryssland;2026
Är Sveriges värmerekord högre eller lägre än värmerekordet i Death Valley i USA?;https://www.smhi.se/kunskapsbanken/meteorologi/svenska-temperaturrekord + https://en.wikipedia.org/wiki/Death_Valley;2026
Är Stilla havet större eller mindre än Atlanten till ytan?;https://sv.wikipedia.org/wiki/Stilla_havet + https://sv.wikipedia.org/wiki/Atlanten;2026
Är Mount Everest högre eller lägre än Kebnekaise?;https://sv.wikipedia.org/wiki/Mount_Everest + https://sv.wikipedia.org/wiki/Kebnekaise;2026
Är Öland större eller mindre än Mallorca till ytan?;https://sv.wikipedia.org/wiki/%C3%96land + https://sv.wikipedia.org/wiki/Mallorca;2026
Är Åreskutan högre eller lägre än Mont Blanc?;https://sv.wikipedia.org/wiki/%C3%85reskutan + https://sv.wikipedia.org/wiki/Mont_Blanc;2026
Är Vättern djupare eller grundare än Östersjön?;https://www.smhi.se/kunskapsbanken/hydrologi/de-stora-sjoarna/fakta-om-vattern (maxdjup 120 m) + https://www.smhi.se/kunskapsbanken/oceanografi/haven-runt-sverige/ostersjons-och-vasterhavets-geografi (Landsortsdjupet 459 m);2026
Är vulkanen Vesuvius högre eller lägre än vulkanen Etna?;https://www.britannica.com/place/Vesuvius (1281 m) + https://en.wikipedia.org/wiki/Mount_Etna (INGV-mätning sept 2024: 3403 m, Voragine-kratern);2024
Är Mälaren större eller mindre än Siljan till ytan?;https://www.smhi.se/kunskapsbanken/hydrologi/de-stora-sjoarna/fakta-om-malaren + https://www.smhi.se/kunskapsbanken/hydrologi/sveriges-sjoar (Siljan 293 km²);2026
Är Östersjön större eller mindre än Medelhavet till ytan?;https://sv.wikipedia.org/wiki/%C3%96stersj%C3%B6n + https://sv.wikipedia.org/wiki/Medelhavet;2026
Gränsar Sverige till fler eller färre länder än Tyskland?;https://sv.wikipedia.org/wiki/Sverige + https://sv.wikipedia.org/wiki/Tyskland;2026
Är Kreta större eller mindre än Öland till ytan?;https://sv.wikipedia.org/wiki/Kreta + https://sv.wikipedia.org/wiki/%C3%96land;2026
Är Grönland större eller mindre än Island till ytan?;https://sv.wikipedia.org/wiki/Gr%C3%B6nland + https://sv.wikipedia.org/wiki/Island;2026
Är Niagarafallen högre eller lägre än Angelfallen i Venezuela?;https://sv.wikipedia.org/wiki/Niagarafallen + https://sv.wikipedia.org/wiki/Angelfallen;2026
Är Sahara större eller mindre än Gobiöknen till ytan?;https://sv.wikipedia.org/wiki/Sahara + https://sv.wikipedia.org/wiki/Gobi%C3%B6knen;2026
Är Bajkalsjön i Ryssland djupare eller grundare än Siljan?;https://sv.wikipedia.org/wiki/Bajkalsj%C3%B6n + https://sv.wikipedia.org/wiki/Siljan;2026
Är Grand Canyon djupare eller grundare än Vättern?;https://en.wikipedia.org/wiki/Grand_Canyon (maxdjup 1857 m) + https://www.smhi.se/kunskapsbanken/hydrologi/de-stora-sjoarna/fakta-om-vattern (maxdjup 120 m);2026
Är Göta älv längre eller kortare än Nilen?;https://gotaalvvvf.org/fakta-om-gota-alv.html (93 km Vänern till havet) + https://www.britannica.com/place/Nile-River (6650 km);2026
Är Madagaskar större eller mindre än Gotland till ytan?;https://sv.wikipedia.org/wiki/Madagaskar + https://sv.wikipedia.org/wiki/Gotland;2026
Är Themsen i London längre eller kortare än Amazonasfloden?;https://sv.wikipedia.org/wiki/Themsen + https://sv.wikipedia.org/wiki/Amazonfloden;2026
