fråga;källa;år
Väger ett lejon mer eller mindre än en katt?;Wikipedia (lejon ~190 kg, tamkatt ~4,5 kg);2024
Väger en get mer eller mindre än en höna?;Wikipedia/SLU (tamget ~60 kg, höna ~2,5 kg);2024
Väger ett marsvin mer eller mindre än en ekorre?;Wikipedia (marsvin ~1 kg, ekorre ~0,3 kg);2024
Väger ett marsvin mer eller mindre än en hamster?;Wikipedia (marsvin ~1 kg, guldhamster ~0,12 kg);2024
Är en vithaj längre eller kortare än en guldfisk?;Wikipedia (vithaj ~6 m, guldfisk ~0,1 m);2024
Är en snok längre eller kortare än en daggmask?;Wikipedia (snok ~1 m, daggmask ~0,15 m);2024
Väger ett bi mer eller mindre än en spindel?;Wikipedia (honungsbi ~0,1 g, korsspindel ~0,5 g);2024
Springer en katt snabbare eller långsammare än en igelkott?;Wikipedia (tamkatt ~48 km/h, igelkott ~8 km/h);2024
Väger ett lejon mer eller mindre än en björn?;Wikipedia (lejon ~190 kg, brunbjörn ~300 kg);2024
Väger en ko mer eller mindre än ett får?;SLU/Wikipedia (mjölkko ~600 kg, tacka ~80 kg);2024
Väger en gris mer eller mindre än ett får?;SLU/Wikipedia (slaktsvin ~110 kg, tacka ~80 kg);2024
Väger en höna mer eller mindre än en tupp?;Wikipedia (höna ~2,5 kg, tupp ~3 kg);2024
Väger en ko mer eller mindre än en häst?;SLU/Wikipedia (mjölkko ~600 kg, ridhäst ~500 kg);2024
Väger en knölval mer eller mindre än en delfin?;Wikipedia (knölval ~30 000 kg, flasknosdelfin ~150 kg);2024
Väger en spindel mer eller mindre än en geting?;Wikipedia (korsspindel ~0,5 g, geting ~0,06 g);2024
Väger en mus mer eller mindre än en kanin?;Wikipedia (husmus ~0,02 kg, tamkanin ~2 kg);2024
Väger en igelkott mer eller mindre än en ekorre?;Wikipedia (igelkott ~1 kg, ekorre ~0,3 kg);2024
Väger en björn mer eller mindre än en varg?;Wikipedia (brunbjörn ~300 kg, varg ~45 kg);2024
Är en vithaj längre eller kortare än en snok?;Wikipedia (vithaj ~6 m, snok ~1 m);2024
Är en häst högre eller lägre än en get?;Wikipedia (häst mankhöjd ~1,6 m, get ~0,9 m);2024
Är en påfågel längre eller kortare än en tupp?;Wikipedia (påfågel kropp+stjärt ~1,1 m, tupp ~0,7 m);2024
Väger en räv mer eller mindre än en kanin?;Wikipedia/Animalia.bio (rödräv ~6 kg snitt, tamkanin ~2 kg);2024
Väger ett bi mer eller mindre än en mygga?;Wikipedia (honungsbi ~0,1 g, mygga ~0,0025 g);2024
Är en daggmask längre eller kortare än en snigel?;Wikipedia (daggmask ~0,15 m, vinbergssnigel ~0,07 m);2024
Är en papegoja längre eller kortare än en undulat?;Wikipedia (grå jako ~0,35 m, undulat ~0,18 m);2024
Väger en höna mer eller mindre än en kyckling?;Wikipedia (höna ~2,5 kg, daggammal kyckling ~0,05 kg);2024
Väger ett får mer eller mindre än en katt?;SLU/Wikipedia (tacka ~80 kg, tamkatt ~4,5 kg);2024
