fråga;källa;år
Blåser det mer eller mindre vid frisk vind än vid hård vind?;SMHI Beauforts vindskala (frisk vind 29-49 km/h, hård vind 50-88 km/h);2024
Är det varmare eller kallare en frostig höstmorgon än en mild höstdag?;SMHI temperaturnormaler;2024
Är en vanlig istapp längre eller kortare än en riktigt stor istapp på ett hustak?;Allmän väderkunskap istappar;2024
Blåser det mer eller mindre i en frisk vind än i en kraftig storm?;SMHI Beauforts vindskala;2024
Faller det mer eller mindre regn i ett kraftigt skyfall på en timme än vid ett måttligt regn?;SMHI definition skyfall (50 mm/h);2024
Är ett vanligt snödjup på vintern större eller mindre än det djupaste snödjup som uppmätts?;Tamarack, Kalifornien 1911 (451 tum = 1146 cm), USA-rekord;1911
Ligger ett tunt slöjmoln högre eller lägre upp i luften än ett vanligt regnmoln?;WMO molnatlas cirrus/nimbostratus (cirrus 5-13 km tempererat);2024
Är ett vanligt hagelkorn tyngre eller lättare än det tyngsta hagelkorn som vägts?;Guinness/WMO tyngsta hagelkorn (Gopalganj, Bangladesh 1986, ca 1,0 kg);1986
Är det varmare eller kallare en het sommardag än en sval kväll?;SMHI temperaturnormaler;2024
Är det varmare eller kallare på den varmaste plats som uppmätts på jorden än en het bastu?;WMO högsta uppmätta lufttemperatur (Death Valley 10 juli 1913, 56,7 °C);1913
Lyser solen fler eller färre timmar en kort vinterdag än en lång sommardag?;SMHI dagslängd Sverige;2024
Är det varmare eller kallare i ett varmt sommarregn än i ett kallt höstregn?;SMHI temperaturnormaler;2024
Är det varmare eller kallare på solens yta än inuti en blixt?;"NASA solens fotosfär (5500 °C); NOAA/Met Office blixttemperatur (30000 °C)";2024
Blåser det mer eller mindre i en kraftig tromb än i en frisk kuling?;SMHI tromb/Beauforts vindskala;2024
Når ett lågt stackmoln högre eller lägre upp i luften än ett högt åskmoln?;WMO molnatlas cumulus/cumulonimbus;2024
Faller det mer eller mindre snö i en kraftig snöstorm på ett dygn än vid ett vanligt snöfall?;SMHI nederbördsstatistik snö;2024
Är det varmare eller kallare en kylig regnig dag än en varm soldag?;SMHI temperaturnormaler;2024
Pågår den längsta regnperiod som uppmätts fler eller färre dagar i sträck än en vanlig regnig vecka?;Maunawili Ranch, Oahu Hawaii 1939-40 (331 dygn i rad), WRCC;1940
Ser man längre eller kortare en klar dag än i tjock dimma?;SMHI definition dimma (sikt under 1 km);2024
Slår blixten ner fler eller färre gånger på jorden på en dag än på en hel timme?;NASA/UCAR uppskattning ca 8 miljoner blixtnedslag per dygn (~333 000/timme);2024
Är det varmare eller kallare på en het ökendag än under en mild svensk sommardag?;"Britannica Sahara dagstemperatur (40-50 °C); SMHI sommartemperatur";2024
Blåser det mer eller mindre i en kraftig storm än i den starkaste vindby som uppmätts på jorden?;WMO högsta uppmätta vindby (Barrow Island, Australien 10 april 1996, 408 km/h);1996
Är en vanlig snöflinga bredare eller smalare än den största snöflinga som uppmätts?;Guinness största snöflinga (Fort Keogh, Montana 1887, 38 cm);1887
