fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en gorilla mer eller mindre än en schimpans?;Gorilla;Schimpans;170;50;kilo;Hur många kilo skiljer det?
Väger ett sjölejon mer eller mindre än en utter?;Sjölejon;Utter;300;25;kilo;Hur många kilo skiljer det?
Väger en kaskelot mer eller mindre än en narval?;Kaskelot;Narval;40000;1600;kilo;Hur många kilo skiljer det?
Väger en grävling mer eller mindre än en hare?;Grävling;Hare;12;4;kilo;Hur många kilo skiljer det?
Väger en orangutang mer eller mindre än en surikat?;Orangutang;Surikat;75;0,8;kilo;Hur många kilo skiljer det?
Väger en järv mer eller mindre än en tvättbjörn?;Järv;Tvättbjörn;16;6;kilo;Hur många kilo skiljer det?
Är en kaskelot längre eller kortare än en narval?;Kaskelot;Narval;16;5;meter;Hur många meter skiljer det?
Springer en jaguar snabbare eller långsammare än en sengångare?;Jaguar;Sengångare;80;0,24;km/h;Hur många km/h skiljer det?
Lever en kaskelot längre eller kortare än en lax?;Kaskelot;Lax;70;8;år;Hur många år skiljer det?
Lever ett sjölejon längre eller kortare än en hare?;Sjölejon;Hare;20;5;år;Hur många år skiljer det?
Är en myrslok längre eller kortare än en surikat?;Myrslok;Surikat;2;0,25;meter;Hur många meter skiljer det?
Springer en hare snabbare eller långsammare än en grävling?;Hare;Grävling;70;25;km/h;Hur många km/h skiljer det?
Väger en leopard mer eller mindre än en jaguar?;Leopard;Jaguar;60;90;kilo;Hur många kilo skiljer det?
Väger ett rådjur mer eller mindre än en ren?;Rådjur;Ren;25;120;kilo;Hur många kilo skiljer det?
Väger en tvättbjörn mer eller mindre än ett piggsvin?;Tvättbjörn;Piggsvin;8;12;kilo;Hur många kilo skiljer det?
Lever en svan längre eller kortare än en trana?;Svan;Trana;20;30;år;Hur många år skiljer det?
Är en stork längre eller kortare än en trana?;Stork;Trana;1;1,2;meter;Hur många meter skiljer det?
Är en kalkon längre eller kortare än en trana?;Kalkon;Trana;0,9;1,3;meter;Hur många meter skiljer det?
Lever en schimpans längre eller kortare än en gorilla?;Schimpans;Gorilla;30;40;år;Hur många år skiljer det?
Är en lax längre eller kortare än en gädda?;Lax;Gädda;1;1,2;meter;Hur många meter skiljer det?
Väger en räka mer eller mindre än en krabba?;Räka;Krabba;0,03;0,5;kilo;Hur många kilo skiljer det?
Väger en geting mer eller mindre än en humla?;Geting;Humla;0,06;0,2;gram;Hur många gram skiljer det?
Har en nyckelpiga fler eller färre ben än en krabba?;Nyckelpiga;Krabba;6;10;antal;Hur många ben skiljer det?
Lever en puma längre eller kortare än en kaskelot?;Puma;Kaskelot;13;70;år;Hur många år skiljer det?
