fråga;källa;år
Har ett piano fler eller färre tangenter än orgeln i Stockholms stadshus har pipor?;https://sv.wikipedia.org/wiki/Bl%C3%A5_hallen (Stadshusorgeln 10 271 pipor, 135 stämmor) + https://sv.wikipedia.org/wiki/Piano (88 tangenter);2026
Har en balalajka fler eller färre strängar än en mandolin?;https://sv.wikipedia.org/wiki/Balalajka + https://sv.wikipedia.org/wiki/Mandolin;2026
Är melodin till Blinka lilla stjärna äldre eller yngre än Bä bä vita lamm? (2026);https://en.wikipedia.org/wiki/Ah!_vous_dirai-je,_maman (1761) + https://sv.wikipedia.org/wiki/B%C3%A4,_b%C3%A4,_vita_lamm (Alice Tegnér 1892);2026
Väger Storklockan i Uppsala domkyrka mer eller mindre än en flygel?;https://www.svenskakyrkan.se/uppsaladomkyrka/domkyrkans-torn (Storan 7 360 kg, Sveriges största kyrkklocka) + https://www.steinway.com/pianos/steinway/grand/model-d (konsertflygel Steinway D 480 kg);2026
Har en symfoniorkester fler eller färre musiker än ett storband?;https://sv.wikipedia.org/wiki/Symfoniorkester (ca 100) + https://sv.wikipedia.org/wiki/Storband (17);2026
Är en klarinett längre eller kortare än en tvärflöjt?;https://en.wikipedia.org/wiki/Clarinet (ca 66 cm) + https://en.wikipedia.org/wiki/Western_concert_flute (ca 67 cm);2026
Är ABBA:s Mamma Mia längre eller kortare än The Winner Takes It All?;https://en.wikipedia.org/wiki/Mamma_Mia_(ABBA_song) (3:32) + https://en.wikipedia.org/wiki/The_Winner_Takes_It_All (4:54);2026
Har en harpa fler eller färre strängar än en balalajka?;https://sv.wikipedia.org/wiki/Harpa (47) + https://sv.wikipedia.org/wiki/Balalajka (3);2026
Är Idas sommarvisa äldre eller yngre än melodin till Blinka lilla stjärna? (2026);https://sv.wikipedia.org/wiki/Idas_sommarvisa (1973) + https://en.wikipedia.org/wiki/Ah!_vous_dirai-je,_maman (1761);2026
Har en mandolin fler eller färre strängar än en banjo?;https://sv.wikipedia.org/wiki/Mandolin (8) + https://sv.wikipedia.org/wiki/Banjo (5);2026
Har Carola vunnit Melodifestivalen fler eller färre gånger än Måns Zelmerlöw?;https://sv.wikipedia.org/wiki/Melodifestivalen (Carola 1983/1991/2006, Måns Zelmerlöw 2015);2026
Väger ett trumset mer eller mindre än ett fullstort dragspel?;https://drummingbase.com/how-much-does-a-drum-kit-weigh-complete-guide/ (5-delars trumset utan stativ ca 23-27 kg) + https://musicalinstrumentpro.com/how-much-does-an-accordion-weigh/ (fullstort 120-bas pianodragspel ca 10-13,6 kg);2026
Är en blockflöjt längre eller kortare än ett alphorn?;https://sv.wikipedia.org/wiki/Blockfl%C3%B6jt (sopran 32 cm) + https://en.wikipedia.org/wiki/Alphorn (ca 3,5 m);2026
Är Beatles Yesterday längre eller kortare än Queens Bohemian Rhapsody?;https://en.wikipedia.org/wiki/Yesterday_(song) (2:03) + https://en.wikipedia.org/wiki/Bohemian_Rhapsody (5:55);2026
Har Loreen vunnit Melodifestivalen fler eller färre gånger än Carola?;https://sv.wikipedia.org/wiki/Melodifestivalen (Loreen 2012/2023, Carola 1983/1991/2006);2026
Har en fiolstråke fler eller färre hårstrån än en fiol har strängar?;https://en.wikipedia.org/wiki/Bow_(music) (150-200 hårstrån, ca 170) + https://sv.wikipedia.org/wiki/Fiol (4 strängar);2026
Är nationalsången Du gamla, du fria äldre eller yngre än Idas sommarvisa? (2026);https://sv.wikipedia.org/wiki/Du_gamla,_du_fria (Richard Dybeck 1844) + https://sv.wikipedia.org/wiki/Idas_sommarvisa (1973);2026
Har ABBA vunnit Eurovision fler eller färre gånger än Loreen?;https://sv.wikipedia.org/wiki/Eurovision_Song_Contest (ABBA 1974; Loreen 2012 och 2023);2026
Har ett fullstort dragspel fler eller färre basknappar än en banjo har strängar?;https://sv.wikipedia.org/wiki/Dragspel (120 basknappar) + https://sv.wikipedia.org/wiki/Banjo (5 strängar);2026
Har en klarinett fler eller färre klaffar än en oboe?;https://en.wikipedia.org/wiki/Clarinet (Boehm 17 klaffar) + https://en.wikipedia.org/wiki/Oboe (ca 45 klaffar);2026
Har en trumpet fler eller färre ventiler än en saxofon har klaffar?;https://sv.wikipedia.org/wiki/Trumpet (3 ventiler) + https://en.wikipedia.org/wiki/Saxophone (ca 23 klaffar);2026
Är en blockflöjt längre eller kortare än en klarinett?;https://sv.wikipedia.org/wiki/Blockfl%C3%B6jt (sopran 32 cm) + https://en.wikipedia.org/wiki/Clarinet (ca 66 cm);2026
Har en konsertxylofon fler eller färre stavar än ett munspel har hål?;https://en.wikipedia.org/wiki/Xylophone (3,5 oktaver = 44 stavar) + https://sv.wikipedia.org/wiki/Munspel (diatoniskt 10 hål);2026
Har Eurovision funnits i fler eller färre år än Melodifestivalen? (2026);https://sv.wikipedia.org/wiki/Eurovision_Song_Contest (start 1956) + https://sv.wikipedia.org/wiki/Melodifestivalen (start 1959);2026
Är en fiol längre eller kortare än en flygel?;https://sv.wikipedia.org/wiki/Fiol (ca 60 cm) + https://sv.wikipedia.org/wiki/Flygel_(musikinstrument) (salongsflygel ca 180 cm);2026
Är ABBA:s Dancing Queen äldre eller yngre än Loreens Euphoria? (2026);https://en.wikipedia.org/wiki/Dancing_Queen (1976) + https://en.wikipedia.org/wiki/Euphoria_(Loreen_song) (2012);2026
Är Bä bä vita lamm äldre eller yngre än ABBA:s Waterloo? (2026);https://sv.wikipedia.org/wiki/B%C3%A4,_b%C3%A4,_vita_lamm (1892) + https://en.wikipedia.org/wiki/Waterloo_(ABBA_song) (1974);2026
