fråga;källa;år
Väger en tomat mer eller mindre än en lök?;Livsmedelsverket / USDA FoodData Central typisk styckevikt;2024
Väger ett päron mer eller mindre än en mango?;USDA FoodData Central / Kunskapskokboken typisk styckevikt (päron ~150 g, mango ~200-250 g);2024
Har en kanelsnurra fler eller färre kalorier än en bulle med vaniljkräm?;Livsmedelsverket livsmedelsdatabas;2024
Väger en chokladboll mer eller mindre än en mazarin?;Svenska bagerier/konditori styckevikter (chokladboll ca 37,5-50 g; mazarin standard 60-70 g enligt bageri.se/Dahls/Weda);2024
Har en kola fler eller färre kalorier än en gelébit?;Livsmedelsverket livsmedelsdatabas;2024
Väger en sockerbit mer eller mindre än ett russin?;Dansukker sockerbit ca 3-3,45 g / russin genomsnitt ca 0,2-0,3 g (aqua-calc/USDA);2024
Väger en köttbullsmacka mer eller mindre än en köttfärslimpa?;Livsmedelsverket / recepttypisk vikt;2024
Har en pannkaka med sylt fler eller färre kalorier än en glass i bägare?;Livsmedelsverket livsmedelsdatabas;2024
Är en saltgurka längre eller kortare än en purjolök?;Typisk styckestorlek, dagligvaruhandeln (saltgurka ~7-10 cm, purjolök total ~25-40 cm);2024
Väger en chokladpralin mer eller mindre än en kola?;Konfektyrtypiska styckevikter (chokladpralin ca 10-15 g enligt matkalkyl/kulturinsider; kola ca 4 g);2024
Är en chokladstång längre eller kortare än en lakritsstång?;Typisk produktlängd, dagligvaruhandeln;2024
Väger en gräddbulle mer eller mindre än en pepparkaka?;Svenska bagerier standardvikter;2024
Har en skiva knäckebröd fler eller färre kalorier än en skiva vitt bröd?;Livsmedelsverket livsmedelsdatabas;2024
Väger en schalottenlök mer eller mindre än en hel vitlök?;USDA FoodData Central typisk styckevikt;2024
Väger en strut hallon mer eller mindre än en strut blåbär?;Typisk bärstrutsvikt, dagligvaruhandeln;2024
Är en glasstrut längre eller kortare än en chokladstång?;Typisk produktlängd (våffelstrut/glasstrut ca 12,7-15,2 cm; chokladstång ca 10 cm);2024
Väger en hel ananas mer eller mindre än en hel honungsmelon?;USDA FoodData Central typisk styckevikt;2024
Har en chokladmuffins fler eller färre kalorier än en muffins utan fyllning?;Livsmedelsverket livsmedelsdatabas;2024
Väger en pumpa mer eller mindre än en gurka?;USDA FoodData Central typisk styckevikt;2024
Väger en marshmallow mer eller mindre än en gummibjörn?;Konfektyrtypiska styckevikter (stor marshmallow ca 7-8 g enligt fatsecret; gummibjörn/Haribo ca 2-2,4 g);2024
Har en skål müsli fler eller färre kalorier än en skål havregrynsgröt?;Livsmedelsverket livsmedelsdatabas;2024
Väger en hel kålrot mer eller mindre än en hel rödbeta?;USDA FoodData Central typisk styckevikt;2024
Är ett kex längre eller kortare än en grissinistång?;Typisk produktlängd, dagligvaruhandeln;2024
Väger en hel chokladkaka mer eller mindre än en kula glass?;Marabou mjölkchoklad 100 g (ICA/Mathem/Coop) / kula glass ca 60-63 g (tidningstester UNT/Helagotland);2024
Väger en hel vindruvsklase mer eller mindre än ett enda russin?;USDA FoodData Central typisk styckevikt;2024
Väger en hel vattenmelon mer eller mindre än ett enda solrosfrö?;USDA FoodData Central typisk styckevikt;2024
