fråga;källa;år
Väger en persika mer eller mindre än en nektarin?;hanna-one.com viktekvivalenter persika/nektarin;2024
Väger en lime mer eller mindre än en clementin?;weighschool.com lime- och clementinvikter;2024
Väger en aubergine mer eller mindre än en purjolök?;weightofstuff.com genomsnittsvikt frukt och grönt;2024
Väger en broccolibukett mer eller mindre än ett blomkålshuvud?;weighschool.com broccoli- och blomkålsvikter;2024
Väger en hasselnöt mer eller mindre än en valnöt?;weighschool.com walnut weights (skalad kärna ca 4,8 g);2024
Har en pepparkaka fler eller färre kalorier än ett digestivekex?;fatsecret.se pepparkaka / digestive per styck;2024
Väger en zucchini mer eller mindre än en rödbeta?;weighschool.com zucchini / aprifel.com rödbeta;2024
Väger en majskolv mer eller mindre än en rädisa?;weighschool.com majskolv / hanna-one.com rädisa;2024
Har en munk fler eller färre kalorier än en skorpa?;fatsecret.se munkar per styck / förpackningsdata skorpa;2024
Väger en marshmallow mer eller mindre än en kolabit?;aqua-calc.com marshmallow / förpackningsdata kola;2024
Väger en lakritsrem mer eller mindre än en klubba?;Förpackningsdata godis (lakritsrem ~10 g, klubba ~30 g);2024
Är en croissant längre eller kortare än en skorpa?;Författaruppskattning standardstorlek (croissant 12-18 cm);2024
Är en majskolv längre eller kortare än en rädisa?;Författaruppskattning standardstorlek;2024
Har ett granatäpple fler eller färre kalorier än en persika?;nutritionix.com granatäpple / foodstruct.com persika;2024
Väger en selleristjälk mer eller mindre än en rödbeta?;hanna-one.com selleri / aprifel.com rödbeta;2024
Väger ett russin mer eller mindre än en dadel?;aqua-calc.com russin / traditionaloven.com dadel;2024
Väger ett björnbär mer eller mindre än ett färskt fikon?;weighschool.com björnbär / sweet2eatbaking.com fikon;2024
Väger ett blåbär mer eller mindre än ett granatäpple?;weighschool.com blåbär / nutritionix.com granatäpple;2024
Väger en valnöt mer eller mindre än en mandel?;weighschool.com valnöt / mandel (skalade kärnor);2024
Väger en vitlöksklyfta mer eller mindre än ett vitkålshuvud?;hanna-one.com vitlök / hanna-one.com vitkål;2024
Väger ett lingon mer eller mindre än en majskolv?;Bärfakta lingon ~0,3 g / weighschool.com majskolv;2024
Väger en jordnöt mer eller mindre än ett granatäpple?;Näringsdatabas jordnöt / nutritionix.com granatäpple;2024
Har en kladdkaka fler eller färre kalorier än ett blåbär?;arono.se kladdkaka / nutritionix.com blåbär;2024
Väger en zucchini mer eller mindre än en persika?;weighschool.com zucchini / hanna-one.com persika;2024
