fråga;källa;år
Väger en tiger mer eller mindre än ett lejon?;National Geographic / WWF artfakta;2024
Väger en gris mer eller mindre än en ko?;Jordbruksverket / husdjursfakta;2024
Väger en varg mer eller mindre än en räv?;Naturvårdsverket / artdatabanken;2024
Väger en blåval mer eller mindre än en elefant?;WWF / National Geographic;2024
Är en elefant högre eller lägre än en giraff?;National Geographic;2024
Är en struts högre eller lägre än en pingvin?;National Geographic / WWF;2024
Är en blåval längre eller kortare än en delfin?;WWF;2024
Är en människa längre eller kortare än en haj?;National Geographic (vithaj);2024
Väger en igelkott mer eller mindre än en kanin?;Naturhistoriska riksmuseet;2024
Väger en igelkott mer eller mindre än en ekorre?;Naturhistoriska riksmuseet;2024
Väger ett bi mer eller mindre än en myra?;Naturhistoriska riksmuseet / entomologi;2024
Väger ett bi mer eller mindre än en fjäril?;Naturhistoriska riksmuseet / entomologi;2024
Springer en häst snabbare eller långsammare än en gepard?;National Geographic;2024
Springer en gepard snabbare eller långsammare än en igelkott?;National Geographic;2024
Springer en struts snabbare eller långsammare än en elefant?;National Geographic;2024
Lever en hund längre eller kortare än en jättesköldpadda?;Agria / National Geographic;2024
Lever en papegoja längre eller kortare än en katt?;National Geographic / djurfakta;2024
Lever en kanin längre eller kortare än en get?;djurfakta / Agria;2024
Lever en örn längre eller kortare än en uggla?;Artdatabanken;2024
Väger en katt mer eller mindre än en kejsarpingvin?;National Geographic / Agria;2024
Väger en krokodil mer eller mindre än en get?;National Geographic;2024
Väger en varg mer eller mindre än en isbjörn?;WWF / Naturvårdsverket;2024
Väger en känguru mer eller mindre än en räv?;National Geographic;2024
Väger en hund mer eller mindre än en gris?;Agria / Jordbruksverket;2024
Väger ett får mer eller mindre än en häst?;Jordbruksverket;2024
Väger en tiger mer eller mindre än en giraff?;National Geographic;2024
Är en delfin längre eller kortare än en späckhuggare?;WWF;2024
