fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en tesked mer eller mindre än en matsked?;Tesked;Matsked;5;15;gram;Hur många gram skiljer det?
Väger en strumpa mer eller mindre än en gummistövel?;Strumpa;Gummistövel;50;700;gram;Hur många gram skiljer det?
Väger en mössa mer eller mindre än en ryggsäck?;Mössa;Ryggsäck;120;450;gram;Hur många gram skiljer det?
Väger en pappersservett mer eller mindre än en kökshandduk?;Pappersservett;Kökshandduk;3;70;gram;Hur många gram skiljer det?
Väger ett sugrör mer eller mindre än ett dricksglas?;Sugrör;Dricksglas;1;200;gram;Hur många gram skiljer det?
Väger en vinkork mer eller mindre än en tom vinflaska?;Vinkork;Vinflaska;5;450;gram;Hur många gram skiljer det?
Väger en nalle mer eller mindre än en soffkudde?;Nalle;Soffkudde;200;800;gram;Hur många gram skiljer det?
Väger en t-shirt mer eller mindre än en morgonrock?;T-shirt;Morgonrock;150;700;gram;Hur många gram skiljer det?
Väger en pannlampa mer eller mindre än en cykelhjälm?;Pannlampa;Cykelhjälm;80;300;gram;Hur många gram skiljer det?
Väger en knappnål mer eller mindre än en hammare?;Knappnål;Hammare;1;450;gram;Hur många gram skiljer det?
Väger en vante mer eller mindre än en gymnastiksko?;Vante;Gymnastiksko;60;350;gram;Hur många gram skiljer det?
Är en äggkopp högre eller lägre än en saftkanna?;Äggkopp;Saftkanna;5;22;centimeter;Hur många centimeter skiljer det?
Är ett snöre längre eller kortare än en trädgårdsslang?;Snöre;Trädgårdsslang;400;1500;centimeter;Hur många centimeter skiljer det?
Väger en tesked mer eller mindre än en dessertsked?;Tesked;Dessertsked;5;10;gram;Hur många gram skiljer det?
Är en kaffemugg högre eller lägre än ett ölglas?;Kaffemugg;Ölglas;10;16;centimeter;Hur många centimeter skiljer det?
Är en bordskniv längre eller kortare än en brödkniv?;Bordskniv;Brödkniv;22;33;centimeter;Hur många centimeter skiljer det?
Är en diskborste längre eller kortare än en toalettborste?;Diskborste;Toalettborste;28;40;centimeter;Hur många centimeter skiljer det?
Väger en sportbag mer eller mindre än en necessär?;Sportbag;Necessär;900;300;gram;Hur många gram skiljer det?
Är ett handfat längre eller kortare än ett badkar?;Handfat;Badkar;60;170;centimeter;Hur många centimeter skiljer det?
Väger ett vinglas mer eller mindre än en tallrik?;Vinglas;Tallrik;180;250;gram;Hur många gram skiljer det?
Är en grytlapp längre eller kortare än en grillvante?;Grytlapp;Grillvante;18;33;centimeter;Hur många centimeter skiljer det?
Väger en grilltång mer eller mindre än ett suddgummi?;Grilltång;Suddgummi;180;4;gram;Hur många gram skiljer det?
Väger en cykelhjälm mer eller mindre än ett sugrör?;Cykelhjälm;Sugrör;300;1;gram;Hur många gram skiljer det?
Är en trädgårdsslang längre eller kortare än en bordskniv?;Trädgårdsslang;Bordskniv;1500;22;centimeter;Hur många centimeter skiljer det?
Väger en vinterjacka mer eller mindre än en knappnål?;Vinterjacka;Knappnål;900;1;gram;Hur många gram skiljer det?
Väger ett badkar mer eller mindre än ett handfat?;Badkar;Handfat;40000;12000;gram;Hur många gram skiljer det?
Är en saftkanna högre eller lägre än en kaffemugg?;Saftkanna;Kaffemugg;22;10;centimeter;Hur många centimeter skiljer det?
