fråga;källa;år
Väger en björn mer eller mindre än en älg?;Wikipedia / Jägareförbundet (brunbjörn ~300 kg, älg ~400 kg);2024
Väger en noshörning mer eller mindre än en flodhäst?;WWF / NE (vit noshörning ~2300 kg, flodhäst ~1500 kg);2024
Väger en bäver mer eller mindre än en säl?;Wikipedia / NRM (europeisk bäver ~18-22 kg, gråsäl hona ~150 kg);2024
Väger en panda mer eller mindre än en koala?;Wikipedia / Animalia.bio (jättepanda ~100 kg, koala ~9 kg);2024
Väger en zebra mer eller mindre än en åsna?;Wikipedia (zebra ~350 kg, åsna ~200 kg);2024
Väger ett vildsvin mer eller mindre än en lama?;Wikipedia (vildsvin ~90 kg, lama ~140 kg);2024
Väger en valross mer eller mindre än ett lodjur?;Wikipedia (valross ~1000 kg, lodjur ~22 kg);2024
Väger en kejsarpingvin mer eller mindre än en struts?;Wikipedia (kejsarpingvin ~30 kg, struts ~110 kg);2024
Väger en flodhäst mer eller mindre än en björn?;NE / Wikipedia (flodhäst ~1500 kg, brunbjörn ~300 kg);2024
Väger en noshörning mer eller mindre än en kamel?;Wikipedia (vit noshörning ~2300 kg, dromedar ~600 kg);2024
Väger ett lodjur mer eller mindre än en panda?;Wikipedia (lodjur ~22 kg, jättepanda ~100 kg);2024
Är en kobra längre eller kortare än en pyton?;Wikipedia (kungskobra ~3,5 m, tigerpyton ~6 m);2024
Är en kamel högre eller lägre än en åsna?;Wikipedia (dromedar ~2,1 m mankhöjd, åsna ~1,2 m);2024
Är en hummer längre eller kortare än en bläckfisk?;Wikipedia (hummer ~0,5 m, jättebläckfisk ~4 m);2024
Är en tupp högre eller lägre än en emu?;Wikipedia (tupp ~0,7 m, emu ~1,9 m);2024
Väger ett vildsvin mer eller mindre än en zebra?;Wikipedia (vildsvin ~90 kg, zebra ~350 kg);2024
Lever en anka längre eller kortare än en papegoja?;Wikipedia (gräsand ~10 år, papegoja ~60 år);2024
Rör sig en fladdermus snabbare eller långsammare än en snigel?;Wikipedia (fladdermus ~40 km/h, snigel ~0,05 km/h);2024
Springer en älg snabbare eller långsammare än en bäver?;Wikipedia / Älgskadefondsföreningen (älg topphastighet ~50-56 km/h, bäver ~6 km/h på land);2024
Lever en mullvad längre eller kortare än en säl?;Wikipedia (mullvad ~4 år, gråsäl ~30 år);2024
Lever en flamingo längre eller kortare än en mus?;Wikipedia (flamingo ~40 år, husmus ~2 år);2024
Är en mullvad längre eller kortare än en bäver?;Wikipedia (mullvad ~0,15 m, bäver ~1 m);2024
Lever ett vildsvin längre eller kortare än en lama?;Wikipedia (vildsvin ~12 år, lama ~20 år);2024
Lever en säl längre eller kortare än en groda?;Wikipedia (gråsäl ~30 år, groda ~10 år);2024
Lever en groda längre eller kortare än en flamingo?;Wikipedia (groda ~10 år, flamingo ~40 år);2024
Har en bläckfisk fler eller färre armar än en sjöstjärna?;Wikipedia (bläckfisk 8 armar, sjöstjärna 5 armar);2024
Väger en valross mer eller mindre än en pelikan?;Wikipedia (valross ~1000 kg, pelikan ~7 kg);2024
