fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en laxfilé mer eller mindre än en torskfilé?;Laxfilé;Torskfilé;150;140;gram;Hur många gram skiljer det?
Har kvarg fler eller färre kalorier än naturell yoghurt per 100 gram?;Kvarg;Naturell yoghurt;65;60;kalorier;Hur många kalorier skiljer det?
Har ett wienerbröd fler eller färre kalorier än en mazarin?;Wienerbröd;Mazarin;280;240;kalorier;Hur många kalorier skiljer det?
Väger en cashewnöt mer eller mindre än en pistagenöt?;Cashewnöt;Pistagenöt;1,5;0,7;gram;Hur många gram skiljer det?
Väger en vetebulle mer eller mindre än en semla?;Vetebulle;Semla;90;120;gram;Hur många gram skiljer det?
Har en pannkaka fler eller färre kalorier än en våffla?;Pannkaka;Våffla;90;150;kalorier;Hur många kalorier skiljer det?
Har cheddarost fler eller färre kalorier än camembert per 100 gram?;Cheddarost;Camembert;410;300;kalorier;Hur många kalorier skiljer det?
Väger ett hallon mer eller mindre än ett krusbär?;Hallon;Krusbär;4;6;gram;Hur många gram skiljer det?
Väger en chokladboll mer eller mindre än en dammsugare?;Chokladboll;Dammsugare;40;60;gram;Hur många gram skiljer det?
Väger en skål popcorn mer eller mindre än en skål chips?;Popcorn;Chips;30;50;gram;Hur många gram skiljer det?
Har en bit fudge fler eller färre kalorier än en skiva rågbröd?;Fudge;Rågbröd;160;90;kalorier;Hur många kalorier skiljer det?
Väger en halloumi mer eller mindre än en mozzarellaboll?;Halloumi;Mozzarellaboll;225;125;gram;Hur många gram skiljer det?
Väger en cocktailtomat mer eller mindre än en rabarberstjälk?;Cocktailtomat;Rabarberstjälk;30;80;gram;Hur många gram skiljer det?
Väger en chilifrukt mer eller mindre än en bit färsk ingefära?;Chilifrukt;Ingefära;15;50;gram;Hur många gram skiljer det?
Väger ett paket köttfärs mer eller mindre än en hel kyckling?;Köttfärspaket;Hel kyckling;500;1500;gram;Hur många gram skiljer det?
Har sorbet fler eller färre kalorier än vaniljglass per 100 gram?;Sorbet;Vaniljglass;120;200;kalorier;Hur många kalorier skiljer det?
Väger ett smörpaket mer eller mindre än ett helt stycke lagrad ost?;Smörpaket;Lagrad ost;500;2000;gram;Hur många gram skiljer det?
Väger en färskpotatis mer eller mindre än ett enda kumminfrö?;Färskpotatis;Kumminfrö;50;0,003;gram;Hur många gram skiljer det?
Väger ett baconpaket mer eller mindre än ett paket rökt skinka?;Baconpaket;Rökt skinka;140;1000;gram;Hur många gram skiljer det?
Väger en kringla mer eller mindre än ett enda riskorn?;Kringla;Riskorn;40;0,02;gram;Hur många gram skiljer det?
Väger en köttbulle mer eller mindre än en falafelbiff?;Köttbulle;Falafelbiff;10;30;gram;Hur många gram skiljer det?
Väger ett tortillabröd mer eller mindre än en bit hårt tunnbröd?;Tortillabröd;Tunnbröd;60;20;gram;Hur många gram skiljer det?
Väger en burrataboll mer eller mindre än ett enda saltkorn?;Burrataboll;Saltkorn;150;0,0001;gram;Hur många gram skiljer det?
Har en kopp buljong fler eller färre kalorier än en portion risgrynsgröt?;Buljong;Risgrynsgröt;20;180;kalorier;Hur många kalorier skiljer det?
Väger en cocktailkorv mer eller mindre än en hel rökt korv?;Cocktailkorv;Rökt korv;15;300;gram;Hur många gram skiljer det?
Väger en hel kålrabbi mer eller mindre än ett kokt makaronirör?;Kålrabbi;Makaronirör;400;2;gram;Hur många gram skiljer det?
Väger en sockerbit mer eller mindre än en tärnad ostbit?;Sockerbit;Ostbit;3;10;gram;Hur många gram skiljer det?
