fråga;källa;år
Har Östers IF färre eller fler SM-guld i fotboll än IFK Norrköping?;ecst.se Svenska mästare genom tiderna (Öster 4, Norrköping 13);2025
Har Åtvidabergs FF färre eller fler SM-guld i fotboll än Halmstads BK?;ecst.se Svenska mästare genom tiderna (Åtvidaberg 2, Halmstad 4);2025
Har IFK Norrköping fler eller färre SM-guld i fotboll än Degerfors IF?;ecst.se Svenska mästare genom tiderna (Norrköping 13, Degerfors 0);2025
Har GIF Sundsvall färre eller fler SM-guld i fotboll än Östers IF?;ecst.se Svenska mästare genom tiderna (Sundsvall 0, Öster 4);2025
Har Halmstads BK fler eller färre SM-guld i fotboll än Trelleborgs FF?;ecst.se Svenska mästare genom tiderna (Halmstad 4, Trelleborg 0);2025
Har Mjällby AIF färre eller fler SM-guld i fotboll än Örgryte IS?;svt.se/allsvenskan.se (Mjällby 1 efter SM-guld 2025; Örgryte 12 enligt ecst.se);2025
Är Gefle IF äldre eller yngre som klubb än IK Sirius? (2026);sv.wikipedia.org (Gefle IF 1882, IK Sirius 1907);2026
Är Åtvidabergs FF äldre eller yngre som klubb än Varbergs BoIS? (2026);en.wikipedia.org/sv.wikipedia.org (Åtvidabergs FF 1907, Varbergs BoIS 1925);2026
Är Degerfors IF äldre eller yngre som klubb än Mjällby AIF? (2026);en.wikipedia.org (Degerfors IF 1907, Mjällby AIF 1939);2026
Är Trelleborgs FF yngre eller äldre som klubb än Halmstads BK? (2026);en.wikipedia.org (Trelleborgs FF 1926, Halmstads BK 1914);2026
Är Gefle IF äldre eller yngre som klubb än Varbergs BoIS? (2026);sv.wikipedia.org (Gefle IF 1882, Varbergs BoIS 1925);2026
Hade IK Sirius lägre eller högre publiksnitt än IFK Norrköping? (Allsvenskan 2024);ecst.se Allsvenskan 2024 publiksnitt (Norrköping 8073, Sirius 7033);2024
Har Örgryte IS fler eller färre SM-guld i fotboll än Åtvidabergs FF?;ecst.se Svenska mästare genom tiderna (Örgryte 12, Åtvidaberg 2);2025
Hade IF Brommapojkarna lägre eller högre publiksnitt än Kalmar FF? (Allsvenskan 2024);ecst.se Allsvenskan 2024 publiksnitt (Kalmar 6020, Brommapojkarna 1907);2024
Gjorde Tobias Hysén färre eller fler mål än Alexander Gerndt under sin skyttekungssäsong? (Hysén 2009 vs Gerndt 2010);ecst.se Allsvenska skyttekungar (Gerndt 20/2010, Hysén 18/2009);2010
Gjorde Tobias Hysén fler eller färre mål än Marcus Berg under sin skyttekungssäsong? (Hysén 2009 vs Berg 2007);ecst.se Allsvenska skyttekungar (Hysén 18/2009 delad, Berg 14/2007);2009
Gjorde Alexander Gerndt fler eller färre mål än Marcus Berg under sin skyttekungssäsong? (Gerndt 2010 vs Berg 2007);ecst.se Allsvenska skyttekungar (Gerndt 20/2010, Berg 14/2007);2010
