fråga;källa;år
Har Sandvikens IF fler eller färre SM-guld i fotboll än GAIS?;ecst.se Svenska mästare genom tiderna (Sandvikens IF 0 SM-guld, GAIS 4: 1918-19, 1921-22, 1922-23, 1930-31);2024
Har GAIS fler eller färre SM-guld i fotboll än IFK Värnamo?;ecst.se Svenska mästare genom tiderna (GAIS 4, IFK Värnamo 0);2024
Är IFK Sundsvall en äldre eller yngre klubb än Syrianska FC? (2026);sv.wikipedia.org / syrianskafc.com (IFK Sundsvall 1895, Syrianska FC 1977);2026
Är IFK Sundsvall en äldre eller yngre klubb än Assyriska FF? (2026);en.wikipedia.org (IFK Sundsvall 1895, Assyriska FF 1974);2026
Är Syrianska FC en äldre eller yngre klubb än Sandvikens IF? (2026);en.wikipedia.org / svenskelitfotboll.se (Syrianska FC 1977, Sandvikens IF 1899);2026
Är Örebro SK en äldre eller yngre klubb än Assyriska FF? (2026);sv.wikipedia.org (Örebro SK 1908, Assyriska FF 1974);2026
Är IFK Sundsvall en äldre eller yngre klubb än Västerås SK? (2026);sv.wikipedia.org (IFK Sundsvall 1895, Västerås SK 1904);2026
Är IFK Värnamo en äldre eller yngre klubb än Sandvikens IF? (2026);en.wikipedia.org / svenskelitfotboll.se (IFK Värnamo 1912, Sandvikens IF 1899);2026
Är IFK Sundsvall en äldre eller yngre klubb än Ljungskile SK? (2026);sv.wikipedia.org (IFK Sundsvall 1895, Ljungskile SK 1926);2026
Är Örebro SK en äldre eller yngre klubb än Falkenbergs FF? (2026);sv.wikipedia.org (Örebro SK 1908, Falkenbergs FF 1928);2026
Är Assyriska FF en äldre eller yngre klubb än Gefle IF? (2026);sv.wikipedia.org (Assyriska FF 1974, Gefle IF 1882);2026
Gjorde Filip Johansson fler eller färre mål än Razak Omotoyossi under respektive skyttekungssäsong? (Johansson 1924/25 vs Omotoyossi 2007);svenskfotboll.se / ecst.se Allsvenska skyttekungar (Johansson 39/1924-25, Omotoyossi 14/2007 delad med Marcus Berg);2007
Gjorde Gunnar Nordahl fler eller färre mål än Marcus Allbäck under respektive skyttekungssäsong? (Nordahl 1945 vs Allbäck 1999);svenskfotboll.se / ecst.se Allsvenska skyttekungar (Nordahl 27/1944-45, Allbäck 15/1999);1999
Gjorde Niklas Skoog fler eller färre mål än Gunnar Nordahl under respektive skyttekungssäsong? (Skoog 1995 vs Nordahl 1945);svenskfotboll.se / ecst.se Allsvenska skyttekungar (Skoog 17/1995, Nordahl 27/1944-45);1995
Gjorde Marcus Allbäck fler eller färre mål än Niklas Skoog under respektive skyttekungssäsong? (Allbäck 1999 vs Skoog 1995);svenskfotboll.se / ecst.se Allsvenska skyttekungar (Allbäck 15/1999, Skoog 17/1995);1999
Hade IFK Värnamo högre eller lägre publiksnitt än Västerås SK? (Allsvenskan 2024);publikligan.se Allsvenskan 2024 (IFK Värnamo 2304, Västerås SK 6331);2024
Hade Västerås SK högre eller lägre publiksnitt än Mjällby AIF? (Allsvenskan 2024);publikligan.se Allsvenskan 2024 (Västerås SK 6331, Mjällby AIF 3711);2024
Hade IK Brage högre eller lägre publiksnitt än Trelleborgs FF? (Superettan 2024);publikligan.se Superettan 2024 (IK Brage 2037, Trelleborgs FF 1005);2024
Hade Trelleborgs FF högre eller lägre publiksnitt än Sandvikens IF? (Superettan 2024);publikligan.se Superettan 2024 (Trelleborgs FF 1005, Sandvikens IF 1512);2024
