fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är IFK Eskilstuna en äldre eller yngre klubb än Falkenbergs FF? (2026);IFK Eskilstuna;Falkenbergs FF;129;98;år;Hur många år skiljer klubbarna i ålder?
Är Trelleborgs FF en äldre eller yngre klubb än IFK Eskilstuna? (2026);Trelleborgs FF;IFK Eskilstuna;100;129;år;Hur många år skiljer klubbarna i ålder?
Är GIF Sundsvall en äldre eller yngre klubb än Ljungskile SK? (2026);GIF Sundsvall;Ljungskile SK;123;100;år;Hur många år skiljer klubbarna i ålder?
Är Jönköpings Södra IF en äldre eller yngre klubb än Västerås SK? (2026);Jönköpings Södra IF;Västerås SK;104;122;år;Hur många år skiljer klubbarna i ålder?
Är Gefle IF en äldre eller yngre klubb än Sandvikens IF? (2026);Gefle IF;Sandvikens IF;144;108;år;Hur många år skiljer klubbarna i ålder?
Har Östers IF fler eller färre SM-guld i fotboll än IFK Göteborg?;Östers IF;IFK Göteborg;4;18;SM-guld;Hur många SM-guld skiljer det?
Har Landskrona BoIS fler eller färre SM-guld i fotboll än IF Elfsborg?;Landskrona BoIS;IF Elfsborg;0;6;SM-guld;Hur många SM-guld skiljer det?
Har Degerfors IF fler eller färre SM-guld i fotboll än Halmstads BK?;Degerfors IF;Halmstads BK;0;4;SM-guld;Hur många SM-guld skiljer det?
Har Mjällby AIF fler eller färre SM-guld i fotboll än Åtvidabergs FF?;Mjällby AIF;Åtvidabergs FF;1;2;SM-guld;Hur många SM-guld skiljer det?
Har Östers IF fler eller färre SM-guld i fotboll än Landskrona BoIS?;Östers IF;Landskrona BoIS;4;0;SM-guld;Hur många SM-guld skiljer det?
Hade Örebro SK högre eller lägre publiksnitt än Helsingborgs IF? (Superettan 2024);Örebro SK;Helsingborgs IF;4287;7299;åskådare;Hur många åskådare skiljer publiksnitten?
Hade Örebro SK högre eller lägre publiksnitt än Degerfors IF? (Superettan 2024);Örebro SK;Degerfors IF;4287;3257;åskådare;Hur många åskådare skiljer publiksnitten?
Hade Örebro SK högre eller lägre publiksnitt än Landskrona BoIS? (Superettan 2024);Örebro SK;Landskrona BoIS;4287;3530;åskådare;Hur många åskådare skiljer publiksnitten?
Gjorde Markus Berg fler eller färre mål än Peter Ijeh under respektive skyttekungssäsong? (Berg 2007 vs Ijeh 2002);Markus Berg;Peter Ijeh;14;24;mål;Hur många mål skiljer säsongerna?
Gjorde Peter Ijeh fler eller färre mål än Imad Khalili under respektive skyttekungssäsong? (Ijeh 2002 vs Khalili 2013);Peter Ijeh;Imad Khalili;24;15;mål;Hur många mål skiljer säsongerna?
Gjorde Markus Berg fler eller färre mål än Lasse Vibe under respektive skyttekungssäsong? (Berg 2007 vs Vibe 2014);Markus Berg;Lasse Vibe;14;23;mål;Hur många mål skiljer säsongerna?
Gjorde Majeed Waris fler eller färre mål än Markus Rosenberg under respektive skyttekungssäsong? (Waris 2012 vs Rosenberg 2004);Majeed Waris;Markus Rosenberg;23;14;mål;Hur många mål skiljer säsongerna?
Gjorde Imad Khalili fler eller färre mål än Majeed Waris under respektive skyttekungssäsong? (Khalili 2013 vs Waris 2012);Imad Khalili;Majeed Waris;15;23;mål;Hur många mål skiljer säsongerna?
Gjorde Mathias Ranégie fler eller färre mål än Markus Rosenberg under respektive skyttekungssäsong? (Ranégie 2011 vs Rosenberg 2004);Mathias Ranégie;Markus Rosenberg;21;14;mål;Hur många mål skiljer säsongerna?
Gjorde Imad Khalili fler eller färre mål än Emir Kujovic under respektive skyttekungssäsong? (Khalili 2013 vs Kujovic 2015);Imad Khalili;Emir Kujovic;15;21;mål;Hur många mål skiljer säsongerna?
Gjorde Markus Rosenberg fler eller färre mål än Lasse Vibe under respektive skyttekungssäsong? (Rosenberg 2004 vs Vibe 2014);Markus Rosenberg;Lasse Vibe;14;23;mål;Hur många mål skiljer säsongerna?
Gjorde Emir Kujovic fler eller färre mål än Markus Rosenberg under respektive skyttekungssäsong? (Kujovic 2015 vs Rosenberg 2004);Emir Kujovic;Markus Rosenberg;21;14;mål;Hur många mål skiljer säsongerna?
Gjorde Markus Berg fler eller färre mål än Mathias Ranégie under respektive skyttekungssäsong? (Berg 2007 vs Ranégie 2011);Markus Berg;Mathias Ranégie;14;21;mål;Hur många mål skiljer säsongerna?
Gjorde Mathias Ranégie fler eller färre mål än Lasse Vibe under respektive skyttekungssäsong? (Ranégie 2011 vs Vibe 2014);Mathias Ranégie;Lasse Vibe;21;23;mål;Hur många mål skiljer säsongerna?
Gjorde Imad Khalili fler eller färre mål än Markus Berg under respektive skyttekungssäsong? (Khalili 2013 vs Berg 2007);Imad Khalili;Markus Berg;15;14;mål;Hur många mål skiljer säsongerna?
