fråga;källa;år
Kostar en Mercedes-Maybach EQS SUV 680 mer eller mindre än en Hyundai Kona Electric? (2024);Mercedes-Benz/Hyundai officiella prislistor;2024
Kostar en Mercedes-Maybach EQS SUV 680 mer eller mindre än en Kia EV3 Long Range? (2024);Mercedes-Benz/Kia officiella prislistor;2024
Har en Fisker Ocean Extreme fler eller färre hästkrafter än en Kia EV3?;Fisker/Kia officiella specifikationer;2024
Har en Mercedes-Benz EQB 350 längre eller kortare räckvidd än en Polestar 4?;Mercedes-Benz/Polestar officiella specifikationer (WLTP);2024
Har en Ford Explorer EV längre eller kortare räckvidd än en Volkswagen ID.Buzz Pro?;Ford/Volkswagen officiella specifikationer (WLTP);2024
Har en Zeekr X längre eller kortare räckvidd än en XPeng G6?;Zeekr/XPeng officiella specifikationer (WLTP);2024
Har en BYD Seal U större eller mindre användbar batterikapacitet än en BMW iX2 xDrive30?;BYD/BMW officiella specifikationer;2024
Har en Mercedes-Benz EQB 350 längre eller kortare räckvidd än en Mercedes-Benz EQE SUV 350?;Mercedes-Benz officiella specifikationer (WLTP);2024
Har en BYD Han fler eller färre hästkrafter än en Genesis GV60?;BYD/Genesis officiella specifikationer;2024
Har en Tesla Model Y RWD fler eller färre hästkrafter än en BYD Han?;Tesla/BYD officiella specifikationer;2024
Har en Polestar 4 större eller mindre användbar batterikapacitet än en Tesla Model Y RWD?;Polestar/Tesla officiella specifikationer;2024
