fråga;källa;år
Har en Polestar 2 Long Range längre eller kortare räckvidd än en Tesla Model 3 Long Range?;EV Database (Polestar 2 LR Single Motor 655 km WLTP, Tesla Model 3 LR RWD Highland 702 km WLTP);2024
Har en Hyundai Ioniq 6 längre eller kortare räckvidd än en Tesla Model S?;EV Database (Ioniq 6 LR RWD 614 km WLTP, Tesla Model S Dual Motor ~634 km WLTP);2024
Har en Kia EV6 längre eller kortare räckvidd än en Hyundai Ioniq 5?;EV Database (Kia EV6 LR 528 km WLTP, Hyundai Ioniq 5 LR ~507 km WLTP);2024
Har en Tesla Model S Plaid fler eller färre hästkrafter än en Porsche Taycan Turbo GT?;Porsche (Taycan Turbo GT 1108 PS m. overboost) + Tesla (Model S Plaid 1020 hk);2024
Tar en BMW i4 M50 längre eller kortare tid på 0–100 km/h än en Tesla Model 3 Performance?;EV Database/BMW (i4 M50 3,9 s) + Tesla (Model 3 Performance 3,1 s);2024
Tar en Polestar 2 Dual Motor längre eller kortare tid på 0–100 km/h än en Nissan Leaf?;Polestar (2 LR Dual Motor 4,5 s) + Nissan (Leaf 7,9 s);2024
Kostade en Kia EV6 mer eller mindre än en MG4? (2024);Svenska prislistor 2024 (Kia EV6 ~549 900 kr, MG4 ~329 900 kr);2024
Kostade en Tesla Model 3 mer eller mindre än en Porsche Taycan? (2024);Svenska prislistor 2024 (Tesla Model 3 RWD fr. 519 990 kr, Porsche Taycan fr. ~1,1 milj kr);2024
Kostade en BMW i7 mer eller mindre än en BMW i4 eDrive40? (2024);BMW svensk prislista 2024 (i7 xDrive60 fr. 1 725 000 kr, i4 eDrive40 fr. 599 900 kr);2024
Har en Audi Q4 e-tron större eller mindre användbart batteri än en Mercedes EQS?;EV Database (Audi Q4 e-tron 77 kWh användbar, Mercedes EQS 450+ facelift 118 kWh användbar);2024
Har en Volkswagen ID.4 större eller mindre användbart batteri än en Renault 5 E-Tech?;EV Database (VW ID.4 Pro 77 kWh användbar, Renault 5 E-Tech 52 kWh användbar);2024
Har en Cupra Born större eller mindre användbart batteri än en Tesla Model 3 Long Range?;EV Database (Cupra Born 58 kWh användbar, Tesla Model 3 LR 75 kWh användbar);2024
Har en BMW i4 M50 fler eller färre hästkrafter än en Volkswagen ID.4 GTX?;EV Database/tillverkare (BMW i4 M50 544 hk, VW ID.4 GTX 340 hk);2024
Har en Volkswagen ID.4 Pro längre eller kortare räckvidd än en Mercedes EQS?;EV Database (VW ID.4 Pro MY24 529 km WLTP, Mercedes EQS 450+ facelift ~782 km WLTP);2024
Har en BMW i4 eDrive40 längre eller kortare räckvidd än en Cupra Born?;EV Database (BMW i4 eDrive40 590 km WLTP, Cupra Born 58 kWh ~425 km WLTP);2024
Tar en Renault 5 E-Tech längre eller kortare tid på 0–100 km/h än en Tesla Model 3 Performance?;EV Database (Renault 5 E-Tech 150 hk 7,9 s) + Tesla (Model 3 Performance 3,1 s);2024
Tar en Tesla Model S Plaid längre eller kortare tid på 0–100 km/h än en MG4?;Tesla (Model S Plaid 2,1 s) + EV Database (MG4 SE 7,7 s);2024
Har en Nissan Leaf fler eller färre hästkrafter än en Audi RS e-tron GT?;Tillverkare (Nissan Leaf e+ 160 kW ≈ 218 hk, Audi RS e-tron GT 646 hk m. overboost);2024
Har en Mercedes EQS större eller mindre användbart batteri än en Nissan Leaf?;EV Database (Mercedes EQS 450+ facelift 118 kWh, Nissan Leaf 40 kWh ≈ 39 kWh användbar);2024
Kostade en Volvo EX30 mer eller mindre än en Porsche Taycan Turbo GT? (2024);Svenska prislistor 2024 (Volvo EX30 fr. ~429 000 kr, Porsche Taycan Turbo GT fr. 2 770 000 kr);2024
Har en Mercedes EQS längre eller kortare räckvidd än en Mazda MX-30?;EV Database (Mercedes EQS 450+ facelift ~782 km WLTP, Mazda MX-30 200 km WLTP);2024
Har en Mazda MX-30 längre eller kortare räckvidd än en Hyundai Ioniq 6?;EV Database (Mazda MX-30 200 km WLTP, Hyundai Ioniq 6 LR 614 km WLTP);2024
Har en Tesla Model S Plaid fler eller färre hästkrafter än en Nissan Leaf?;Tesla (Model S Plaid 1020 hk) + Nissan (Leaf e+ 160 kW ≈ 218 hk);2024
Kostade en MG4 mer eller mindre än en BMW i7? (2024);Svenska prislistor 2024 (MG4 ~329 900 kr, BMW i7 xDrive60 fr. 1 725 000 kr);2024
Har en Porsche Taycan Turbo GT fler eller färre hästkrafter än en MG4?;Porsche (Taycan Turbo GT 1108 PS) + EV Database (MG4 SE 170 hk);2024
Kostade en Renault 5 E-Tech mer eller mindre än en Porsche Taycan Turbo GT? (2024);Svenska prislistor 2024 (Renault 5 E-Tech fr. 349 900 kr, Porsche Taycan Turbo GT fr. 2 770 000 kr);2024
Har en Tesla Model S Plaid fler eller färre hästkrafter än en Renault 5 E-Tech?;Tesla (Model S Plaid 1020 hk) + Renault (5 E-Tech 150 hk);2024
