fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en snöleopard mer eller mindre än en leopard?;Snöleopard;Leopard;40;60;kilo;Hur många kilo skiljer det?
Väger en vattenbuffel mer eller mindre än en bisonoxe?;Vattenbuffel;Bisonoxe;800;1000;kilo;Hur många kilo skiljer det?
Väger en myskoxe mer eller mindre än en yak?;Myskoxe;Yak;350;500;kilo;Hur många kilo skiljer det?
Väger en lama mer eller mindre än en alpacka?;Lama;Alpacka;130;65;kilo;Hur många kilo skiljer det?
Väger en kapybara mer eller mindre än ett vårtsvin?;Kapybara;Vårtsvin;60;100;kilo;Hur många kilo skiljer det?
Väger en ekorre mer eller mindre än ett murmeldjur?;Ekorre;Murmeldjur;0,3;5;kilo;Hur många kilo skiljer det?
Väger en tvättbjörn mer eller mindre än en surikat?;Tvättbjörn;Surikat;8;0,8;kilo;Hur många kilo skiljer det?
Väger en hyena mer eller mindre än en schakal?;Hyena;Schakal;60;10;kilo;Hur många kilo skiljer det?
Väger en dingo mer eller mindre än en fennek?;Dingo;Fennek;15;1,5;kilo;Hur många kilo skiljer det?
Väger en manat mer eller mindre än en narval?;Manat;Narval;500;1600;kilo;Hur många kilo skiljer det?
Väger en pottval mer eller mindre än en knölval?;Pottval;Knölval;40;30;ton;Hur många ton skiljer det?
Väger ett sjölejon mer eller mindre än en vikare?;Sjölejon;Vikare;300;70;kilo;Hur många kilo skiljer det?
Är en abborre längre eller kortare än en gädda?;Abborre;Gädda;40;100;centimeter;Hur många centimeter skiljer det?
Väger en lax mer eller mindre än en makrill?;Lax;Makrill;5;0,5;kilo;Hur många kilo skiljer det?
Är en barracuda längre eller kortare än en tigerhaj?;Barracuda;Tigerhaj;1,5;5;meter;Hur många meter skiljer det?
Är vingspannet på en monarkfjäril större eller mindre än på en nyckelpiga?;Monarkfjäril;Nyckelpiga;10;0,8;centimeter;Hur många centimeter skiljer det?
Är en humla längre eller kortare än en bålgeting?;Humla;Bålgeting;22;35;millimeter;Hur många millimeter skiljer det?
Är en huggorm längre eller kortare än en skallerorm?;Huggorm;Skallerorm;70;150;centimeter;Hur många centimeter skiljer det?
Är en kungsfiskare längre eller kortare än en tukan?;Kungsfiskare;Tukan;17;60;centimeter;Hur många centimeter skiljer det?
Väger en tornuggla mer eller mindre än en ormvråk?;Tornuggla;Ormvråk;500;900;gram;Hur många gram skiljer det?
Väger en påfågel mer eller mindre än en undulat?;Påfågel;Undulat;5;0,035;kilo;Hur många kilo skiljer det?
Väger ett rådjur mer eller mindre än en dovhjort?;Rådjur;Dovhjort;25;70;kilo;Hur många kilo skiljer det?
Väger en järv mer eller mindre än en grävling?;Järv;Grävling;14;12;kilo;Hur många kilo skiljer det?
Väger en lama mer eller mindre än en antilop?;Lama;Antilop;130;50;kilo;Hur många kilo skiljer det?
