fråga;källa;år
Har en hel prinsesstårta fler eller färre kalorier än en pepparkaka?;personligtranare.se / fatsecret.se (prinsesstårta ~295 kcal/100g, hel tårta ~1200 g) + seaformula.se (pepparkaka ~10 g/styck);2024
Väger en burk surströmming mer eller mindre än en köttbulle?;Oskars Surströmming 300 g burk (Amazon) + typisk köttbulle ~20 g;2024
Innehåller en snaps mer eller mindre alkohol än ett lättöl?;Systembolaget (kryddat brännvin ~40 vol%) + Systembolaget lättöl ~2,1 vol%;2024
Har en semla fler eller färre kalorier än en pepparkaka per styck?;kalorier.se / arono.se (semla ~450 kcal) + seaformula.se (pepparkaka ~35 kcal/styck);2024
Kostar en burk surströmming mer eller mindre än en falukorv?;ICA/Coop prisuppskattning (surströmmingsburk ~90 kr, falukorv ~35 kr);2024
Har kladdkaka fler eller färre kalorier än filmjölk per 100 gram?;kalori.se (kladdkaka ~400 kcal/100g) + Arla filmjölk 3% (~56 kcal/100g);2024
Kostar gravlax mer eller mindre än sill per kilo?;ICA/Coop prisuppskattning (gravad lax ~320 kr/kg, inlagd sill ~80 kr/kg);2024
Innehåller glögg mer eller mindre alkohol än ett julöl?;Systembolaget (glögg ~10 vol%) + julöl ~3,5 vol%;2024
Tar kalops längre eller kortare tid att tillaga än raggmunk?;Arla/ICA recept (kalops ~2 h gryta, raggmunk ~20 min);2024
Ger en hel ostkaka fler eller färre portioner än en chokladboll?;ICA recept (ostkaka ~8 portioner) + chokladboll 1 styck;2024
Väger en lussekatt mer eller mindre än en pepparkaka?;Typisk bageriuppgift (lussekatt ~60 g, pepparkaka ~10 g);2024
Väger en hel falukorv mer eller mindre än en köttbulle?;Scan falukorv ~800 g paket + typisk köttbulle ~20 g;2024
Kostar en flaska glögg mer eller mindre än en flaska julmust?;Systembolaget glögg ~60 kr + ICA julmust 1,4 l ~20 kr;2024
Innehåller filmjölk mer eller mindre fett än grädde per 100 gram?;Arla filmjölk (3 g fett/100g) + vispgrädde (~36 g fett/100g);2024
Innehåller ett lättöl mer eller mindre alkohol än glögg?;Systembolaget lättöl ~2,1 vol% + glögg ~10 vol%;2024
Har risgrynsgröt fler eller färre kalorier än kladdkaka per 100 gram?;matkalkyl.se (risgrynsgröt ~90 kcal/100g) + kalori.se (kladdkaka ~400 kcal/100g);2024
Kostar en sillbit mer eller mindre än en burk Kalles kaviar?;ICA prisuppskattning (sill styckpris ~10 kr, Kalles kaviar tub ~40 kr);2024
Väger en chokladboll mer eller mindre än en hel prinsesstårta?;Chokladboll ~30 g + hel prinsesstårta ~1200 g;2024
Väger en sillbit mer eller mindre än en portion ärtsoppa?;Sillbit ~30 g + portion ärtsoppa ~400 g;2024
