fråga;källa;år
Är en vanlig groda längre eller kortare än en vanlig padda?;Wikipedia/Naturhistoriska riksmuseet (Vanlig groda ~6-9 cm, Vanlig padda hane ~7,8 cm/hona upp till 12,3 cm);2025
Väger en vigg mer eller mindre än en knipa?;Djurfakta/Artfakta SLU (Vigg ~550-820 g) + Wikipedia (Knipa ~500-1300 g);2025
Har en tofsvipa större eller mindre vingspann än en sånglärka?;Wikipedia (Tofsvipa vingspann 67-72 cm) + Wikipedia/Djurfakta (Sånglärka vingspann 30-36 cm);2025
Är en iller längre eller kortare än en småvessla?;Wikipedia (Iller kroppslängd ~30-45 cm) + Suomen riistakeskus/Wikipedia (Småvessla ~11-19 cm);2025
Är en fullvuxen sälg högre eller lägre än en hägg?;Skogskunskap (Sälg buske/träd upp till 20 m, ~10-15 m) + Skogskunskap (Hägg ~5-8 m, upp till 15 m);2025
Är en smultronplanta högre eller lägre än ett blåbärsris?;Wikipedia/Den virtuella floran (Smultron ~4-20 cm, Blåbärsris ~10-30 cm);2025
Är en gröngöling längre eller kortare än en större hackspett?;Wikipedia (Gröngöling ~30-36 cm) + NRM/Wikipedia (Större hackspett ~23-25 cm);2025
Har en trollslända större eller mindre vingspann än en citronfjäril?;SEF/Trollsländeföreningen (stor trollslända vingspann ~70-85 mm) + Lepidoptera.se (Citronfjäril vingspann ~52-60 mm);2025
Har en bofink större eller mindre vingspann än en kanadagås?;Wikipedia/Animalia (Bofink vingspann ~25-29 cm) + Wikipedia (Kanadagås vingspann ~150-180 cm);2025
Är en kantarell högre eller lägre än en flugsvamp?;Wikipedia (Kantarell ~5-10 cm hög) + svampkällor (Röd flugsvamp hatt ~10-25 cm);2025
Är en fullvuxen lönn högre eller lägre än en sälg?;Skogen i Skolan (Skogslönn ~20-30 m, upp till 31 m) + Skogskunskap (Sälg ~10-15 m);2025
Är en nyckelpiga längre eller kortare än en tordyvel?;Wikipedia/NE (Sjuprickig nyckelpiga ~5,2-8 mm) + Wikipedia (Fälttordyvel ~16-26 mm);2025
Har en sånglärka större eller mindre vingspann än en kanadagås?;Wikipedia/Djurfakta (Sånglärka vingspann 30-36 cm) + Wikipedia (Kanadagås vingspann ~150-180 cm);2025
Är en myra längre eller kortare än en humla?;Wikipedia (arbetarmyra ~4-7 mm) + Wikipedia (Humla ~15-24 mm);2025
Är en fullvuxen klibbal högre eller lägre än en hägg?;Wikipedia/Skogen (Klibbal upp till 25 m, ~15-25 m) + Skogskunskap (Hägg ~5-8 m);2025
Är en åkersork längre eller kortare än en iller?;Wikipedia/Animalia (Åkersork kroppslängd ~8-13,5 cm) + Wikipedia (Iller ~30-45 cm);2025
Blir en lönn i regel äldre eller yngre än en hägg?;Skogen i Skolan (Skogslönn blir sällan äldre än ~150 år) + Biofilia (Hägg ~60 år);2025
Väger en sånglärka mer eller mindre än en tofsvipa?;Wikipedia/Djurfakta (Sånglärka ~33-45 g) + Wikipedia (Tofsvipa ~190-280 g);2025
Är en fullvuxen vildapel högre eller lägre än en klibbal?;Wikipedia/Den virtuella floran (Vildapel ~3-8 m) + Wikipedia/Skogen (Klibbal upp till 25 m);2025
Väger en gröngöling mer eller mindre än en kanadagås?;Wikipedia (Gröngöling ~160-220 g) + Wikipedia/Animalia (Kanadagås ~4,5-6,5 kg);2025
Väger en tordyvel mer eller mindre än en kronhjort?;Wikipedia (Tordyvel ~1-2 g) + WWF/Wikipedia (Kronhjort hane ~200 kg);2025
Är en fullvuxen klibbal högre eller lägre än en blåsippa?;Wikipedia/Skogen (Klibbal upp till 25 m) + Den virtuella floran (Blåsippa ~8-20 cm);2025
Är en fullvuxen asp högre eller lägre än en vitsippa?;Skogsstyrelsen/Skogen (Asp ~20-30 m) + Wexthuset/Den virtuella floran (Vitsippa ~10-20 cm);2025
Väger en lämmel mer eller mindre än en kronhjort?;Wikipedia/Artfakta SLU (Fjällämmel ~35-100 g, typiskt ~70 g) + WWF/Wikipedia (Kronhjort hane ~200 kg);2025
