fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är floden Niger längre eller kortare än Mekong?;Niger;Mekong;4180;4350;km;Hur många km skiljer det?
Är sjön Lake Superior större eller mindre än Victoriasjön till ytan?;Lake Superior;Victoriasjön;82100;59947;km²;Hur många km² skiljer det?
Har Colombia fler eller färre invånare än Sydkorea? (2024);Colombia;Sydkorea;52,7;52,1;miljoner invånare;Hur många miljoner invånare skiljer det?
Är floden Tigris längre eller kortare än Indus?;Tigris;Indus;1900;3180;km;Hur många km skiljer det?
Är floden Eufrat längre eller kortare än Lena?;Eufrat;Lena;2800;4400;km;Hur många km skiljer det?
Är Chile större eller mindre än Iran till ytan?;Chile;Iran;756;1648;tusen km²;Hur många tusen km² skiljer det?
Har staden Mumbai fler eller färre invånare än Delhi? (2024);Mumbai;Delhi;21;33;miljoner invånare;Hur många miljoner invånare skiljer det?
Har staden Istanbul fler eller färre invånare än Mumbai? (2024);Istanbul;Mumbai;15,8;21;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Turkiet större eller mindre än Spanien till ytan?;Turkiet;Spanien;783;506;tusen km²;Hur många tusen km² skiljer det?
Är Peru större eller mindre än Mexiko till ytan?;Peru;Mexiko;1285;1964;tusen km²;Hur många tusen km² skiljer det?
Har Shanghais storstadsområde fler eller färre invånare än Bogotás? (2024);Shanghai;Bogotá;29;11,7;miljoner invånare;Hur många miljoner invånare skiljer det?
Är berget K2 högre eller lägre än Kosciuszko?;K2;Kosciuszko;8611;2228;meter;Hur många meter skiljer det?
Är floden Rhen längre eller kortare än Mekong?;Rhen;Mekong;1230;4350;km;Hur många km skiljer det?
Har Pakistan fler eller färre invånare än Thailand? (2024);Pakistan;Thailand;240;71,7;miljoner invånare;Hur många miljoner invånare skiljer det?
Har Nigeria fler eller färre invånare än Sydafrika? (2024);Nigeria;Sydafrika;233;63;miljoner invånare;Hur många miljoner invånare skiljer det?
Har Iran fler eller färre invånare än Australien? (2024);Iran;Australien;91;27,2;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Kanada större eller mindre än Saudiarabien till ytan?;Kanada;Saudiarabien;9,98;2,15;miljoner km²;Hur många miljoner km² skiljer det?
Har Mexiko fler eller färre invånare än Peru? (2024);Mexiko;Peru;132;34;miljoner invånare;Hur många miljoner invånare skiljer det?
Är sjön Stora Björnsjön djupare eller grundare än Tanganyikasjön?;Stora Björnsjön;Tanganyikasjön;446;1470;meter;Hur många meter skiljer det?
Har São Paulos storstadsområde fler eller färre invånare än Santiagos? (2024);São Paulo;Santiago;22,6;7;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Portugal större eller mindre än Polen till ytan?;Portugal;Polen;92;313;tusen km²;Hur många tusen km² skiljer det?
Är Schweiz större eller mindre än Grekland till ytan?;Schweiz;Grekland;41;132;tusen km²;Hur många tusen km² skiljer det?
Har Saudiarabien fler eller färre invånare än Iran? (2024);Saudiarabien;Iran;35;91;miljoner invånare;Hur många miljoner invånare skiljer det?
Har Island fler eller färre invånare än Pakistan? (2024);Island;Pakistan;0,39;240;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Kazakstan större eller mindre än Nederländerna till ytan?;Kazakstan;Nederländerna;2,72;0,0415;miljoner km²;Hur många miljoner km² skiljer det?
Har Indonesien fler eller färre invånare än Nya Zeeland? (2024);Indonesien;Nya Zeeland;281;5,3;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Victoriasjön större eller mindre än Genèvesjön till ytan?;Victoriasjön;Genèvesjön;59947;580;km²;Hur många km² skiljer det?
