fråga;källa;år
Vann Ingemar Stenmark fler eller färre världscupsegrar i alpint än Björn Borg vann Grand Slam-titlar i tennis?;Britannica Ingemar Stenmark (86 världscupsegrar) + Britannica Bjorn Borg (11 Grand Slam-titlar);2024
Har Ace of Base-albumet "The Sign" sålt fler eller färre exemplar i världen än Europe-albumet "The Final Countdown"?;aceofbase.com (The Sign ~23 milj) + Sony Music Japan via Wikipedia The Final Countdown (~6 milj);2024
Har Sarah Sjöström tagit fler eller färre VM-guld i simning än Carolina Klüft tog VM-guld i friidrott?;SwimSwam/World Aquatics (Sjöström 14 individuella VM-guld) + World Athletics (Klüft 3 VM-guld sjukamp);2024
Har Vasamuseet fler eller färre besökare per år än Moderna museet? (2023);Sveriges Museer museibesöksrapport 2023 (Vasamuseet 1 243 534 / Moderna museet+ArkDes 385 842);2023
Regisserade Ingmar Bergman fler eller färre långfilmer än Lasse Hallström?;Wikipedia Ingmar Bergman filmography (48 långfilmer) + Wikipedia Lasse Hallström filmografi (~25);2024
Är Kaknästornet högre eller lägre än arenan Globen (Avicii Arena)?;Wikipedia Kaknästornet (170 m inkl. mast) + Avicii Arena (85 m);2024
Har bandet Kent gett ut fler eller färre studioalbum än The Cardigans?;Wikipedia Kents diskografi (12 studioalbum) + Wikipedia The Cardigans discography (6);2024
Har Håkan Hellström gett ut fler eller färre studioalbum än Robyn?;Wikipedia Håkan Hellströms diskografi (11 studioalbum) + Wikipedia Robyn discography (Honey = 8:e);2024
Är regalskeppet Vasa längre eller kortare än ostindiefararen Götheborg?;Wikipedia Regalskeppet Vasa (69 m) + Wikipedia Ostindiefararen Götheborg (58,5 m);2024
Gjorde Zlatan Ibrahimovic fler eller färre landslagsmål för Sverige än Henrik Larsson?;Transfermarkt/SvFF (Zlatan 62 landslagsmål) + Celtic FC/SvFF (Henrik Larsson 37);2024
Har Vasamuseet fler eller färre besökare per år än Moderna museet i Stockholm? (2022);Vasamuseet pressrum (944 357 besökare 2022) + Moderna museet årsredovisning 2022 (~485 000);2022
Har Nationalmuseum fler eller färre besökare per år än Vasamuseet? (2023);Sveriges Museer museibesöksrapport 2023 (Nationalmuseum 389 918 / Vasamuseet 1 243 534);2023
Har bandet Europe gett ut fler eller färre studioalbum än Kent?;Wikipedia Europe discography (11 studioalbum) + Wikipedia Kents diskografi (12);2024
Regisserade Lasse Hallström fler eller färre långfilmer än Ingmar Bergman?;Wikipedia Lasse Hallström filmografi (~25) + Wikipedia Ingmar Bergman filmography (48);2024
Tog Carolina Klüft fler eller färre VM-guld i friidrott än Sarah Sjöström tog VM-guld i simning?;World Athletics (Klüft 3 VM-guld sjukamp) + SwimSwam/World Aquatics (Sjöström 14 individuella VM-guld);2024
Har Moderna museet fler eller färre besökare per år än Vasamuseet? (2023);Sveriges Museer museibesöksrapport 2023 (Moderna museet+ArkDes 385 842 / Vasamuseet 1 243 534);2023
Har Robyn gett ut fler eller färre studioalbum än Kent?;Wikipedia Robyn discography (Honey = 8:e studioalbum) + Wikipedia Kents diskografi (12);2024
Har The Cardigans gett ut fler eller färre studioalbum än Håkan Hellström?;Wikipedia The Cardigans discography (6 studioalbum) + Wikipedia Håkan Hellströms diskografi (11);2024
Är ostindiefararen Götheborg längre eller kortare än regalskeppet Vasa?;Wikipedia Ostindiefararen Götheborg (58,5 m) + Wikipedia Regalskeppet Vasa (69 m);2024
Har First Aid Kit gett ut fler eller färre studioalbum än Ingmar Bergman regisserade långfilmer?;Wikipedia First Aid Kit (5 studioalbum) + Wikipedia Ingmar Bergman filmography (48 långfilmer);2024
Vann Björn Borg fler eller färre Grand Slam-titlar i tennis än Ingemar Stenmark vann världscupsegrar i alpint?;Britannica Bjorn Borg (11 Grand Slam-titlar) + Britannica Ingemar Stenmark (86 världscupsegrar);2024
Har Robyn gett ut fler eller färre studioalbum än Håkan Hellström?;Wikipedia Robyn discography (Honey = 8:e studioalbum) + Wikipedia Håkan Hellströms diskografi (11);2024
Har Veronica Maggio gett ut fler eller färre studioalbum än Håkan Hellström?;Wikipedia Veronica Maggios diskografi (7 studioalbum t.o.m. 2022) + Wikipedia Håkan Hellströms diskografi (11);2024
