fråga;källa;år
Är Helagsfjället högre eller lägre än fjället Sylarna?;Wikipedia (Helags 1797 m + Storsylen/Sylarnas svenska högsta punkt 1743 m);2024
Har Eskilstuna större eller mindre folkmängd än Karlstad? (2023);SCB statistiska tätorter 2023 (Eskilstuna 69948 / Karlstad 67122);2023
Är Indalsälven längre eller kortare än Ljusnan?;NE + Wikipedia (Indalsälven 430 km / Ljusnan 443 km);2024
Är sjön Vombsjön djupare eller grundare än Hornavan?;Kävlingeåns vattenråd + Wikipedia (Vombsjön maxdjup 16 m / Hornavan 221 m);2024
Har Sundsvall större eller mindre folkmängd än Gävle? (2023);SCB statistiska tätorter 2023 (Sundsvall 58813 / Gävle 79004);2023
Har sjön Sommen större eller mindre yta än Roxen?;Wikipedia (Sommen 132 km2 / Roxen 97 km2);2024
Är Pite älv längre eller kortare än Kalix älv?;Wikipedia + NE (Pite älv 410 km / Kalixälven 430 km);2024
Har sjön Sommen större eller mindre yta än Glan?;Wikipedia (Sommen 132 km2 / Glan 73 km2);2024
Har Varberg större eller mindre folkmängd än Falun? (2023);SCB statistiska tätorter 2023 (Varberg 36327 / Falun 39492);2023
Har Kalmar större eller mindre folkmängd än Växjö? (2023);SCB statistiska tätorter 2023 (Kalmar 41852 / Växjö 71282);2023
Är fjället Nuolja högre eller lägre än Galtispuouda?;Wikipedia (Nuolja 1169 m) + Arjeplog Lapland (Galtispuouda 800 m);2024
Har Umeå större eller mindre folkmängd än Skellefteå? (2023);SCB statistiska tätorter 2023 (Umeå 91916 / Skellefteå 36388);2023
Har sjön Stora Le större eller mindre yta än Vombsjön?;Wikipedia (Stora Le 131 km2 / Vombsjön 12 km2);2024
Har Trollhättan större eller mindre folkmängd än Eskilstuna? (2023);SCB statistiska tätorter 2023 (Trollhättan 50502 / Eskilstuna 69948);2023
Är vattenfallet Hällingsåfallet högre eller lägre än Ristafallet?;Sveriges högsta vattenfall-sammanställningar (Hällingsåfallet 43 m / Ristafallet 14 m);2024
Är vattenfallet Njupeskär högre eller lägre än Ristafallet?;Sveriges Nationalparker (Njupeskär total fallhöjd 93 m / Ristafallet 14 m);2024
Har Tyresta nationalpark större eller mindre yta än Sonfjällets nationalpark?;Sveriges Nationalparker / Naturvårdsverket (Tyresta 1962 ha / Sonfjället 10300 ha);2024
Har ön Lidingö större eller mindre yta än Värmdö?;Wikipedia (Lidingö ön landareal 30,65 km2 / Värmdö 181 km2);2024
Är Emån längre eller kortare än Vindelälven?;NE (Emån 229 km) + Wikipedia (Vindelälven 453 km);2024
Har ön Visingsö större eller mindre yta än Tjörn?;Wikipedia (Visingsö 24,97 km2 / Tjörn 147,54 km2);2024
Är vattenfallet Tännforsen högre eller lägre än Njupeskär?;Sveriges Nationalparker + vattenfall-sammanställningar (Tännforsen 38 m / Njupeskär 93 m);2024
Har Färnebofjärdens nationalpark större eller mindre yta än Tyresta nationalpark?;Naturvårdsverket / Länsstyrelsen (Färnebofjärden 10100 ha / Tyresta 1962 ha);2024
Har Kosterhavets nationalpark större eller mindre yta än Abisko nationalpark?;Sveriges Nationalparker (Kosterhavet ca 39000 ha / Abisko 7700 ha);2024
Har Padjelanta nationalpark större eller mindre yta än Sonfjällets nationalpark?;Sveriges Nationalparker / Naturvårdsverket (Padjelanta 198400 ha / Sonfjället 10300 ha);2024
Har ön Hisingen större eller mindre yta än Visingsö?;Wikipedia (Hisingen 198,84 km2 / Visingsö 24,97 km2);2024
Är Skellefte älv längre eller kortare än Vindelälven?;Wikipedia + NE (Skellefteälven 410 km / Vindelälven 453 km);2024
Har Sarek nationalpark större eller mindre yta än Färnebofjärdens nationalpark?;Sveriges Nationalparker / Naturvårdsverket (Sarek 197000 ha / Färnebofjärden 10100 ha);2024
