fråga;källa;år
Är berget K2 högre eller lägre än Mont Blanc?;Wikipedia: K2 (8 611 m) / Mont Blanc (4 808,7 m, 2017 års officiella mätning, avrundat 4 809);2017
Är Matterhorn högre eller lägre än berget Elbrus i Kaukasus?;Wikipedia: Matterhorn (4 478 m) / Mount Elbrus (5 642 m);2026
Är Angelfallen i Venezuela högre eller lägre än klippan Uluru i Australien?;Wikipedia: Angel Falls (979 m) / Uluru (348 m över omgivande slätt);2026
Är floden Volga längre eller kortare än Amazonas?;Britannica: Volga (3 530 km) / Amazon River (ca 6 400 km, vedertaget referensvärde);2026
Är floden Ganges längre eller kortare än Themsen?;Britannica: Ganges (2 525 km) / Wikipedia: River Thames (346 km);2026
Är Amazonas längre eller kortare än floden Ganges?;Britannica: Amazon River (ca 6 400 km, vedertaget referensvärde) / Ganges (2 525 km);2026
Är floden Mississippi längre eller kortare än Seine i Frankrike?;Britannica: Mississippi River (3 766 km) / Wikipedia: Seine (777 km);2026
Är Malawisjön djupare eller grundare än Tanganyikasjön?;Wikipedia: Lake Malawi (706 m) / Lake Tanganyika (1 470 m), maxdjup;2026
Är Titicacasjön i Sydamerika större eller mindre än Malawisjön till ytan?;Wikipedia: Lake Titicaca (8 372 km²) / Lake Malawi (ca 29 500 km²);2026
Är Döda havet större eller mindre än Titicacasjön till ytan?;Wikipedia: Dead Sea (605 km², 2016 års mätning, sjön krymper) / Lake Titicaca (8 372 km²);2016
"Är Svarta havet djupare eller grundare än Östersjön, mätt där de är som djupast?";Britannica: Black Sea (2 212 m) / Landsortsdjupet (459 m), maxdjup;2026
Är Röda havet större eller mindre än Medelhavet till ytan?;Wikipedia: Red Sea (438 000 km²) / Mediterranean Sea (ca 2 500 000 km²);2026
Är Norra ishavet större eller mindre än Indiska oceanen till ytan?;NOAA/Wikipedia: Arctic Ocean (14,1 milj km²) / Indian Ocean (70,6 milj km²);2026
Är Atlanten större eller mindre än Stilla havet till ytan?;NOAA/Wikipedia: Atlantic Ocean (106,5 milj km²) / Pacific Ocean (165,3 milj km²);2026
Är Grand Canyon djupare eller grundare än Marianergraven?;Wikipedia: Grand Canyon (1 857 m maxdjup) / Challenger Deep, Marianergraven (10 935 m, 2021 års lodning);2021
Är ön Nya Guinea större eller mindre än Borneo till ytan?;Wikipedia: List of islands by area (Nya Guinea 785 753 / Borneo 748 168 km², hela öarna);2026
Är Kreta större eller mindre än ön Tasmanien till ytan?;Wikipedia: Crete (8 336 km²) / Tasmania, huvudön (64 519 km²);2026
Är Tasmanien större eller mindre än den japanska ön Honshu till ytan?;Wikipedia: Tasmania, huvudön (64 519 km²) / Honshu (227 960 km²);2026
Är Korsika större eller mindre än Bornholm till ytan?;Wikipedia: Corsica (8 722 km²) / Bornholm (588 km²);2026
Är Grönland större eller mindre än Madagaskar till ytan?;Wikipedia: List of islands by area (Grönland 2 166 086 / Madagaskar 587 041 km²);2026
Är Madagaskar större eller mindre än ön Nya Guinea till ytan?;Wikipedia: List of islands by area (Madagaskar 587 041 / Nya Guinea 785 753 km²);2026
Är Kenya större eller mindre än Madagaskar till ytan?;Wikipedia: Geography of Kenya (580 367 km²) / Geography of Madagascar (587 041 km²), total landyta;2026
Är Atacamaöknen större eller mindre än Namiböknen till ytan?;Wikipedia: Atacama Desert (104 741 km²) / Namib (80 950 km²), kärnöknarnas vedertagna avgränsning;2026
Är Nya Zeeland större eller mindre än Storbritannien till ytan?;Wikipedia: Geography of New Zealand (268 021 km²) / Geography of the United Kingdom (243 610 km²);2026
Har Indien fler eller färre invånare än Bangladesh? (2024);FN World Population Prospects 2024 (Indien 1 451 / Bangladesh 174 milj, mitten av 2024);2024
Har Turkiet fler eller färre grannländer än Schweiz?;WorldAtlas/Wikipedia: Turkiet 8 grannländer (landgräns) / Schweiz 5 grannländer;2026
Har Australien fler eller färre invånare än Kanada? (2024);ABS (27,2 milj, 30 juni 2024) / Statistics Canada (41,3 milj, 1 juli 2024);2024
