fråga;källa;år
Är solens yta varmare eller kallare än glödtråden i en glödlampa?;NASA Sun Fact Sheet;2024
Väger Jupiter mer eller mindre än Saturnus?;NASA Planetary Fact Sheet;2024
Är rymdfärjan högre eller lägre än raketen Saturn V?;NASA – Saturn V / Space Shuttle specifications;2023
Väger raketen Saturn V mer eller mindre vid start än rymdfärjan?;NASA – Saturn V / Space Shuttle specifications;2023
Tog Apollo 11:s resa till månen längre eller kortare tid än tre dygn?;NASA – Apollo 11 Mission Timeline;2023
Var Apollo 11:s besättning fler eller färre än antalet personer som gått på månen totalt?;NASA – Apollo Program (12 moonwalkers);2023
Kretsar ISS högre eller lägre över jorden än ett trafikflygplan flyger?;NASA – ISS facts / Orbital altitude;2024
Tar ett varv runt jorden för ISS längre eller kortare tid än ett halvt dygn?;NASA – ISS orbital period;2024
Kommer Halleys komet tillbaka oftare eller mer sällan än vart trettionde år?;NASA – 1P/Halley;2024
Har Orions bälte fler eller färre tydliga stjärnor än stjärnbilden Karlavagnen?;IAU – Constellations (Orion / Ursa Major);2023
Är jordens månvarv längre eller kortare än en månad på 30 dagar?;NASA – Moon (sidereal period 27,3 d);2024
Är avståndet till månen längre eller kortare än ett varv runt jordklotet?;NASA – Moon distance / Earth circumference;2024
Är ett kvarts jordår längre eller kortare än ett dygn på Merkurius?;NASA – Mercury Fact Sheet (solar day 176 d);2024
Har dvärgplaneten Pluto större eller mindre diameter än Merkurius?;NASA Planetary Fact Sheet;2024
