fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är Helagsfjället högre eller lägre än fjället Sylarna?;Helagsfjället;Sylarna;1797;1743;meter;Hur många meter skiljer det?
Har Eskilstuna större eller mindre folkmängd än Karlstad? (2023);Eskilstuna;Karlstad;69948;67122;invånare;Hur många invånare skiljer det?
Är Indalsälven längre eller kortare än Ljusnan?;Indalsälven;Ljusnan;430;443;kilometer;Hur många kilometer skiljer det?
Är sjön Vombsjön djupare eller grundare än Hornavan?;Vombsjön;Hornavan;16;221;meter;Hur många meter skiljer det?
Har Sundsvall större eller mindre folkmängd än Gävle? (2023);Sundsvall;Gävle;58813;79004;invånare;Hur många invånare skiljer det?
Har sjön Sommen större eller mindre yta än Roxen?;Sommen;Roxen;132;97;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Är Pite älv längre eller kortare än Kalix älv?;Pite älv;Kalix älv;410;430;kilometer;Hur många kilometer skiljer det?
Har sjön Sommen större eller mindre yta än Glan?;Sommen;Glan;132;73;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Varberg större eller mindre folkmängd än Falun? (2023);Varberg;Falun;36327;39492;invånare;Hur många invånare skiljer det?
Har Kalmar större eller mindre folkmängd än Växjö? (2023);Kalmar;Växjö;41852;71282;invånare;Hur många invånare skiljer det?
Är fjället Nuolja högre eller lägre än Galtispuouda?;Nuolja;Galtispuouda;1169;800;meter;Hur många meter skiljer det?
Har Umeå större eller mindre folkmängd än Skellefteå? (2023);Umeå;Skellefteå;91916;36388;invånare;Hur många invånare skiljer det?
Har sjön Stora Le större eller mindre yta än Vombsjön?;Stora Le;Vombsjön;131;12;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Trollhättan större eller mindre folkmängd än Eskilstuna? (2023);Trollhättan;Eskilstuna;50502;69948;invånare;Hur många invånare skiljer det?
Är vattenfallet Hällingsåfallet högre eller lägre än Ristafallet?;Hällingsåfallet;Ristafallet;43;14;meter;Hur många meter skiljer det?
Är vattenfallet Njupeskär högre eller lägre än Ristafallet?;Njupeskär;Ristafallet;93;14;meter;Hur många meter skiljer det?
Har Tyresta nationalpark större eller mindre yta än Sonfjällets nationalpark?;Tyresta;Sonfjället;1962;10300;hektar;Hur många hektar skiljer det?
Har ön Lidingö större eller mindre yta än Värmdö?;Lidingö;Värmdö;30,65;181;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Är Emån längre eller kortare än Vindelälven?;Emån;Vindelälven;229;453;kilometer;Hur många kilometer skiljer det?
Har ön Visingsö större eller mindre yta än Tjörn?;Visingsö;Tjörn;25;147;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Är vattenfallet Tännforsen högre eller lägre än Njupeskär?;Tännforsen;Njupeskär;38;93;meter;Hur många meter skiljer det?
Har Färnebofjärdens nationalpark större eller mindre yta än Tyresta nationalpark?;Färnebofjärden;Tyresta;10100;1962;hektar;Hur många hektar skiljer det?
Har Kosterhavets nationalpark större eller mindre yta än Abisko nationalpark?;Kosterhavet;Abisko;39000;7700;hektar;Hur många hektar skiljer det?
Har Padjelanta nationalpark större eller mindre yta än Sonfjällets nationalpark?;Padjelanta;Sonfjället;198400;10300;hektar;Hur många hektar skiljer det?
Har ön Hisingen större eller mindre yta än Visingsö?;Hisingen;Visingsö;199;25;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Är Skellefte älv längre eller kortare än Vindelälven?;Skellefte älv;Vindelälven;410;453;kilometer;Hur många kilometer skiljer det?
Har Sarek nationalpark större eller mindre yta än Färnebofjärdens nationalpark?;Sarek;Färnebofjärden;197000;10100;hektar;Hur många hektar skiljer det?
