fråga;källa;år
Är Brandenburger Tor högre eller lägre än Taipei 101?;Britannica/Wikipedia: Brandenburger Tor (26 m), Taipei 101 (508 m);2024
Är Triumfbågen i Paris högre eller lägre än Willis Tower i Chicago?;Wikipedia: Arc de Triomphe (50 m total höjd), Willis Tower (442 m till tak);2024
Är Pantheon i Rom högre eller lägre än Willis Tower i Chicago?;Wikipedia: Pantheon Rom (43,3 m), Willis Tower (442 m);2024
Är Space Needle i Seattle högre eller lägre än Shanghai Tower?;Wikipedia: Space Needle (184,4 m med spira), Shanghai Tower (632 m);2024
Är Atomium i Bryssel högre eller lägre än Taipei 101?;Wikipedia: Atomium (102 m), Taipei 101 (508 m);2024
Är London Eye högre eller lägre än Tokyo Skytree?;Wikipedia: London Eye (135 m), Tokyo Skytree (634 m, officiell spec);2024
Är Stonehenge äldre eller yngre än Sagrada Família?;English Heritage/British Museum: Stonehenge tidigaste fas ca 3100 f.Kr. (ca 5100 år), Sagrada Família påbörjad 1882 (ca 144 år);2026
Är Cheopspyramiden äldre eller yngre än Taj Mahal?;Britannica: Cheopspyramiden byggd under Khufu ca 2560 f.Kr. (ca 4600 år), Taj Mahal färdig 1653 (ca 370 år);2026
Är Sydneys operahus äldre eller yngre än Colosseum?;Wikipedia: Sydney Opera House invigt 1973 (ca 53 år), Colosseum invigt ca 80 e.Kr. (ca 1950 år);2026
Är Angkor Wat-templet äldre eller yngre än Sydneys operahus?;Britannica/History.com: Angkor Wat byggt ca 1110-1150 (ca 900 år), Sydney Opera House 1973 (ca 53 år);2026
Är Parthenon på Akropolis äldre eller yngre än Machu Picchu?;Britannica: Parthenon färdigt 438 f.Kr. (ca 2470 år), Machu Picchu byggt ca 1450 (ca 580 år);2026
Är Akashi Kaikyō-brons huvudspann längre eller kortare än Brooklynbrons huvudspann?;Britannica/Wikipedia: Akashi Kaikyō-bron (huvudspann 1991 m), Brooklyn Bridge (huvudspann 486 m);2024
Är Taipei 101 högre eller lägre än Big Bens torn?;Wikipedia: Taipei 101 (508 m), Elizabeth Tower/Big Ben (96 m);2024Är Stonehenge äldre eller yngre än Angkor Wat-templet?;English Heritage: Stonehenge tidigaste fas ca 3100 f.Kr. (ca 5100 år), Angkor Wat ca 1110-1150 (ca 900 år);2026
Är Taj Mahal högre eller lägre än Petronastornen?;Wikipedia: Taj Mahal (73 m), Petronas Towers (451,9 m);2024Är Sydneys operahus högre eller lägre än Lotte World Tower i Seoul?;Wikipedia: Sydney Opera House (65 m), Lotte World Tower (554,5 m);2024
Är Petersdomen i Rom högre eller lägre än Shanghai Tower?;Vatikanen/Wikipedia: Peterskyrkan (ca 136 m till kupolens topp), Shanghai Tower (632 m);2024Är Lotte World Tower i Seoul högre eller lägre än Cheopspyramiden?;Wikipedia/Britannica: Lotte World Tower (554,5 m), Cheopspyramiden (138,5 m nuvarande höjd);2024
Är Atomium i Bryssel högre eller lägre än Kristusstatyn i Rio (med sockel)?;Wikipedia/Britannica: Atomium (102 m), Christ the Redeemer (38 m m. sockel);2024
Är Big Bens torn högre eller lägre än moai-statyerna på Påskön?;Wikipedia: Elizabeth Tower/Big Ben (96 m), Moai (genomsnitt ca 4 m);2024
