fråga;källa;år
Är en klarinett längre eller kortare än en tvärflöjt?;Wikipedia: Clarinet (Bb-klarinett ca 66 cm) / Western concert flute (ca 67 cm);2024
Fick Carolas Fångad av en stormvind fler eller färre poäng i Eurovision 1991 än Herreys Diggi-Loo Diggi-Ley fick 1984?;Wikipedia: Eurovision Song Contest 1991 (146 p) / Eurovision Song Contest 1984 (145 p);1991
Gav ABBA ut fler eller färre studioalbum än The Beatles?;Wikipedia: ABBA discography (9 studioalbum inkl Voyage) / The Beatles albums discography (12 brittiska studioalbum, kärnkatalogen Please Please Me-Let It Be, exkl amerikanska Magical Mystery Tour);2024
Har en fiol fler eller färre strängar än en gitarr?;Wikipedia: Violin (4 strängar) / Guitar (6 strängar);2024
Är en cello längre eller kortare än en fiol?;Wikipedia: Cello (ca 120 cm total) / Violin (ca 60 cm total);2024
Är Queens Bohemian Rhapsody längre eller kortare än ABBAs Waterloo?;Wikipedia: Bohemian Rhapsody (5:55) / Waterloo (ABBA song) (engelska singelversionen 2:42);2024
Är Elvis Presleys Jailhouse Rock längre eller kortare än Avicii-låten Wake Me Up?;Wikipedia: Jailhouse Rock (song) (originalsingeln 1957, 2:35) / Wake Me Up (Avicii song) (singelversionen 4:09);2024
Fick Loreens Tattoo fler eller färre poäng i Eurovision-finalen 2023 än Måns Zelmerlöws Heroes fick 2015?;Wikipedia: Eurovision Song Contest 2023 (583 p) / Eurovision Song Contest 2015 (365 p); obs olika poängsystem, 2016 dubblades poängpotten (jury+tittare), åren pinnade i frågan;2023
Har Michael Jacksons album Thriller sålt fler eller färre exemplar än The Beatles Sgt Pepper's Lonely Hearts Club Band?;Wikipedia: List of best-selling albums (Thriller ca 70 milj claimed sales, Sgt Pepper ca 32 milj claimed sales);2024
Har Loreen vunnit Melodifestivalen fler eller färre gånger än Carola?;Wikipedia: Melodifestivalen (Loreen 2012+2023, Carola 1983+1991+2006);2023
Har Queen gett ut fler eller färre studioalbum än ABBA?;Wikipedia: Queen discography (15 studioalbum) / ABBA discography (9 studioalbum);2024
Snurrar en vinylsingel fler eller färre varv per minut än en LP-skiva?;Wikipedia: Phonograph record (singel 45 rpm, LP 33 1/3 rpm);2024
Har en konsertharpa fler eller färre strängar än en flygel?;Wikipedia: Pedal harp (47 strängar) / Piano (ca 230 strängar i en modern 88-tangenters flygel, modellberoende);2024
Hade Roxette fler eller färre listettor på amerikanska Billboard-listan än ABBA?;Wikipedia: Roxette (4 Hot 100-ettor) / ABBA (1 Hot 100-etta, Dancing Queen), historiskt fixt;2024
Skrev Beethoven fler eller färre symfonier än Mozart?;Wikipedia: Ludwig van Beethoven (9 symfonier) / Wolfgang Amadeus Mozart (41 numrerade symfonier);2024
Är Beatles-låten Yesterday längre eller kortare än Hey Jude?;Wikipedia: Yesterday (song) (Help!-albumversionen 2:05) / Hey Jude (7:11);2024
Har en symfoniorkester fler eller färre musiker än ett storband?;Wikipedia: Orchestra (fullstor symfoniorkester ca 100) / Big band (standard 17);2024
Väger en altsaxofon mer eller mindre än en tuba?;Tillverkarspec Yamaha / Wikipedia: Saxophone (altsax ca 2,5 kg), Tuba (ca 10 kg, modellberoende, lättaste konserttubor ca 9 kg);2024
Har en konsertbastrumma större eller mindre diameter än en virveltrumma?;Wikipedia: Bass drum (konsertbastrumma ca 90 cm/36 tum) / Snare drum (35 cm/14 tum);2024
Är en kontrabas längre eller kortare än en fiol?;Wikipedia: Double bass (ca 180 cm) / Violin (ca 60 cm);2024
Är Queens We Will Rock You längre eller kortare än Bohemian Rhapsody?;Wikipedia: We Will Rock You (2:02) / Bohemian Rhapsody (5:55);2024
Fick Loreens Euphoria fler eller färre poäng i Eurovision 2012 än ABBAs Waterloo fick 1974?;Wikipedia: Eurovision Song Contest 2012 (372 p) / Eurovision Song Contest 1974 (24 p); obs olika poängsystem, 1974 gav varje jury 10 poäng totalt, åren pinnade i frågan;2012
Har en gitarr fler eller färre strängar än en konsertharpa?;Wikipedia: Guitar (6 strängar) / Concert harp (47 strängar);2024
Väger en tuba mer eller mindre än en tvärflöjt?;Wikipedia: Tuba (ca 10 kg) / Western concert flute (ca 0,4 kg);2024
Väger en elgitarr mer eller mindre än en konsertflygel?;Fender Stratocaster-spec (ca 4 kg) / Steinway & Sons modell D-274-spec (480 kg);2024
Har en stråkkvartett fler eller färre musiker än en symfoniorkester?;Wikipedia: String quartet (4 musiker) / Orchestra (fullstor symfoniorkester ca 100);2024
