fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är berget Denali i Alaska högre eller lägre än Kilimanjaro?;Denali;Kilimanjaro;6190;5895;meter;Hur många meter skiljer det?
Har Grekland fler eller färre invånare än Portugal? (2024);Grekland;Portugal;10,4;10,6;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Cypern större eller mindre än Jamaica till ytan?;Cypern;Jamaica;9251;10991;km²;Hur många km² skiljer det?
Är Kebnekaise högre eller lägre än berget Mount Fuji i Japan?;Kebnekaise;Mount Fuji;2097;3776;meter;Hur många meter skiljer det?
Är Kongofloden längre eller kortare än Yangtzefloden?;Kongofloden;Yangtzefloden;4700;6300;km;Hur många km skiljer det?
Är floden Po längre eller kortare än floden Ebro?;Po;Ebro;652;930;km;Hur många km skiljer det?
Är Mackenzieflodens flodsystem i Kanada längre eller kortare än floden Zambezi i Afrika?;Mackenzieflodens flodsystem;Zambezi;4241;2574;km;Hur många km skiljer det?
Är Vostoksjön under Antarktis is större eller mindre än Vänern till ytan?;Vostoksjön;Vänern;12500;5450;km²;Hur många km² skiljer det?
Är önationen Malta större eller mindre än ön Ibiza till ytan?;Malta;Ibiza;316;571;km²;Hur många km² skiljer det?
Är Teneriffa större eller mindre än Rhodos till ytan?;Teneriffa;Rhodos;2034;1401;km²;Hur många km² skiljer det?
Är Österrike större eller mindre än Schweiz till ytan?;Österrike;Schweiz;83,9;41,3;tusen km²;Hur många tusen km² skiljer det?
Är Botswana större eller mindre än Sydafrika till ytan?;Botswana;Sydafrika;582;1221;tusen km²;Hur många tusen km² skiljer det?
Har Mongoliet fler eller färre invånare än Nya Zeeland? (2024);Mongoliet;Nya Zeeland;3,5;5,2;miljoner invånare;Hur många miljoner invånare skiljer det?
Är vulkanen Vesuvius högre eller lägre än vulkanen Etna?;Vesuvius;Etna;1281;3403;meter;Hur många meter skiljer det?
Är floden Loire längre eller kortare än floden Zambezi?;Loire;Zambezi;1006;2574;km;Hur många km skiljer det?
Är Ontariosjön större eller mindre än Victoriasjön till ytan?;Ontariosjön;Victoriasjön;18960;59947;km²;Hur många km² skiljer det?
Är Öland större eller mindre än den danska ön Själland till ytan?;Öland;Själland;1342;7031;km²;Hur många km² skiljer det?
Är Italien större eller mindre än Portugal till ytan?;Italien;Portugal;301;92;tusen km²;Hur många tusen km² skiljer det?
Är Mount Everest högre eller lägre än Kebnekaise?;Mount Everest;Kebnekaise;8849;2097;meter;Hur många meter skiljer det?
Är Michigansjön större eller mindre än Ontariosjön till ytan?;Michigansjön;Ontariosjön;58000;18960;km²;Hur många km² skiljer det?
Är ögruppen Azorerna större eller mindre än Kanarieöarna till ytan?;Azorerna;Kanarieöarna;2333;7447;km²;Hur många km² skiljer det?
Har Tanzania fler eller färre invånare än Grekland? (2024);Tanzania;Grekland;68,6;10,4;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Torneälven längre eller kortare än Nilen?;Torneälven;Nilen;522;6650;km;Hur många km skiljer det?
Är Sahara större eller mindre än Gobiöknen till ytan?;Sahara;Gobiöknen;9200;1295;tusen km²;Hur många tusen km² skiljer det?
Har Nepal fler eller färre invånare än Bhutan? (2024);Nepal;Bhutan;29,7;0,8;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Grönland större eller mindre än Island till ytan?;Grönland;Island;2166;103;tusen km²;Hur många tusen km² skiljer det?
Är Mongoliet större eller mindre än Danmark till ytan?;Mongoliet;Danmark;1564;43;tusen km²;Hur många tusen km² skiljer det?
