fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är Kristusstatyn i Rio (utan sockel) högre eller lägre än moai-statyerna på Påskön?;Christ the Redeemer;Moai på Påskön;30;4;meter;Hur många meter skiljer det?
Är CN-tornet i Toronto högre eller lägre än Tokyo Skytree?;CN-tornet;Tokyo Skytree;553;634;meter;Hur många meter skiljer det?
Är skyskrapan Lotte World Tower i Seoul högre eller lägre än moai-statyerna på Påskön?;Lotte World Tower;Moai på Påskön;555;4;meter;Hur många meter skiljer det?
Är Petersdomen i Rom högre eller lägre än Tokyo Skytree?;Petersdomen;Tokyo Skytree;136;634;meter;Hur många meter skiljer det?
Är Cheopspyramiden högre eller lägre än Pisas lutande torn?;Cheopspyramiden;Pisas lutande torn;139;56;meter;Hur många meter skiljer det?
Är Chichén Itzás pyramid (El Castillo) högre eller lägre än Cheopspyramiden?;Chichén Itzá;Cheopspyramiden;30;139;meter;Hur många meter skiljer det?
Är London Eye högre eller lägre än Pariserhjulet High Roller i Las Vegas?;London Eye;High Roller;135;167;meter;Hur många meter skiljer det?
Är Atomium i Bryssel högre eller lägre än Triumfbågen i Paris?;Atomium;Triumfbågen;102;50;meter;Hur många meter skiljer det?
Är Ostankino-tornet i Moskva högre eller lägre än Tokyo Skytree?;Ostankino-tornet;Tokyo Skytree;540;634;meter;Hur många meter skiljer det?
Är Kölnerdomens torn högre eller lägre än Tokyotornet?;Kölnerdomen;Tokyotornet;157;333;meter;Hur många meter skiljer det?
Är Brandenburger Tor högre eller lägre än Triumfbågen i Paris?;Brandenburger Tor;Triumfbågen;26;50;meter;Hur många meter skiljer det?
Är Stonehenge äldre eller yngre än Colosseum?;Stonehenge;Colosseum;5100;1950;år;Hur många år skiljer det?
Är Colosseum äldre eller yngre än Taj Mahal?;Colosseum;Taj Mahal;1950;370;år;Hur många år skiljer det?
Är Parthenon på Akropolis äldre eller yngre än tempelanläggningen Angkor Wat?;Parthenon;Angkor Wat;2470;900;år;Hur många år skiljer det?
Är Machu Picchu äldre eller yngre än Sagrada Família?;Machu Picchu;Sagrada Família;580;144;år;Hur många år skiljer det?
Är Akashi Kaikyō-bron i Japan längre eller kortare i huvudspann än Golden Gate-bron?;Akashi Kaikyō-bron;Golden Gate-bron;1991;1280;meter;Hur många meter skiljer det?
Är Millau-viadukten i Frankrike högre eller lägre än Petronastornen?;Millau-viadukten;Petronastornen;343;452;meter;Hur många meter skiljer det?
Är Kinesiska muren längre eller kortare än floden Donau?;Kinesiska muren;Floden Donau;21196;2850;kilometer;Hur många kilometer skiljer det?
Är Cheopspyramidens bassida (en sida) längre eller kortare än Golden Gate-brons huvudspann?;Cheopspyramidens bassida;Golden Gate-brons huvudspann;230;1280;meter;Hur många meter skiljer det?
Är moai-statyerna på Påskön högre eller lägre än skyskrapan Shanghai Tower?;Moai på Påskön;Shanghai Tower;4;632;meter;Hur många meter skiljer det?
Är operahuset i Sydney äldre eller yngre än Atomium i Bryssel?;Sydneys operahus;Atomium;53;68;år;Hur många år skiljer det?
Är Petronastornen högre eller lägre än Shanghai Tower?;Petronastornen;Shanghai Tower;452;632;meter;Hur många meter skiljer det?
Har Sagrada Família byggts under fler eller färre år än Kölnerdomen?;Sagrada Família;Kölnerdomen;144;632;år;Hur många år skiljer det?
Är Angkor Wat-templet äldre eller yngre än Kölnerdomen?;Angkor Wat;Kölnerdomen;900;770;år;Hur många år skiljer det?
Är Christ the Redeemer-statyn (utan sockel) högre eller lägre än Frihetsgudinnan (utan sockel)?;Christ the Redeemer;Frihetsgudinnan;30;46;meter;Hur många meter skiljer det?
Är CN-tornet i Toronto högre eller lägre än Tokyotornet?;CN-tornet;Tokyotornet;553;333;meter;Hur många meter skiljer det?
