fråga;källa;år
Väger en pygmémus mer eller mindre än ett vildsvin?;Wikipedia (African pygmy mouse / Wild boar);2025
Väger en sjöhäst mer eller mindre än en mårdhund?;Wikipedia (Seahorse / Common raccoon dog);2025
Väger en näbbmus mer eller mindre än ett jordsvin?;Wikipedia (Common shrew / Aardvark);2025
Väger en spetsekorre mer eller mindre än en mandrill?;Wikipedia (Common treeshrew / Mandrill);2025
Är en saltvattenskrokodil längre eller kortare än en blåtungad skink?;Wikipedia (Saltwater crocodile / Tiliqua scincoides);2025
Väger en tukan mer eller mindre än en marabustork?;Wikipedia (Toco toucan / Marabou stork);2025
Är en axolotl längre eller kortare än en komodovaran?;Wikipedia (Axolotl / Komodo dragon);2025
Är en eldsalamander tyngre eller lättare än en lövgroda?;Animalia.bio (Fire salamander) / Wikipedia (European tree frog);2025
Väger ett jordsvin mer eller mindre än en halsbandspekari?;Wikipedia (Aardvark / Collared peccary);2025
Lever en lemur längre eller kortare än en vessla?;Wikipedia (Ring-tailed lemur / Least weasel, captive);2025
Är vingbredden på en marabustork större eller mindre än på en kungsörn?;Wikipedia (Marabou stork / Golden eagle);2025
Lever en flamingo längre eller kortare än en knölsvan?;SeaWorld (Flamingos) / AnAge (Mute swan);2025
Lever en tuatara längre eller kortare än en koikarp?;Wikipedia (Tuatara) / Kodama Koi Farm (koi lifespan);2025
Simmar en segelfisk fortare eller långsammare än en flygfisk?;Wikipedia (Sailfish / Flying fish);2025
Simmar en makohaj fortare eller långsammare än en segelfisk?;Wikipedia (Shortfin mako / Sailfish);2025
Väger en mandrill mer eller mindre än ett jordsvin?;Wikipedia (Mandrill / Aardvark);2025
Är näbben på en tukan längre eller kortare än på en pelikan?;Wikipedia (Toco toucan beak / Australian pelican);2025
Väger en kapybara mer eller mindre än en utter?;Wikipedia (Capybara / Eurasian otter);2025
Är dräktighetstiden för ett vildsvin längre eller kortare än för ett får?;ADW (Sus scrofa) / Sheep101 (ewe gestation);2025
Väger ett myrkott mer eller mindre än en tasmansk djävul?;Wikipedia (Giant pangolin / Tasmanian devil);2025
Ruvas ett strutsägg längre eller kortare än ett hönsägg?;Wikipedia (Ostrich egg incubation / Chicken egg);2025
Springer en halsbandspekari fortare eller långsammare än en grävling?;SeaWorld (Peccaries) / EnviroLiteracy (Badger);2025
Väger en flamingo mer eller mindre än en pelikan?;Wikipedia (Greater flamingo / American white pelican);2025
Har en okapi högre eller lägre mankhöjd än en halsbandspekari?;Wikipedia (Okapi / Collared peccary);2025
Lever en tasmansk djävul längre eller kortare än ett vårtsvin?;Wikipedia (Tasmanian devil / Common warthog);2025
Är dräktighetstiden för en bison längre eller kortare än för en människa?;San Diego Zoo (American bison) / human gestation ~40 wk;2025
Har en kapucinapa längre eller kortare kropp än en mandrill?;Wikipedia (Capuchin monkey / Mandrill);2025
