fråga;källa;år
Är grottan Krubera djupare eller grundare än grottan Veryovkina?;Wikipedia (Krubera Cave / Veryovkina Cave);2024
Är Marianergraven djupare än Mount Everest är högt?;NOAA / Wikipedia (Challenger Deep, Mount Everest);2023
Var det varmaste som uppmätts i Death Valley varmare eller kallare än det svenska värmerekordet?;WMO / SMHI (svenska temperaturrekord);2022
Är kvarts hårdare eller mjukare än diamant på Mohs hårdhetsskala?;Mohs hårdhetsskala (Britannica/Wikipedia);2024
Är inlandsisen på Grönland tjockare eller tunnare än inlandsisen i Antarktis, mätt där de är som tjockast?;NSIDC / Wikipedia (Greenland & Antarctic ice sheet);2023
Är en vanlig regndroppe större eller mindre i diameter än ett hagelkorn?;NOAA NSSL (Hail Basics) / The Physics Factbook;2024
Är fältspat hårdare eller mjukare än diamant på Mohs hårdhetsskala?;Mohs hårdhetsskala (Britannica/Wikipedia);2024
Sprutar gejsern Old Faithful i Yellowstone högre eller lägre än Strokkur på Island?;Wikipedia (Old Faithful, Strokkur);2024
Är blomman hos jätteväxten rafflesia större eller mindre i diameter än blomkorgen på en solros?;Wikipedia (List of world records held by plants, Rafflesia arnoldii);2024
Är ett rekordsnödjup i japanska Alperna större eller mindre än ett vanligt vintersnödjup i de svenska fjällen?;Guinness World Records / Weather Underground (Mt Ibuki 1182 cm);2024
Är apatit hårdare eller mjukare än topas på Mohs hårdhetsskala?;Mohs hårdhetsskala (Britannica/Wikipedia);2024
Når toppen på ett typiskt åskmoln högre eller lägre än Mount Everest?;Stull, Practical Meteorology (cumulonimbus tops ~12 km);2024
Faller det mer eller mindre regn på ett år i Stockholm än i Mawsynram, en av jordens blötaste platser?;SMHI (Stockholm normalnederbörd) / India Met Dept (Mawsynram);2024
Är Döda havet saltare eller mindre salt än Östersjön?;Wikipedia (Dead Sea) / Itameri.fi (Baltic salinity);2024
Är Östersjön saltare eller mindre salt än världshaven i genomsnitt?;Itameri.fi (Baltic salinity) / NOAA (ocean average 35 g/L);2024
Rör sig en alpglaciär mer eller mindre per dygn än en snabb glaciär som Jakobshavn på Grönland?;EGU / AntarcticGlaciers.org (Jakobshavn ~40 m/dygn);2024
Är tidvattenskillnaden i Fundybukten i Kanada större eller mindre än i Medelhavet?;NOAA (Bay of Fundy 16,5 m) / Wikipedia;2024
Är ett rekordstort hagelkorn större eller mindre i diameter än en golfboll?;NOAA NWS (Vivian SD 20,3 cm 2010) / R&A (golfboll 4,27 cm);2024
Är Östersjöns genomsnittliga djup större eller mindre än Nordsjöns genomsnittliga djup?;Wikipedia (Baltic Sea ~55 m, North Sea ~95 m);2024
Är en gipskristall i Naica-grottan längre eller kortare än en vuxen människa är lång?;Wikipedia (Cave of the Crystals, största kristall 11,4 m);2024
Svävar ett cumulusmoln på högre eller lägre höjd än ett tunt cirrusmoln?;Wikipedia (Cumulus cloud, Cirrus cloud) / NASA;2024
Väger ett orkidéfrö mer eller mindre än ett ärtfrö?;Kew (orkidéfrö ~3,6 µg) / Green Harvest (ärtfrö ~0,3 g);2024
Är luftfuktigheten i en regnskog högre eller lägre än i Atacamaöknen?;ESO/Paranal (Atacama ~5-20 %) / Nat. Geographic (regnskog ~90 %);2024
Är ett sandkorn på en strand större eller mindre i diameter än ett saltkorn?;Wentworth grain-size scale (sand 0,0625-2 mm) / bordssalt ~0,3 mm;2024
