fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är Vietnam större eller mindre än Malaysia till ytan?;Vietnam;Malaysia;331;330;tusen km²;Hur många tusen km² skiljer det?
Är Sicilien större eller mindre än Sardinien till ytan?;Sicilien;Sardinien;25,7;24;tusen km²;Hur många tusen km² skiljer det?
Har Danmark fler eller färre invånare än Finland? (2024);Danmark;Finland;5,9;5,6;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Marocko större eller mindre än Ukraina till ytan?;Marocko;Ukraina;447;604;tusen km²;Hur många tusen km² skiljer det?
Är Angola större eller mindre än Sudan till ytan?;Angola;Sudan;1247;1886;tusen km²;Hur många tusen km² skiljer det?
Är Kenya större eller mindre än Tanzania till ytan?;Kenya;Tanzania;580;947;tusen km²;Hur många tusen km² skiljer det?
Är Afghanistan större eller mindre än Irak till ytan?;Afghanistan;Irak;653;438;tusen km²;Hur många tusen km² skiljer det?
Hade New Yorks storstadsområde fler eller färre invånare än Los Angeles? (2024);New York;Los Angeles;19;12,5;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Paris storstadsområde fler eller färre invånare än Moskva? (2024);Paris;Moskva;11;17;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Seouls storstadsområde fler eller färre invånare än Bangkok? (2024);Seoul;Bangkok;26;17,5;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Manilas storstadsområde fler eller färre invånare än Jakarta? (2024);Manila;Jakarta;15;34;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Buenos Aires storstadsområde fler eller färre invånare än Kairo? (2024);Buenos Aires;Kairo;15,4;22;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Belgien större eller mindre än Tjeckien till ytan?;Belgien;Tjeckien;30,5;79;tusen km²;Hur många tusen km² skiljer det?
Är ön Java större eller mindre än Sumatra till ytan?;Java;Sumatra;129;473;tusen km²;Hur många tusen km² skiljer det?
Hade Torontos storstadsområde fler eller färre invånare än Dhaka? (2024);Toronto;Dhaka;7,1;23;miljoner invånare;Hur många miljoner invånare skiljer det?
Är ön Honshu större eller mindre än Madagaskar till ytan?;Honshu;Madagaskar;228;587;tusen km²;Hur många tusen km² skiljer det?
Är Sicilien större eller mindre än Kuba till ytan?;Sicilien;Kuba;25,7;110;tusen km²;Hur många tusen km² skiljer det?
Har Myanmar fler eller färre invånare än Bangladesh? (2024);Myanmar;Bangladesh;54;173;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Ecuador större eller mindre än Argentina till ytan?;Ecuador;Argentina;284;2780;tusen km²;Hur många tusen km² skiljer det?
Är Algeriet större eller mindre än Belgien till ytan?;Algeriet;Belgien;2382;30,5;tusen km²;Hur många tusen km² skiljer det?
Har Vietnam fler eller färre invånare än Mongoliet? (2024);Vietnam;Mongoliet;100;3,5;miljoner invånare;Hur många miljoner invånare skiljer det?
Har Sydsudan fler eller färre invånare än Bangladesh? (2024);Sydsudan;Bangladesh;11;173;miljoner invånare;Hur många miljoner invånare skiljer det?
Är ön Sumatra större eller mindre än Kuba till ytan?;Sumatra;Kuba;473;110;tusen km²;Hur många tusen km² skiljer det?
Har Filippinerna fler eller färre invånare än Kuba? (2024);Filippinerna;Kuba;113;11;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Libyen större eller mindre än Tjeckien till ytan?;Libyen;Tjeckien;1760;79;tusen km²;Hur många tusen km² skiljer det?
Har Etiopien fler eller färre invånare än Venezuela? (2024);Etiopien;Venezuela;132;28;miljoner invånare;Hur många miljoner invånare skiljer det?
Är Ghana större eller mindre än Angola till ytan?;Ghana;Angola;239;1247;tusen km²;Hur många tusen km² skiljer det?
Hade Dhakas storstadsområde fler eller färre invånare än Köpenhamn? (2024);Dhaka;Köpenhamn;23;1,4;miljoner invånare;Hur många miljoner invånare skiljer det?
