fråga;källa;år
Väger en snöleopard mer eller mindre än en leopard?;Wikipedia – Snow leopard, Leopard;2024
Väger en vattenbuffel mer eller mindre än en bisonoxe?;Wikipedia – Water buffalo, American bison;2024
Väger en myskoxe mer eller mindre än en yak?;Wikipedia – Muskox, Domestic yak;2024
Väger en lama mer eller mindre än en alpacka?;Wikipedia – Llama, Alpaca;2024
Väger en kapybara mer eller mindre än ett vårtsvin?;Wikipedia – Capybara, Common warthog;2024
Väger en ekorre mer eller mindre än ett murmeldjur?;Wikipedia – Red squirrel, Alpine marmot;2024
Väger en tvättbjörn mer eller mindre än en surikat?;Wikipedia – Raccoon, Meerkat;2024
Väger en hyena mer eller mindre än en schakal?;Wikipedia – Spotted hyena, Golden jackal;2024
Väger en dingo mer eller mindre än en fennek?;Wikipedia – Dingo, Fennec fox;2024
Väger en manat mer eller mindre än en narval?;SeaWorld – Manatee, NAMMCO – Narwhal;2024
Väger en pottval mer eller mindre än en knölval?;Wikipedia – Sperm whale, Humpback whale;2024
Väger ett sjölejon mer eller mindre än en vikare?;Wikipedia – California sea lion, Ringed seal;2024
Väger en lax mer eller mindre än en makrill?;Wikipedia – Atlantic salmon, Atlantic mackerel;2024
Är en barracuda längre eller kortare än en tigerhaj?;Wikipedia – Great barracuda, Tiger shark;2024
Är vingspannet på en monarkfjäril större eller mindre än på en nyckelpiga?;Wikipedia – Monarch butterfly, Coccinellidae;2024
Är en humla längre eller kortare än en bålgeting?;Wikipedia – Bumblebee, European hornet;2024
Är en huggorm längre eller kortare än en skallerorm?;Wikipedia – Vipera berus, Crotalus;2024
Är en kungsfiskare längre eller kortare än en tukan?;Wikipedia – Common kingfisher, Toco toucan;2024
Väger en tornuggla mer eller mindre än en ormvråk?;Wikipedia – Barn owl, Common buzzard;2024
Väger en påfågel mer eller mindre än en undulat?;Wikipedia – Indian peafowl, Budgerigar;2024
Väger ett rådjur mer eller mindre än en dovhjort?;Wikipedia – Roe deer, Fallow deer;2024
Väger en järv mer eller mindre än en grävling?;Wikipedia – Wolverine, European badger;2024
Väger en lama mer eller mindre än en antilop?;Wikipedia – Llama, Antelope;2024
