fråga;källa;år
Är Vietnam större eller mindre än Malaysia till ytan?;Wikipedia, Lista över länder efter yta;2024
Är Sicilien större eller mindre än Sardinien till ytan?;Wikipedia, Lista över öar efter yta;2024
Har Danmark fler eller färre invånare än Finland? (2024);Världsbanken;2024
Är Marocko större eller mindre än Ukraina till ytan?;Wikipedia, Lista över länder efter yta;2024
Är Angola större eller mindre än Sudan till ytan?;Wikipedia, Lista över länder efter yta;2024
Är Kenya större eller mindre än Tanzania till ytan?;Wikipedia, Lista över länder efter yta;2024
Är Afghanistan större eller mindre än Irak till ytan?;Wikipedia, Lista över länder efter yta;2024
Hade New Yorks storstadsområde fler eller färre invånare än Los Angeles? (2024);FN, World Urbanization Prospects;2024
Hade Paris storstadsområde fler eller färre invånare än Moskva? (2024);Wikipedia, storstadsområden (agglomeration);2024
Hade Seouls storstadsområde fler eller färre invånare än Bangkok? (2024);FN, World Urbanization Prospects;2024
Hade Manilas storstadsområde fler eller färre invånare än Jakarta? (2024);Filippinernas folkräkning 2024 (Metro Manila), Jabodetabek 2024;2024
Hade Buenos Aires storstadsområde fler eller färre invånare än Kairo? (2024);FN, World Urbanization Prospects;2024
Är Belgien större eller mindre än Tjeckien till ytan?;Wikipedia, Lista över länder efter yta;2024
Är ön Java större eller mindre än Sumatra till ytan?;Wikipedia, Lista över öar efter yta;2024
Hade Torontos storstadsområde fler eller färre invånare än Dhaka? (2024);Statistics Canada CMA 2024, Macrotrends Dhaka;2024
Är ön Honshu större eller mindre än Madagaskar till ytan?;Wikipedia, Lista över öar efter yta;2024
Är Sicilien större eller mindre än Kuba till ytan?;Wikipedia, Lista över öar efter yta;2024
Har Myanmar fler eller färre invånare än Bangladesh? (2024);Världsbanken;2024
Är Ecuador större eller mindre än Argentina till ytan?;Wikipedia, Lista över länder efter yta;2024
Är Algeriet större eller mindre än Belgien till ytan?;Wikipedia, Lista över länder efter yta;2024
Har Vietnam fler eller färre invånare än Mongoliet? (2024);Världsbanken;2024
Har Sydsudan fler eller färre invånare än Bangladesh? (2024);Världsbanken;2024
Är ön Sumatra större eller mindre än Kuba till ytan?;Wikipedia, Lista över öar efter yta;2024
Har Filippinerna fler eller färre invånare än Kuba? (2024);Världsbanken;2024
Är Libyen större eller mindre än Tjeckien till ytan?;Wikipedia, Lista över länder efter yta;2024
Har Etiopien fler eller färre invånare än Venezuela? (2024);Världsbanken;2024
Är Ghana större eller mindre än Angola till ytan?;Wikipedia, Lista över länder efter yta;2024
Hade Dhakas storstadsområde fler eller färre invånare än Köpenhamn? (2024);FN, World Urbanization Prospects;2024
