fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har vetemjöl fler eller färre kalorier än majsmjöl per 100 gram?;Vetemjöl;Majsmjöl;364;381;kalorier;Hur många kalorier skiljer det?
Har kavring fler eller färre kalorier än rågbröd per 100 gram?;Kavring;Rågbröd;230;250;kalorier;Hur många kalorier skiljer det?
Har surimi fler eller färre kalorier än krabbkött per 100 gram?;Surimi;Krabbkött;99;84;kalorier;Hur många kalorier skiljer det?
Innehåller matcha mer eller mindre koffein än svart te per 100 milliliter?;Matcha;Svart te;29;20;milligram;Hur många milligram koffein skiljer det?
Innehåller en blodapelsin mer eller mindre socker än en grapefrukt per 100 gram?;Blodapelsin;Grapefrukt;11;7;gram;Hur många gram socker skiljer det?
Har kålrot fler eller färre kalorier än palsternacka per 100 gram?;Kålrot;Palsternacka;38;75;kalorier;Hur många kalorier skiljer det?
Har rödbeta fler eller färre kalorier än majs per 100 gram?;Rödbeta;Majs;43;86;kalorier;Hur många kalorier skiljer det?
Innehåller lättcider mer eller mindre alkohol än starkcider?;Lättcider;Starkcider;2,2;4,5;procent;Hur många procentenheter skiljer det?
Innehåller bläckfisk mer eller mindre protein än pilgrimsmusslor per 100 gram?;Bläckfisk;Pilgrimsmusslor;18;12;gram;Hur många gram protein skiljer det?
Har en caffè latte fler eller färre kalorier än en cappuccino per 100 milliliter?;Caffè latte;Cappuccino;43;27;kalorier;Hur många kalorier skiljer det?
Har sparris fler eller färre kalorier än haricots verts per 100 gram?;Sparris;Haricots verts;20;31;kalorier;Hur många kalorier skiljer det?
Har rabarber fler eller färre kalorier än krusbär per 100 gram?;Rabarber;Krusbär;21;44;kalorier;Hur många kalorier skiljer det?
Har sweet chilisås fler eller färre kalorier än dijonsenap per 100 gram?;Sweet chilisås;Dijonsenap;230;66;kalorier;Hur många kalorier skiljer det?
Har en pilsner fler eller färre kalorier än portvin per 100 milliliter?;Pilsner;Portvin;42;160;kalorier;Hur många kalorier skiljer det?
Har halloumi fler eller färre kalorier än kvarg per 100 gram?;Halloumi;Kvarg;320;70;kalorier;Hur många kalorier skiljer det?
Har makrill fler eller färre kalorier än räkor per 100 gram?;Makrill;Räkor;205;99;kalorier;Hur många kalorier skiljer det?
Har mandelmjöl fler eller färre kalorier än kokta linser per 100 gram?;Mandelmjöl;Kokta linser;575;116;kalorier;Hur många kalorier skiljer det?
Har hummus fler eller färre kalorier än tahini per 100 gram?;Hummus;Tahini;177;595;kalorier;Hur många kalorier skiljer det?
Har kalkonbröst fler eller färre kalorier än salami per 100 gram?;Kalkonbröst;Salami;104;336;kalorier;Hur många kalorier skiljer det?
Har kassler fler eller färre kalorier än pancetta per 100 gram?;Kassler;Pancetta;110;357;kalorier;Hur många kalorier skiljer det?
Har kondenserad mjölk fler eller färre kalorier än vanlig mjölk per 100 gram?;Kondenserad mjölk;Mjölk;321;64;kalorier;Hur många kalorier skiljer det?
Har torkade aprikoser fler eller färre kalorier än färska aprikoser per 100 gram?;Torkade aprikoser;Färska aprikoser;241;48;kalorier;Hur många kalorier skiljer det?
Har kokt ris fler eller färre kalorier än ostbågar per 100 gram?;Kokt ris;Ostbågar;130;534;kalorier;Hur många kalorier skiljer det?
Har gurka fler eller färre kalorier än wasabipasta per 100 gram?;Gurka;Wasabipasta;15;292;kalorier;Hur många kalorier skiljer det?
Har pesto fler eller färre kalorier än tomatjuice per 100 gram?;Pesto;Tomatjuice;450;17;kalorier;Hur många kalorier skiljer det?
