fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en flodhäst mer eller mindre än en noshörning?;Flodhäst;Noshörning;1500;2300;kilo;Hur många kilo skiljer det?
Springer en zebra fortare eller långsammare än en flodhäst?;Zebra;Flodhäst;64;30;km/h;Hur många km/h skiljer det?
Lever en guldfisk längre eller kortare än en grå jako?;Guldfisk;Grå jako;15;60;år;Hur många år skiljer det?
Väger en koala mer eller mindre än en jättepanda?;Koala;Jättepanda;12;100;kilo;Hur många kilo skiljer det?
Är en kungskobra längre eller kortare än en nätpyton?;Kungskobra;Nätpyton;5,5;6,5;meter;Hur många meter skiljer det?
Väger en sjöelefant mer eller mindre än en valross?;Sjöelefant;Valross;3000;1000;kilo;Hur många kilo skiljer det?
Väger en dromedar mer eller mindre än en giraff?;Dromedar;Giraff;600;1200;kilo;Hur många kilo skiljer det?
Väger en gepard mer eller mindre än en tiger?;Gepard;Tiger;60;250;kilo;Hur många kilo skiljer det?
Väger en kejsarpingvin mer eller mindre än en vandringsalbatross?;Kejsarpingvin;Vandringsalbatross;35;9;kilo;Hur många kilo skiljer det?
Lever en galapagossköldpadda längre eller kortare än en grå jako?;Galapagossköldpadda;Grå jako;150;45;år;Hur många år skiljer det?
Väger en späckhuggare mer eller mindre än en blåval?;Späckhuggare;Blåval;5000;150000;kilo;Hur många kilo skiljer det?
Springer en gnu fortare eller långsammare än en gepard?;Gnu;Gepard;80;110;km/h;Hur många km/h skiljer det?
Väger en komodovaran mer eller mindre än en grön leguan?;Komodovaran;Grön leguan;70;15;kilo;Hur många kilo skiljer det?
Lägger en nilkrokodil fler eller färre ägg per kull än en havssköldpadda?;Nilkrokodil;Havssköldpadda;50;110;ägg;Hur många ägg skiljer det?
Väger en bäver mer eller mindre än en utter?;Bäver;Utter;25;10;kilo;Hur många kilo skiljer det?
Slår en mus fler eller färre hjärtslag per minut än en kolibri?;Mus;Kolibri;600;1200;slag/min;Hur många slag per minut skiljer det?
Väger en valross mer eller mindre än en gråsäl?;Valross;Gråsäl;1000;300;kilo;Hur många kilo skiljer det?
Springer en rödräv fortare eller långsammare än en kronhjort?;Rödräv;Kronhjort;50;65;km/h;Hur många km/h skiljer det?
Är en flasknosdelfin längre eller kortare än en späckhuggare?;Flasknosdelfin;Späckhuggare;3;8;meter;Hur många meter skiljer det?
Väger ett honungsbi mer eller mindre än en myra?;Honungsbi;Myra;0,1;0,005;gram;Hur många gram skiljer det?
Lever en mygga längre eller kortare än en dagslända?;Mygga;Dagslända;30;1;dygn;Hur många dygn skiljer det?
Lever en tamduva längre eller kortare än en flamingo?;Tamduva;Flamingo;15;30;år;Hur många år skiljer det?
Lever en blåval längre eller kortare än en galapagossköldpadda?;Blåval;Galapagossköldpadda;90;150;år;Hur många år skiljer det?
