fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Innehåller en vindruva mer eller mindre vatten än en vattenmelon per 100 gram?;Vindruva;Vattenmelon;81;92;gram;Hur många gram vatten skiljer det?
Har mandel fler eller färre kalorier än cashewnötter per 100 gram?;Mandel;Cashewnötter;579;553;kalorier;Hur många kalorier skiljer det?
Har okokt ris fler eller färre kalorier än okokt pasta per 100 gram?;Ris;Pasta;365;371;kalorier;Hur många kalorier skiljer det?
Innehåller en paprika mer eller mindre C-vitamin än en tomat per 100 gram?;Paprika;Tomat;128;14;milligram;Hur många milligram C-vitamin skiljer det?
Har gurka fler eller färre kalorier än olivolja per 100 gram?;Gurka;Olivolja;15;884;kalorier;Hur många kalorier skiljer det?
Innehåller russin mer eller mindre socker än isbergssallad per 100 gram?;Russin;Isbergssallad;59;1,8;gram;Hur många gram socker skiljer det?
Innehåller en lime mer eller mindre C-vitamin än en citron per 100 gram?;Lime;Citron;29;53;milligram;Hur många milligram C-vitamin skiljer det?
Har vitlök fler eller färre kalorier än gul lök per 100 gram?;Vitlök;Gul lök;149;40;kalorier;Hur många kalorier skiljer det?
Innehåller jordnötter mer eller mindre protein än valnötter per 100 gram?;Jordnötter;Valnötter;26;15;gram;Hur många gram protein skiljer det?
Innehåller bacon mer eller mindre fett än kycklingbröst per 100 gram?;Bacon;Kycklingbröst;42;3,6;gram;Hur många gram fett skiljer det?
Har sorbet fler eller färre kalorier än glass per 100 gram?;Sorbet;Glass;130;207;kalorier;Hur många kalorier skiljer det?
Innehåller Coca-Cola mer eller mindre socker än en sportdryck per 100 milliliter?;Coca-Cola;Sportdryck;10,6;6;gram;Hur många gram socker skiljer det?
Har popcorn fler eller färre kalorier än potatischips per 100 gram?;Popcorn;Potatischips;387;536;kalorier;Hur många kalorier skiljer det?
Innehåller rödvin mer eller mindre alkohol än starköl?;Rödvin;Starköl;13,5;5,2;procent;Hur många procentenheter skiljer det?
Innehåller rödvin mer eller mindre alkohol än whisky?;Rödvin;Whisky;13,5;40;procent;Hur många procentenheter skiljer det?
Innehåller torkade dadlar mer eller mindre socker än ett äpple per 100 gram?;Dadlar;Äpple;63;10;gram;Hur många gram socker skiljer det?
Innehåller cheddarost mer eller mindre kalcium än mozzarella per 100 gram?;Cheddarost;Mozzarella;721;505;milligram;Hur många milligram kalcium skiljer det?
Innehåller torsk mer eller mindre protein än räkor per 100 gram?;Torsk;Räkor;18;24;gram;Hur många gram protein skiljer det?
Innehåller Coca-Cola mer eller mindre koffein än bryggkaffe per 100 milliliter?;Coca-Cola;Bryggkaffe;10;40;milligram;Hur många milligram koffein skiljer det?
Innehåller honung mer eller mindre socker än ketchup per 100 gram?;Honung;Ketchup;82;22;gram;Hur många gram socker skiljer det?
Har färska vindruvor fler eller färre kalorier än russin per 100 gram?;Vindruvor;Russin;69;299;kalorier;Hur många kalorier skiljer det?
Innehåller mozzarella mer eller mindre fett än parmesan per 100 gram?;Mozzarella;Parmesan;17;28;gram;Hur många gram fett skiljer det?
Innehåller sojasås mer eller mindre salt än ketchup per 100 gram?;Sojasås;Ketchup;14;1,8;gram;Hur många gram salt skiljer det?
Innehåller chiafrön mer eller mindre fiber än havregryn per 100 gram?;Chiafrön;Havregryn;34;10;gram;Hur många gram fiber skiljer det?
Innehåller kokt vitt ris mer eller mindre protein än quinoa per 100 gram?;Ris;Quinoa;2,7;4,4;gram;Hur många gram protein skiljer det?
Har en avokado fler eller färre kalorier än en banan per 100 gram?;Avokado;Banan;160;89;kalorier;Hur många kalorier skiljer det?
Har gurka fler eller färre kalorier än potatis per 100 gram?;Gurka;Potatis;15;77;kalorier;Hur många kalorier skiljer det?
Innehåller isbergssallad mer eller mindre C-vitamin än persilja per 100 gram?;Isbergssallad;Persilja;4;133;milligram;Hur många milligram C-vitamin skiljer det?
