fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har en hasselnöt fler eller färre kalorier än en cashewnöt per 100 gram?;Hasselnöt;Cashewnöt;628;553;kalorier;Hur många kalorier skiljer det?
Har ett granatäpple fler eller färre kalorier än vindruvor per 100 gram?;Granatäpple;Vindruvor;83;69;kalorier;Hur många kalorier skiljer det?
Har kokt quinoa fler eller färre kalorier än kokt bulgur per 100 gram?;Quinoa;Bulgur;120;83;kalorier;Hur många kalorier skiljer det?
Innehåller cheddarost mer eller mindre fett än parmesan per 100 gram?;Cheddarost;Parmesan;33;25;gram;Hur många gram fett skiljer det?
Innehåller pistagenötter mer eller mindre fett än valnötter per 100 gram?;Pistagenötter;Valnötter;45;65;gram;Hur många gram fett skiljer det?
Har en persika fler eller färre kalorier än en mango per 100 gram?;Persika;Mango;39;60;kalorier;Hur många kalorier skiljer det?
Innehåller färska fikon mer eller mindre socker än ett päron per 100 gram?;Fikon;Päron;16;10;gram;Hur många gram socker skiljer det?
Innehåller naturell grekisk yoghurt mer eller mindre protein än ett ägg per 100 gram?;Grekisk yoghurt;Ägg;9;13;gram;Hur många gram protein skiljer det?
Har spenat fler eller färre kalorier än grönkål per 100 gram?;Spenat;Grönkål;23;49;kalorier;Hur många kalorier skiljer det?
Har kokt bulgur fler eller färre kalorier än kokt couscous per 100 gram?;Bulgur;Couscous;83;112;kalorier;Hur många kalorier skiljer det?
Har vattenmelon fler eller färre kalorier än mango per 100 gram?;Vattenmelon;Mango;30;60;kalorier;Hur många kalorier skiljer det?
Har kokta kikärtor fler eller färre kalorier än sötpotatis per 100 gram?;Kikärtor;Sötpotatis;164;86;kalorier;Hur många kalorier skiljer det?
Har sötpotatis fler eller färre kalorier än pumpa per 100 gram?;Sötpotatis;Pumpa;86;26;kalorier;Hur många kalorier skiljer det?
Innehåller tofu mer eller mindre protein än räkor per 100 gram?;Tofu;Räkor;8;24;gram;Hur många gram protein skiljer det?
Innehåller honung mer eller mindre socker än mango per 100 gram?;Honung;Mango;82;14;gram;Hur många gram socker skiljer det?
Har torkade dadlar fler eller färre kalorier än ett granatäpple per 100 gram?;Dadlar;Granatäpple;277;83;kalorier;Hur många kalorier skiljer det?
Innehåller parmesan mer eller mindre protein än naturell grekisk yoghurt per 100 gram?;Parmesan;Grekisk yoghurt;38;9;gram;Hur många gram protein skiljer det?
Innehåller jordnötssmör mer eller mindre fett än lax per 100 gram?;Jordnötssmör;Lax;50;13;gram;Hur många gram fett skiljer det?
Innehåller kokta linser mer eller mindre protein än nötkött per 100 gram?;Linser;Nötkött;9;26;gram;Hur många gram protein skiljer det?
Har spenat fler eller färre kalorier än kokt quinoa per 100 gram?;Spenat;Quinoa;23;120;kalorier;Hur många kalorier skiljer det?
Har pumpa fler eller färre kalorier än kokt couscous per 100 gram?;Pumpa;Couscous;26;112;kalorier;Hur många kalorier skiljer det?
Har cheddarost fler eller färre kalorier än naturell grekisk yoghurt per 100 gram?;Cheddarost;Grekisk yoghurt;403;97;kalorier;Hur många kalorier skiljer det?
Har aubergine fler eller färre kalorier än sötpotatis per 100 gram?;Aubergine;Sötpotatis;25;86;kalorier;Hur många kalorier skiljer det?
Har grönkål fler eller färre kalorier än valnötter per 100 gram?;Grönkål;Valnötter;49;654;kalorier;Hur många kalorier skiljer det?
Har vattenmelon fler eller färre kalorier än cashewnötter per 100 gram?;Vattenmelon;Cashewnötter;30;553;kalorier;Hur många kalorier skiljer det?
