fråga;källa;år
Har vetemjöl fler eller färre kalorier än majsmjöl per 100 gram?;USDA FoodData Central / nutritionvalue.org (vetemjöl ~361, majsmjöl/cornmeal ~384 kcal);2024
Har kavring fler eller färre kalorier än rågbröd per 100 gram?;Livsmedelsdatabaser (rågbröd ~250, kavring ~230 kcal/100 g);2024
Har surimi fler eller färre kalorier än krabbkött per 100 gram?;voical.app / fatsecret (surimi ~90-99, krabbkött ~83-95 kcal/100 g);2024
Innehåller matcha mer eller mindre koffein än svart te per 100 milliliter?;Healthline / Tasting Table (matcha ~70 mg/kopp ≈29 mg/100 ml, svart te ~47 mg/kopp ≈20 mg/100 ml);2024
Innehåller en blodapelsin mer eller mindre socker än en grapefrukt per 100 gram?;soupersage / USDA (apelsin ~9-11 g, grapefrukt ~6,9 g socker/100 g);2024
Har kålrot fler eller färre kalorier än palsternacka per 100 gram?;myfooddata/USDA (kålrot/rutabaga 37-38, palsternacka 75 kcal/100 g);2024
Har rödbeta fler eller färre kalorier än majs per 100 gram?;calories-info / USDA (rödbeta 43, majs 86 kcal/100 g);2024
Innehåller lättcider mer eller mindre alkohol än starkcider?;Systembolaget/tillverkardata (lättcider ~2,2 %, starkcider ~4,5 % vol);2024
Innehåller bläckfisk mer eller mindre protein än pilgrimsmusslor per 100 gram?;foodstruct/nutritionvalue (bläckfisk ~15-18 g, pilgrimsmusslor ~12 g protein/100 g);2024
Har en caffè latte fler eller färre kalorier än en cappuccino per 100 milliliter?;nutriscan.app (caffè latte ~40-43, cappuccino ~27-30 kcal/100 ml);2024
Har sparris fler eller färre kalorier än haricots verts per 100 gram?;soupersage/USDA (sparris 20, haricots verts/gröna bönor 31 kcal/100 g);2024
Har rabarber fler eller färre kalorier än krusbär per 100 gram?;USDA/nutritionvalue (rabarber 21, krusbär 44 kcal/100 g);2024
Har sweet chilisås fler eller färre kalorier än dijonsenap per 100 gram?;nutritionvalue/fatsecret (sweet chilisås ~160-233, dijonsenap ~66-165 kcal/100 g);2024
Har en pilsner fler eller färre kalorier än portvin per 100 milliliter?;snapcalorie/CalorieKing (pilsner ~42, portvin ~160 kcal/100 ml);2024
Har halloumi fler eller färre kalorier än kvarg per 100 gram?;fatsecret/dietvsdisease (halloumi ~320-333, kvarg ~60-70 kcal/100 g);2024
Har makrill fler eller färre kalorier än räkor per 100 gram?;USDA FoodData Central (Atlantisk makrill rå 205, räkor 99 kcal/100 g);2024
Har mandelmjöl fler eller färre kalorier än kokta linser per 100 gram?;myfooddata/USDA (mandelmjöl ~571-590, kokta linser 116 kcal/100 g);2024
Har hummus fler eller färre kalorier än tahini per 100 gram?;calzen/nutritionvalue (hummus ~166-177, tahini ~595 kcal/100 g);2024
Har kalkonbröst fler eller färre kalorier än salami per 100 gram?;fatsecret/myfooddata (kalkonbröst ~104, salami ~336 kcal/100 g);2024
Har kassler fler eller färre kalorier än pancetta per 100 gram?;snapcalorie/recipal (kassler ~110-118, pancetta ~357 kcal/100 g);2024
Har kondenserad mjölk fler eller färre kalorier än vanlig mjölk per 100 gram?;fatsecret/USDA (kondenserad mjölk 321, mjölk ~60-64 kcal/100 g);2024
Har torkade aprikoser fler eller färre kalorier än färska aprikoser per 100 gram?;nutritionvalue/USDA (torkade aprikoser 241, färska aprikoser 48 kcal/100 g);2024
Har kokt ris fler eller färre kalorier än ostbågar per 100 gram?;fatsecret/eatthismuch (kokt vitt ris 130, ostbågar/Cheetos ~529-534 kcal/100 g);2024
Har gurka fler eller färre kalorier än wasabipasta per 100 gram?;USDA/eatthismuch (gurka 15, wasabipasta beredd ~292-300 kcal/100 g);2024
Har pesto fler eller färre kalorier än tomatjuice per 100 gram?;fatsecret/eatthismuch (pesto genovese ~430-480, tomatjuice ~17 kcal/100 g);2024
