fråga;källa;år
Är floden Nilen längre eller kortare än Yangtze?;Britannica / Wikipedia (Nile ~6650 km, Yangtze ~6300 km);2024
Är Kaspiska havet större eller mindre till ytan än Övre sjön?;Wikipedia / Britannica (Caspian ~371000-374000 km², Lake Superior ~82100 km²);2024
Är ön Grönland större eller mindre till ytan än ön Borneo?;Wikipedia (Greenland ~2166000 km², Borneo ~748000 km²);2024
Är berget Kilimanjaro högre eller lägre än Mont Blanc?;Wikipedia / Britannica (Kilimanjaro 5895 m, Mont Blanc 4809 m);2024
Är öknen Sahara större eller mindre till ytan än Arabiska öknen?;Wikipedia (Sahara ~9,2 milj km², Arabian Desert ~2,33 milj km²);2024
Ligger staden La Paz högre eller lägre över havet än Mexico City?;Britannica / WorldAtlas (La Paz 3640 m, Mexico City 2240 m);2024
Är Marianergraven djupare eller grundare än Puerto Rico-graven?;Wikipedia / Britannica (Mariana ~10994 m, Puerto Rico ~8376 m);2024
Är bergskedjan Anderna längre eller kortare än Klippiga bergen?;WorldAtlas / Wikipedia (Andes ~7000 km, Rockies ~4830 km);2024
Är berget Aconcagua högre eller lägre än Denali?;Wikipedia (Aconcagua 6961 m, Denali 6190 m);2024
Hade Tokyos storstadsområde fler eller färre invånare än Londons 2025?;Macrotrends / UN (Tokyo metro ~37 milj, London metro ~9,8 milj);2025
Är floden Volga längre eller kortare än Rhen?;Wikipedia (Volga ~3530 km, Rhine ~1230 km);2024
Är floden Mekong längre eller kortare än Donau?;Britannica (Mekong ~4350 km, Danube ~2850 km);2024
Är Liechtenstein större eller mindre till ytan än Monaco?;WorldAtlas / Wikipedia (Liechtenstein ~160 km², Monaco ~2 km²);2024
Är Vatikanstaten större eller mindre till ytan än Island?;WorldAtlas / Wikipedia (Vatican 0,49 km², Iceland ~103000 km²);2024
Är Monaco större eller mindre till ytan än Singapore?;Wikipedia (Monaco ~2 km², Singapore ~735 km²);2023
Är floden Donau längre eller kortare än Yangtze?;Britannica / Wikipedia (Danube ~2850 km, Yangtze ~6300 km);2024
Är vulkanen Etna högre eller lägre än Mount Everest?;Wikipedia (Etna ~3357 m (2021), Everest 8849 m);2021
Är Island större eller mindre till ytan än Storbritannien?;Wikipedia (Iceland ~103000 km², Storbritannien/UK ~242000 km²);2024
Är floden Seine längre eller kortare än Donau?;Wikipedia (Seine ~777 km, Danube ~2850 km);2024
Har staden Oslo fler eller färre invånare än Madrid?;SSB / INE (Oslo kommun ~0,7 milj, Madrid stad ~3,3 milj);2024
Är Atacamaöknen större eller mindre till ytan än Sahara?;Wikipedia (Atacama ~105000 km², Sahara ~9,2 milj km²);2024
Är Grekland större eller mindre till ytan än Sverige?;Wikipedia (Grekland ~131900 km², Sverige ~450000 km²);2024
Är Österrike större eller mindre till ytan än Italien?;Wikipedia (Österrike ~83900 km², Italien ~301000 km²);2024
Är floden Eufrat längre eller kortare än Volga?;Britannica / WorldAtlas (Euphrates ~2800 km, Volga ~3530 km);2024
Har staden Wien fler eller färre invånare än Madrid?;Stadt Wien / INE (Wien stad ~2,0 milj, Madrid stad ~3,3 milj);2024
Är Rumänien större eller mindre till ytan än Spanien?;Wikipedia (Rumänien ~238000 km², Spanien ~506000 km²);2024
