fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är en vanlig groda längre eller kortare än en vanlig padda?;Vanlig groda;Vanlig padda;9;11;centimeter;Hur många centimeter skiljer det?
Väger en vigg mer eller mindre än en knipa?;Vigg;Knipa;0,7;1,0;kilo;Hur många kilo skiljer det?
Har en tofsvipa större eller mindre vingspann än en sånglärka?;Tofsvipa;Sånglärka;70;33;centimeter;Hur många centimeter skiljer det?
Är en iller längre eller kortare än en småvessla?;Iller;Småvessla;40;18;centimeter;Hur många centimeter skiljer det?
Är en fullvuxen sälg högre eller lägre än en hägg?;Sälg;Hägg;12;8;meter;Hur många meter skiljer det?
Är en smultronplanta högre eller lägre än ett blåbärsris?;Smultronplanta;Blåbärsris;0,15;0,3;meter;Hur många meter skiljer det?
Är en gröngöling längre eller kortare än en större hackspett?;Gröngöling;Större hackspett;32;23;centimeter;Hur många centimeter skiljer det?
Har en trollslända större eller mindre vingspann än en citronfjäril?;Trollslända;Citronfjäril;75;55;millimeter;Hur många millimeter skiljer det?
Har en bofink större eller mindre vingspann än en kanadagås?;Bofink;Kanadagås;27;160;centimeter;Hur många centimeter skiljer det?
Är en kantarell högre eller lägre än en flugsvamp?;Kantarell;Flugsvamp;8;20;centimeter;Hur många centimeter skiljer det?
Är en fullvuxen lönn högre eller lägre än en sälg?;Lönn;Sälg;25;12;meter;Hur många meter skiljer det?
Är en nyckelpiga längre eller kortare än en tordyvel?;Nyckelpiga;Tordyvel;7;25;millimeter;Hur många millimeter skiljer det?
Har en sånglärka större eller mindre vingspann än en kanadagås?;Sånglärka;Kanadagås;33;160;centimeter;Hur många centimeter skiljer det?
Är en myra längre eller kortare än en humla?;Myra;Humla;6;22;millimeter;Hur många millimeter skiljer det?
Är en fullvuxen klibbal högre eller lägre än en hägg?;Klibbal;Hägg;25;8;meter;Hur många meter skiljer det?
Är en åkersork längre eller kortare än en iller?;Åkersork;Iller;11;40;centimeter;Hur många centimeter skiljer det?
Blir en lönn i regel äldre eller yngre än en hägg?;Lönn;Hägg;150;60;år;Hur många år skiljer det?
Väger en sånglärka mer eller mindre än en tofsvipa?;Sånglärka;Tofsvipa;38;230;gram;Hur många gram skiljer det?
Är en fullvuxen vildapel högre eller lägre än en klibbal?;Vildapel;Klibbal;8;25;meter;Hur många meter skiljer det?
Väger en gröngöling mer eller mindre än en kanadagås?;Gröngöling;Kanadagås;0,18;5;kilo;Hur många kilo skiljer det?
Väger en tordyvel mer eller mindre än en kronhjort?;Tordyvel;Kronhjort;0,002;200;kilo;Hur många kilo skiljer det?
Är en fullvuxen klibbal högre eller lägre än en blåsippa?;Klibbal;Blåsippa;25;0,1;meter;Hur många meter skiljer det?
Är en fullvuxen asp högre eller lägre än en vitsippa?;Asp;Vitsippa;25;0,15;meter;Hur många meter skiljer det?
Väger en lämmel mer eller mindre än en kronhjort?;Lämmel;Kronhjort;0,07;200;kilo;Hur många kilo skiljer det?
