fråga;källa;år
Springer en älg fortare eller långsammare än en vattenbuffel?;Wikipedia (Moose / Water buffalo);2026
Är en zebra högre eller lägre än en gnu i mankhöjd?;Wikipedia (Plains zebra / Blue wildebeest);2026
Väger en gråsäl mer eller mindre än ett sjölejon?;Wikipedia (Grey seal / California sea lion);2026
Väger en gnu mer eller mindre än en zebra?;Wikipedia (Blue wildebeest / Plains zebra);2026
Lever en kapybara längre eller kortare än en bäver?;National Geographic / Animal Diversity Web (Capybara, Beaver);2026
Väger en yak mer eller mindre än en vattenbuffel?;Wikipedia (Domestic yak / Water buffalo);2026
Är en dromedar högre eller lägre än en lama i mankhöjd?;Wikipedia (Dromedary / Llama);2026
Är vingspannet på en vandringsalbatross större eller mindre än på en andeskondor?;Smithsonian Ocean / Wikipedia (Wandering albatross, Andean condor);2026
Väger en bison mer eller mindre än en flodhäst?;Wikipedia (American bison / Hippopotamus);2026
Är en valross längre eller kortare än en sjöelefant?;Wikipedia (Walrus / Southern elephant seal);2026
Lever en koala längre eller kortare än en röd känguru?;Wikipedia (Koala / Red kangaroo);2026
Lever en kakadua längre eller kortare än en grå jako?;Wikipedia (Cockatoo / Grey parrot);2026
Väger en isbjörn mer eller mindre än en jättepanda?;Wikipedia (Polar bear / Giant panda);2026
Är en flasknosdelfin längre eller kortare än en pottval?;Wikipedia (Bottlenose dolphin / Sperm whale);2026
Väger en noshörning mer eller mindre än en vattenbuffel?;Wikipedia (White rhinoceros / Water buffalo);2026
Lever en isbjörn längre eller kortare än en rödräv?;Wikipedia (Polar bear / Red fox);2026
Väger en varg mer eller mindre än en rödräv?;Wikipedia (Gray wolf / Red fox);2026
Är en pottval längre eller kortare än en narval?;Wikipedia (Sperm whale / Narwhal);2026
Är en utter längre eller kortare än en sjöelefant?;Wikipedia (Eurasian otter / Southern elephant seal);2026
Lever en hare längre eller kortare än en isbjörn?;Wikipedia (European hare / Polar bear);2026
Väger en gorilla mer eller mindre än en koala?;Wikipedia (Western gorilla / Koala);2026
Väger en vikare mer eller mindre än en valross?;Wikipedia (Ringed seal / Walrus);2026
Väger ett piggsvin mer eller mindre än en noshörning?;Wikipedia (Porcupine / White rhinoceros);2026
