fråga;källa;år
Innehåller en vindruva mer eller mindre vatten än en vattenmelon per 100 gram?;USDA FoodData Central / FoodStruct;2024
Har mandel fler eller färre kalorier än cashewnötter per 100 gram?;USDA FoodData Central / FoodStruct;2024
Har okokt ris fler eller färre kalorier än okokt pasta per 100 gram?;USDA FoodData Central;2024
Innehåller en paprika mer eller mindre C-vitamin än en tomat per 100 gram?;USDA FoodData Central;2024
Har gurka fler eller färre kalorier än olivolja per 100 gram?;USDA FoodData Central;2024
Innehåller russin mer eller mindre socker än isbergssallad per 100 gram?;USDA FoodData Central;2024
Innehåller en lime mer eller mindre C-vitamin än en citron per 100 gram?;USDA FoodData Central;2024
Har vitlök fler eller färre kalorier än gul lök per 100 gram?;USDA FoodData Central;2024
Innehåller jordnötter mer eller mindre protein än valnötter per 100 gram?;USDA FoodData Central;2024
Innehåller bacon mer eller mindre fett än kycklingbröst per 100 gram?;USDA FoodData Central;2024
Har sorbet fler eller färre kalorier än glass per 100 gram?;USDA FoodData Central;2024
Innehåller Coca-Cola mer eller mindre socker än en sportdryck per 100 milliliter?;Coca-Cola / Gatorade produktdeklaration;2024
Har popcorn fler eller färre kalorier än potatischips per 100 gram?;USDA FoodData Central;2024
Innehåller rödvin mer eller mindre alkohol än starköl?;Systembolaget / alcohol.org ABV-data;2024
Innehåller rödvin mer eller mindre alkohol än whisky?;Systembolaget / whisky.com ABV-data;2024
Innehåller torkade dadlar mer eller mindre socker än ett äpple per 100 gram?;USDA FoodData Central;2024
Innehåller cheddarost mer eller mindre kalcium än mozzarella per 100 gram?;USDA FoodData Central;2024
Innehåller torsk mer eller mindre protein än räkor per 100 gram?;USDA FoodData Central;2024
Innehåller Coca-Cola mer eller mindre koffein än bryggkaffe per 100 milliliter?;Mayo Clinic / Caffeine Informer;2024
Innehåller honung mer eller mindre socker än ketchup per 100 gram?;USDA FoodData Central;2024
Har färska vindruvor fler eller färre kalorier än russin per 100 gram?;USDA FoodData Central;2024
Innehåller mozzarella mer eller mindre fett än parmesan per 100 gram?;USDA FoodData Central;2024
Innehåller sojasås mer eller mindre salt än ketchup per 100 gram?;USDA FoodData Central / Kikkoman produktdeklaration;2024
Innehåller chiafrön mer eller mindre fiber än havregryn per 100 gram?;USDA FoodData Central;2024
Innehåller kokt vitt ris mer eller mindre protein än quinoa per 100 gram?;USDA FoodData Central;2024
Har en avokado fler eller färre kalorier än en banan per 100 gram?;USDA FoodData Central;2024
Har gurka fler eller färre kalorier än potatis per 100 gram?;USDA FoodData Central;2024
Innehåller isbergssallad mer eller mindre C-vitamin än persilja per 100 gram?;USDA FoodData Central;2024
