fråga;källa;år
Grundades verktygsföretaget Sandvik tidigare eller senare än kullagertillverkaren SKF?;Sandvik om-oss historik + SKF Wikipedia/Encyclopedia.com (grundades 1862 resp. 1907);2024
Grundades industrikoncernen Atlas Copco tidigare eller senare än Alfa Laval?;Atlas Copco Group historik + Alfa Laval Wikipedia (grundades 1873 resp. 1883);2024
Grundades bevakningsföretaget Securitas tidigare eller senare än låskoncernen Assa Abloy?;Securitas our-history + Assa Abloy Wikipedia (grundades 1934 resp. 1994);2024
Grundades Handelsbanken tidigare eller senare än SEB?;Svenska Handelsbanken Wikipedia + SEB Group/Stockholms Enskilda Bank (grundades 1871 resp. 1856);2024
Har bevakningsföretaget Securitas fler eller färre anställda än industrikoncernen ABB? (2024);Securitas Annual + Sustainability Report 2024 (över 336 000) + ABB Integrated Report 2024 (109 900);2024
Har industrikoncernen ABB fler eller färre anställda än låskoncernen Assa Abloy? (2024);ABB Integrated Report 2024 (109 900) + Assa Abloy Annual Report 2024 (63 000);2024
Har Atlas Copco fler eller färre anställda än kullagertillverkaren SKF? (2024);Atlas Copco Annual Report 2024 (55 267) + SKF Annual Report 2024 (38 743);2024
Har verktygsföretaget Sandvik fler eller färre anställda än Telia? (2024);Sandvik Annual Report 2024 (41 447 FTE) + Telia Q4 2024 (16 859);2024
Har hygienkoncernen Essity fler eller färre anställda än kullagertillverkaren SKF? (2024);Essity Annual Report 2024 (36 000) + SKF Annual Report 2024 (38 743);2024
Har Tele2 fler eller färre anställda än industrikoncernen ABB? (2024);Tele2 Annual Report 2024 (4 328) + ABB Integrated Report 2024 (109 900);2024
Har bevakningsföretaget Securitas fler eller färre anställda än verktygsföretaget Sandvik? (2024);Securitas Annual + Sustainability Report 2024 (över 336 000) + Sandvik Annual Report 2024 (41 447);2024
Har Atlas Copco fler eller färre anställda än Telia? (2024);Atlas Copco Annual Report 2024 (55 267) + Telia Q4 2024 (16 859);2024
Har industrikoncernen ABB fler eller färre anställda än bevakningsföretaget Securitas? (2024);ABB Integrated Report 2024 (109 900) + Securitas Annual + Sustainability Report 2024 (över 336 000);2024
Har Telia fler eller färre anställda än hygienkoncernen Essity? (2024);Telia Q4 2024 (16 859) + Essity Annual Report 2024 (36 000);2024
Har låskoncernen Assa Abloy fler eller färre anställda än Telia? (2024);Assa Abloy Annual Report 2024 (63 000) + Telia Q4 2024 (16 859);2024
Har Tele2 fler eller färre anställda än kullagertillverkaren SKF? (2024);Tele2 Annual Report 2024 (4 328) + SKF Annual Report 2024 (38 743);2024
Har Tele2 fler eller färre anställda än verktygsföretaget Sandvik? (2024);Tele2 Annual Report 2024 (4 328) + Sandvik Annual Report 2024 (41 447);2024
Har Spotify fler eller färre månadsanvändare än Truecaller? (2024);Spotify Q4 2024 (675 milj MAU) + Truecaller Q4 2024 (snitt 429,4 milj MAU);2024
Har betaltjänsten Klarna fler eller färre användare än Truecaller? (2024);Klarna (93 milj aktiva konsumenter dec 2024) + Truecaller Q4 2024 (snitt 429,4 milj MAU);2024
Har betaltjänsten Klarna fler eller färre användare än spelet Candy Crush har spelare? (2024);Klarna (93 milj aktiva konsumenter dec 2024) + Candy Crush Business of Apps 2024 (180 milj);2024
Har spelet Candy Crush fler eller färre spelare än ljudbokstjänsten Storytel har betalande prenumeranter? (2024);Candy Crush Business of Apps 2024 (180 milj) + Storytel Q4 2024 (över 2,4 milj betalande prenumeranter);2024
Har ljudbokstjänsten Storytel fler eller färre betalande prenumeranter än Spotify har månadsanvändare? (2024);Storytel Q4 2024 (över 2,4 milj betalande prenumeranter) + Spotify Q4 2024 (675 milj MAU);2024
Har spelet Candy Crush fler eller färre spelare än betaltjänsten Klarna har användare? (2024);Candy Crush Business of Apps 2024 (180 milj) + Klarna (93 milj aktiva konsumenter dec 2024);2024
