fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har The Beatles gett ut fler eller färre brittiska studioalbum än The Rolling Stones? (t.o.m. 2024);The Beatles;The Rolling Stones;12;24;studioalbum;Hur många studioalbum skiljer det?
Skrev Beethoven fler eller färre symfonier än Mozart?;Beethoven;Mozart;9;41;symfonier;Hur många symfonier skiljer det?
Är Queens Bohemian Rhapsody längre eller kortare än The Beatles Hey Jude?;Bohemian Rhapsody;Hey Jude;355;431;sekunder;Hur många sekunder skiljer det?
Har Sverige fler eller färre vinster i Eurovision än Storbritannien? (t.o.m. 2024);Sverige;Storbritannien;7;5;vinster;Hur många vinster skiljer det?
Blev Avicii äldre eller yngre än Jimi Hendrix?;Avicii;Jimi Hendrix;28;27;år;Hur många år skiljer det?
Fick ABBA:s Waterloo fler eller färre poäng i Eurovision 1974 än Loreens Euphoria fick 2012?;Waterloo (ABBA 1974);Euphoria (Loreen 2012);24;372;poäng;Hur många poäng skiljer det?
Hade Elvis Presley fler eller färre listettor i USA än The Beatles? (t.o.m. 2024);Elvis Presley;The Beatles;18;20;listettor;Hur många listettor skiljer det?
Är en cello längre eller kortare än en kontrabas?;Cello;Kontrabas;120;180;centimeter;Hur många centimeter skiljer det?
Är Miles Davis album Kind of Blue längre eller kortare än John Coltranes A Love Supreme?;Kind of Blue;A Love Supreme;46;33;minuter;Hur många minuter skiljer det?
Skrev Mozart fler eller färre symfonier än Haydn?;Mozart;Haydn;41;104;symfonier;Hur många symfonier skiljer det?
Väger en Steinway D-konsertflygel mer eller mindre än en konsertharpa?;Steinway D-flygel;Konsertharpa;480;36;kilo;Hur många kilo skiljer det?
Har ABBA haft fler eller färre listettor i Storbritannien än The Beatles? (t.o.m. 2024);ABBA;The Beatles;9;18;listettor;Hur många listettor skiljer det?
Har Mozarts opera Trollflöjten fler eller färre akter än Bizets Carmen?;Trollflöjten;Carmen;2;4;akter;Hur många akter skiljer det?
Har Max Martin skrivit fler eller färre listettor i USA än John Lennon? (t.o.m. 2024);Max Martin;John Lennon;27;26;listettor;Hur många listettor skiljer det?
Hade Roxette fler eller färre listettor i USA än ABBA? (t.o.m. 2024);Roxette;ABBA;4;1;listettor;Hur många listettor skiljer det?
Är ABBA:s Dancing Queen längre eller kortare än The Winner Takes It All?;Dancing Queen;The Winner Takes It All;230;294;sekunder;Hur många sekunder skiljer det?
Blev Louis Armstrong äldre eller yngre än Miles Davis?;Louis Armstrong;Miles Davis;69;65;år;Hur många år skiljer det?
Deltog fler eller färre länder i den första Eurovision 1956 än i Eurovision 2024?;Eurovision 1956;Eurovision 2024;7;37;länder;Hur många länder skiljer det?
Snurrar en LP-skiva fler eller färre varv per minut än en vinylsingel?;LP-skiva;Vinylsingel;33,3;45;varv per minut;Hur många varv per minut skiljer det?
Har Carola fler eller färre segrar i Melodifestivalen än Loreen? (t.o.m. 2024);Carola;Loreen;3;2;segrar;Hur många segrar skiljer det?
Har Händels Messias fler eller färre satser än Orffs Carmina Burana?;Messias;Carmina Burana;53;25;satser;Hur många satser skiljer det?
Hade Paul McCartneys konsert på Maracanã 1990 större eller mindre publik än Bruce Springsteens konsert på Ullevi 1985?;Paul McCartney på Maracanã 1990;Bruce Springsteen på Ullevi 1985;184000;64312;personer;Hur många personer skiljer det?
Har en konsertharpa fler eller färre strängar än en cello?;Konsertharpa;Cello;47;4;strängar;Hur många strängar skiljer det?
Har ABBA gett ut fler eller färre studioalbum än Roxette? (t.o.m. 2024);ABBA;Roxette;9;10;studioalbum;Hur många studioalbum skiljer det?
Hade Woodstockfestivalen 1969 större eller mindre publik än Live Aid på Wembley 1985?;Woodstockfestivalen 1969;Live Aid Wembley 1985;400000;72000;personer;Hur många personer skiljer det?
Har den högsta tonen på ett piano högre eller lägre frekvens än den lägsta tonen?;Pianots högsta ton (C8);Pianots lägsta ton (A0);4186;27,5;hertz;Hur många hertz skiljer det?
